 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64,Mean65,Mean66,Mean67,Mean68,Mean69,Mean70,Mean71,Mean72,Mean73,Mean74,Mean75,Mean76,Mean77,Mean78,Mean79,Mean80,Mean81,Mean82,Mean83,Mean84,Mean85,Mean86,Mean87,Mean88,Mean89,Mean90,Mean91,Mean92,Mean93,Mean94,Mean95,Mean96,Mean97,Mean98,Mean99,Mean100,Mean101,Mean102,Mean103,Mean104,Mean105,Mean106,Mean107,Mean108,Mean109,Mean110,Mean111,Mean112,Mean113,Mean114,Mean115,Mean116,Mean117,Mean118,Mean119,Mean120,Mean121,Mean122,Mean123,Mean124,Mean125,Mean126,Mean127,Mean128,Mean129,Mean130,Mean131,Mean132,Mean133,Mean134,Mean135,Mean136,Mean137,Mean138,Mean139,Mean140,Mean141,Mean142,Mean143,Mean144,Mean145,Mean146,Mean147,Mean148,Mean149,Mean150,Mean151,Mean152,Mean153,Mean154,Mean155,Mean156,Mean157,Mean158,Mean159,Mean160,Mean161,Mean162,Mean163,Mean164,Mean165,Mean166,Mean167,Mean168,Mean169,Mean170,Mean171,Mean172,Mean173
1,62.647,83.990,102.133,104.018,96.125,76.187,75.219,72.698,95.160,81.374,112.283,101.750,83.986,111.164,73.277,91.162,124.981,81.453,95.358,108.817,129.818,113.562,98.489,121.027,90.547,102.276,118.283,93.698,85.910,98.230,96.909,111.314,113.755,111.046,84.157,82.284,65.438,130.587,98.716,101.761,127.875,119.696,96.167,96.378,93.845,64.842,90.337,123.955,112.238,81.835,136.961,90.897,119.798,123.571,154.705,103.234,120.277,107.957,95.154,106.340,98.890,92.441,81.636,97.049,58.871,108.678,138.549,117.434,78.283,91.120,70.500,72.328,97.829,110.366,89.330,90.681,93.739,99.031,84.376,94.877,84.398,103.510,92.788,116.797,117.857,156.495,161.209,117.199,125.162,103.720,116.477,125.515,120.747,87.470,77.446,85.036,114.975,112.365,88.089,92.314,70.667,50.012,89.960,81.429,79.023,78.875,92.540,65.348,85.361,72.165,97.855,77.866,49.768,53.593,68.324,76.809,71.604,70.854,75.966,69.256,100.878,101.958,109.043,177.467,87.576,107.340,133.446,110.421,81.716,49.986,32.660,51.458,87.085,101.327,102.079,99.000,99.762,101.652,76.026,92.707,88.737,75.729,82.791,115.868,102.236,71.636,100.542,64.721,60.044,83.443,55.381,81.011,65.560,91.476,65.743,79.213,72.347,89.589,71.186,118.901,103.560,67.473,74.796,48.950,46.945,72.365,72.096,41.992,23.289,29.453,27.805,42.366,28.561
2,22.294,48.294,79.327,79.723,65.062,35.407,41.857,44.468,62.989,50.869,90.228,34.833,34.111,79.776,53.288,69.090,78.352,40.067,64.066,76.883,122.894,99.772,70.913,84.081,67.500,82.103,102.870,78.468,62.933,76.584,54.803,93.477,98.288,91.422,57.528,42.707,28.138,81.739,72.009,67.690,88.661,114.570,63.389,69.541,68.915,27.374,69.946,93.348,102.067,52.235,136.858,68.041,115.308,116.750,142.341,89.693,101.163,97.007,67.923,88.321,77.349,72.745,57.835,63.354,14.341,78.730,125.622,81.737,46.416,14.100,29.642,33.466,56.305,84.624,75.102,66.638,68.807,53.464,52.188,54.123,53.097,64.240,65.273,78.608,95.612,137.973,158.007,97.795,105.312,91.087,99.720,89.132,108.867,59.325,46.287,53.507,89.395,89.741,62.643,76.206,73.617,54.049,68.400,21.524,59.414,22.625,86.079,34.652,68.979,36.722,72.961,47.908,22.264,21.481,50.829,48.798,56.802,100.031,94.414,94.110,107.000,109.839,121.899,189.000,108.624,108.917,145.571,113.149,88.547,73.629,63.400,78.764,108.289,124.527,106.741,102.528,109.865,103.957,97.103,98.618,91.500,92.794,91.440,124.811,100.899,74.006,111.229,73.872,60.165,85.716,55.619,84.202,63.290,81.455,61.378,79.155,72.958,90.726,67.773,119.164,94.814,62.282,73.631,46.987,45.518,71.341,68.528,42.197,24.711,30.141,32.044,39.104,33.152
3,21.549,46.755,75.717,74.009,61.825,36.967,42.800,47.016,67.106,54.364,90.740,28.250,34.417,81.293,53.333,67.297,80.963,39.227,61.075,79.400,115.688,95.772,74.500,87.486,67.535,71.190,99.819,79.151,55.101,73.558,57.636,87.616,93.331,90.606,61.222,46.414,30.575,73.609,72.267,73.366,86.536,111.827,60.750,62.520,68.451,27.482,70.590,90.682,107.762,55.012,138.671,71.849,115.683,115.277,158.818,97.409,101.717,88.986,68.231,84.745,70.394,67.676,58.256,58.159,15.455,67.313,114.686,74.039,38.540,14.280,32.925,34.855,53.341,84.752,71.358,63.328,60.636,54.680,58.139,59.315,56.124,63.750,63.629,83.869,93.558,134.586,156.827,102.470,109.488,91.413,101.243,90.529,103.693,58.417,48.079,48.783,82.017,85.376,66.214,78.490,74.370,48.561,68.107,21.619,55.624,23.031,78.957,34.483,63.072,36.392,72.921,46.588,23.464,21.815,54.152,57.371,52.324,69.823,80.690,67.354,96.500,97.538,112.734,195.033,87.447,107.569,138.286,112.570,67.379,53.829,27.330,42.056,96.957,102.909,100.683,95.821,101.921,100.978,75.872,88.065,82.703,83.944,96.363,136.472,105.888,84.909,119.500,84.767,86.659,97.934,72.143,103.787,81.995,93.476,98.649,89.555,94.028,99.211,86.216,123.751,105.734,75.863,91.864,79.613,63.500,88.746,72.902,60.779,45.892,74.141,56.796,65.007,30.197
4,22.206,46.794,72.779,71.402,62.925,40.473,40.295,48.992,69.287,51.897,89.575,27.417,33.417,73.810,48.322,63.387,75.019,41.933,68.406,75.367,112.635,96.326,75.652,96.000,62.651,68.207,95.848,75.662,51.764,70.469,55.091,81.209,87.194,93.055,55.000,43.431,26.019,85.000,69.250,68.676,88.768,109.549,65.097,61.480,66.479,27.640,68.645,89.818,115.800,52.459,141.245,65.644,118.635,112.402,156.977,98.015,99.410,87.362,70.418,85.491,72.936,68.959,57.057,54.305,14.992,64.670,107.576,73.250,36.814,12.340,32.500,35.542,57.744,84.653,72.625,65.198,65.750,57.649,52.376,57.932,52.301,61.125,63.530,84.993,89.320,128.081,152.770,96.437,106.800,89.060,99.000,83.691,98.587,54.245,46.594,51.036,82.496,92.318,59.625,75.706,69.210,49.293,71.653,19.667,57.045,19.406,79.295,36.225,65.010,34.206,73.329,46.193,22.016,19.605,50.790,47.438,51.018,63.385,71.437,64.598,91.635,96.210,114.115,190.713,90.294,106.139,134.054,107.632,66.989,49.171,30.680,49.583,102.024,102.618,99.993,97.374,98.254,99.011,80.821,88.528,79.415,78.626,87.538,119.717,91.393,69.591,110.627,62.372,59.648,84.180,52.325,80.351,63.705,76.807,68.919,72.671,70.722,83.084,65.351,121.729,91.683,60.137,73.194,48.112,46.390,68.405,67.137,41.926,23.614,31.031,29.301,39.955,32.076
5,20.265,45.588,66.611,68.795,63.700,34.912,41.057,49.563,66.585,53.215,89.189,26.944,31.736,77.664,52.141,57.658,75.074,45.013,69.028,71.000,113.735,94.746,71.717,94.027,63.384,64.828,93.543,78.540,51.067,66.965,50.364,82.337,87.835,90.807,55.074,41.905,27.444,67.609,64.345,68.761,89.089,109.124,57.542,67.816,66.761,25.590,63.880,90.879,125.571,56.235,133.006,69.021,122.135,114.732,153.523,98.336,91.554,90.594,71.264,85.802,78.642,70.262,60.369,54.305,13.720,59.339,101.726,64.829,34.619,19.340,30.858,38.573,50.890,80.485,68.636,59.586,63.614,55.567,51.475,60.178,51.487,66.394,64.303,85.523,93.109,120.802,148.532,92.609,105.900,87.693,95.963,89.721,94.907,60.285,51.960,46.993,75.899,78.918,62.670,98.931,103.642,89.207,79.973,19.476,57.594,22.969,79.619,34.348,65.062,38.557,75.711,44.857,24.256,22.457,47.857,49.202,50.541,67.667,73.667,60.756,93.973,96.210,108.770,176.074,92.988,104.597,133.232,107.772,67.789,46.129,28.610,43.444,95.782,98.018,98.281,94.504,103.944,100.989,78.923,91.984,72.441,77.308,84.868,122.453,101.955,71.266,105.483,61.465,58.857,76.372,50.190,79.170,64.228,81.658,67.095,72.955,66.583,85.726,62.505,120.282,90.802,66.992,83.990,43.825,45.244,70.667,64.594,39.705,23.392,32.812,30.080,44.373,30.212
6,20.725,42.745,73.071,70.116,63.250,36.901,45.914,48.778,66.670,56.327,92.402,25.222,31.306,77.379,48.350,54.108,78.481,45.973,68.821,72.800,114.329,102.040,74.967,91.676,64.651,60.655,98.022,74.669,54.236,67.903,50.212,79.779,87.367,91.220,56.852,40.836,26.987,84.891,71.310,73.465,97.018,110.633,60.000,64.582,65.035,25.223,67.855,84.561,118.952,53.671,136.877,71.397,110.337,108.321,144.182,96.818,93.398,97.630,67.857,83.783,74.606,70.641,54.739,45.610,13.735,54.974,99.468,68.487,32.451,12.220,34.028,41.244,56.085,85.139,72.057,60.147,66.034,53.794,49.990,58.164,52.717,65.221,62.894,82.732,99.871,136.685,145.878,89.013,99.725,86.420,97.093,85.294,95.633,58.404,50.208,47.087,81.378,85.518,62.821,73.765,75.481,49.549,67.813,23.071,57.466,26.156,77.403,34.775,67.165,38.485,70.566,45.345,24.832,18.210,47.476,45.382,52.045,72.469,73.149,63.439,86.865,97.993,109.669,175.205,91.129,107.986,131.089,104.263,67.884,48.386,29.090,45.611,91.379,90.400,95.496,95.894,94.635,99.750,71.885,87.268,77.212,77.411,86.440,112.849,94.404,69.221,104.559,58.826,56.022,81.869,50.802,76.809,59.658,79.209,71.500,78.303,61.542,79.432,60.134,119.631,90.525,66.267,86.981,49.600,46.951,69.167,64.482,38.705,22.741,36.875,29.080,44.664,29.121
7,21.373,58.588,71.593,74.518,65.250,37.802,43.267,53.111,70.383,51.963,93.614,30.444,29.944,74.147,45.966,51.270,71.296,41.627,67.349,72.217,121.359,101.652,82.424,97.919,67.081,62.379,100.406,77.324,54.169,65.088,52.939,83.174,88.410,88.752,63.361,45.310,27.500,85.217,62.569,70.268,92.732,109.775,58.556,63.112,65.775,25.144,66.127,86.227,122.248,51.729,142.484,69.521,129.337,110.214,162.318,93.905,101.361,93.428,70.879,83.585,73.587,71.662,58.062,48.232,12.629,49.035,95.095,63.724,36.487,13.000,29.934,38.847,51.841,87.198,71.119,59.216,66.534,58.866,49.832,57.425,51.106,63.808,62.189,84.170,101.986,155.883,144.360,91.417,109.287,93.493,96.794,84.647,94.760,54.921,44.475,45.935,77.664,84.635,64.482,72.225,74.259,49.476,70.387,21.976,58.391,17.781,78.942,32.270,62.021,36.144,70.658,47.193,23.688,20.889,47.495,42.584,51.928,69.115,71.379,61.500,90.851,98.692,111.065,173.008,86.141,109.326,131.589,114.132,67.474,45.986,32.720,46.528,90.531,97.691,95.424,93.976,96.817,98.620,74.321,84.447,76.347,78.692,80.143,109.887,94.236,71.097,107.619,59.849,54.835,81.754,47.310,72.223,57.699,78.770,69.622,78.026,65.681,84.358,58.093,121.580,92.721,71.878,81.252,48.062,46.610,71.587,63.612,38.795,24.361,31.688,28.619,42.134,29.303
8,21.324,69.961,76.699,73.429,64.738,34.363,43.067,54.103,67.000,49.477,92.732,32.306,31.514,71.578,48.554,49.315,73.111,43.680,67.491,73.200,117.071,104.438,79.641,94.568,63.988,57.948,94.913,77.842,61.876,64.681,47.561,83.895,83.612,96.266,59.500,44.052,27.356,83.000,65.931,73.901,96.250,110.805,59.333,64.898,64.908,21.777,67.687,87.470,126.181,53.271,139.110,74.247,147.548,118.223,170.182,98.022,99.114,94.123,68.626,87.217,79.734,72.421,58.244,43.951,11.886,46.052,94.158,63.618,32.681,15.340,31.170,36.756,51.159,85.564,73.648,67.147,64.409,63.155,56.238,52.452,52.336,64.029,60.136,84.948,97.476,167.757,145.863,97.623,114.675,95.573,89.523,89.779,99.553,56.073,47.416,47.406,76.849,79.506,59.955,71.941,73.494,52.293,72.280,22.524,56.850,20.938,80.446,33.719,62.814,35.969,70.789,45.076,21.832,20.173,48.657,44.449,47.171,67.292,67.092,60.024,91.027,96.811,110.820,166.303,86.376,110.681,127.732,114.816,72.968,46.143,33.030,44.972,86.976,88.000,101.662,94.593,98.111,95.185,73.846,85.691,75.008,73.888,88.165,113.377,97.112,70.260,104.254,61.802,57.670,79.716,46.063,73.436,61.150,77.594,66.257,79.923,63.986,77.032,63.289,121.197,91.462,67.748,81.864,48.850,49.707,66.857,63.160,38.672,23.620,32.172,36.469,43.224,31.136
9,23.931,74.275,73.425,74.277,63.662,36.176,41.648,49.516,67.819,52.290,93.677,30.944,34.625,78.983,46.994,49.243,79.963,39.773,64.160,72.900,121.659,105.156,81.663,103.054,63.686,64.362,95.833,79.755,58.742,65.327,54.106,82.453,83.561,98.083,61.602,45.121,26.431,84.913,68.190,66.183,91.661,109.372,60.903,63.112,61.373,21.439,69.735,85.803,121.524,52.965,132.200,72.952,152.125,112.625,175.705,100.606,97.675,92.978,66.352,86.019,76.394,72.931,55.494,46.024,12.129,42.643,92.794,62.750,31.894,12.800,31.547,35.252,52.744,83.198,74.727,63.319,67.716,64.794,48.921,56.904,57.062,69.048,60.273,83.137,95.878,164.333,144.151,97.947,120.050,95.793,94.215,92.191,92.533,57.046,52.881,45.819,81.387,81.153,62.491,69.461,73.062,48.159,70.560,20.595,57.970,23.500,78.259,34.022,60.866,35.134,66.632,46.042,21.296,20.531,48.076,44.213,51.333,66.875,74.862,60.439,84.743,96.203,110.050,159.828,90.118,111.729,125.911,111.404,78.968,51.514,28.680,48.778,87.128,89.891,98.137,94.301,92.913,91.750,73.795,84.447,73.017,73.206,81.846,112.623,101.404,72.325,106.636,59.035,62.604,80.393,47.968,76.096,59.689,79.604,66.676,74.948,70.597,83.200,63.021,121.582,87.196,63.740,79.369,46.213,46.427,69.825,61.308,40.066,20.554,30.297,36.327,44.291,26.500
10,22.510,66.892,77.699,75.732,64.300,35.780,43.048,51.627,67.319,47.215,86.268,25.111,27.222,77.672,49.119,45.991,75.611,41.000,65.887,73.850,121.876,106.848,80.685,100.405,72.000,58.207,98.290,81.043,57.944,66.894,51.227,82.860,85.468,100.771,55.000,44.017,26.600,83.174,68.121,70.014,95.464,110.180,58.375,62.939,63.408,24.554,66.470,88.152,120.714,54.118,127.194,72.240,160.615,120.188,166.386,105.898,101.187,93.717,63.363,83.566,80.394,73.676,59.244,44.707,12.235,38.191,94.241,59.105,32.381,14.180,30.717,33.473,59.427,84.931,73.108,62.362,68.852,61.495,50.129,55.945,48.991,63.356,61.326,85.980,94.524,162.667,139.849,96.450,116.912,101.600,92.729,86.956,90.527,56.556,52.901,46.486,77.429,80.012,58.268,70.147,69.975,48.098,70.227,24.024,56.421,19.812,77.878,31.978,62.670,33.866,68.092,45.790,21.704,18.951,49.476,49.000,49.793,69.240,69.253,62.622,87.932,95.839,105.216,157.434,84.459,106.215,119.214,108.526,77.284,52.100,29.730,47.153,86.981,91.400,92.194,93.951,96.524,95.935,72.821,83.472,74.220,78.393,78.363,108.566,94.427,71.188,106.932,66.302,60.275,85.383,48.230,68.745,58.192,83.471,78.743,78.935,65.236,79.642,60.948,118.706,95.490,67.244,80.301,48.350,48.384,69.452,62.724,39.033,23.934,30.078,35.044,44.687,26.348
11,21.461,65.216,74.487,66.982,63.675,36.956,36.819,48.294,61.340,46.318,80.504,27.500,29.292,72.767,48.169,48.838,96.944,43.613,69.792,74.533,111.353,103.067,83.326,96.405,64.500,57.690,96.145,76.784,56.146,65.292,55.985,79.744,79.424,98.248,54.472,45.060,27.394,72.130,66.259,64.718,84.679,104.851,61.917,63.439,63.317,23.353,64.813,95.182,113.657,51.988,121.723,73.363,157.077,115.786,153.295,98.365,96.036,92.138,66.429,78.670,77.495,70.572,52.551,43.915,12.303,37.896,93.265,57.842,33.150,14.580,29.547,35.092,52.037,84.485,69.568,66.164,64.636,62.773,52.347,60.041,54.327,63.769,56.258,81.503,89.340,158.838,134.986,95.060,115.750,98.067,91.832,89.118,92.460,56.066,47.475,43.768,72.975,77.506,58.268,68.784,69.395,50.146,67.560,19.881,56.451,21.500,79.417,35.562,65.495,36.144,68.447,48.101,22.632,21.062,49.162,46.124,48.757,67.365,71.989,62.244,89.324,93.378,100.612,144.320,87.953,107.146,115.321,98.360,73.200,49.143,28.720,42.653,83.427,91.545,97.137,89.276,94.937,93.391,70.077,84.089,70.508,73.374,85.857,111.377,102.798,70.877,109.864,59.872,59.780,84.169,48.056,75.064,59.321,77.690,82.878,80.206,67.958,77.589,62.876,117.052,95.239,63.916,76.155,52.588,49.854,69.016,60.771,38.475,22.536,32.141,31.850,41.806,28.379
12,24.176,113.069,75.965,71.018,54.338,30.220,36.667,41.556,56.553,39.720,64.567,24.611,25.486,67.034,52.136,41.910,89.463,39.600,67.481,66.567,109.041,101.571,79.652,94.838,58.372,62.362,89.000,86.007,66.652,68.965,53.803,82.512,78.554,90.312,56.380,40.147,25.419,81.935,64.698,64.183,90.339,101.878,55.639,62.184,64.246,20.892,61.952,92.394,110.438,49.671,119.903,69.171,156.260,111.268,149.614,98.015,90.373,88.536,64.835,76.915,72.064,71.655,53.733,38.000,12.265,35.661,91.375,54.197,31.973,16.340,29.387,31.496,54.195,82.911,71.858,62.034,68.295,68.804,50.713,52.041,51.389,72.731,63.553,82.059,86.367,156.387,133.309,93.530,110.238,97.740,88.374,90.309,91.827,53.709,37.465,41.254,66.193,64.859,51.607,65.206,69.235,48.927,84.080,22.571,57.669,24.844,74.777,31.809,63.320,35.320,68.711,48.101,26.752,17.988,49.086,42.112,48.099,65.958,70.966,66.024,93.162,94.413,95.669,149.025,80.376,96.660,102.107,97.044,67.832,45.929,24.430,45.222,87.559,89.327,93.576,97.439,100.595,95.707,74.487,82.976,71.127,77.879,82.813,122.925,95.775,71.305,117.508,66.640,55.319,81.743,47.349,71.468,57.539,80.807,84.297,80.987,61.583,80.874,59.000,118.814,98.683,70.817,78.223,55.588,52.238,74.659,60.705,35.549,23.187,34.453,33.885,46.067,22.818
13,26.539,170.157,81.743,71.232,53.750,32.912,33.314,39.595,55.840,37.626,73.134,22.889,24.097,67.371,49.181,42.270,104.778,40.107,70.387,70.333,102.200,91.496,80.174,94.676,60.651,62.603,89.848,93.691,81.180,74.611,59.530,73.047,81.978,85.193,45.611,29.784,21.219,88.109,72.828,66.352,83.054,100.899,54.306,63.367,59.401,19.899,56.608,89.515,111.990,55.294,111.910,60.103,147.135,104.188,149.636,107.474,84.030,88.196,59.758,72.651,72.624,67.255,49.784,35.500,8.917,39.287,93.441,59.868,36.522,15.720,28.670,30.252,54.634,82.218,72.903,61.000,65.273,94.598,52.010,51.616,50.115,71.481,63.129,76.954,76.272,169.477,124.957,99.954,110.512,98.147,87.019,95.853,92.800,54.060,38.426,44.899,70.109,66.235,55.607,65.314,67.111,53.134,85.707,24.452,59.113,25.719,72.396,38.393,62.041,41.454,60.789,52.983,27.672,23.444,54.038,39.663,43.234,64.583,74.586,67.341,99.054,93.392,101.525,154.992,77.765,102.062,110.036,97.044,81.905,48.229,28.130,42.958,82.166,92.818,86.626,101.081,91.254,93.043,75.654,76.943,68.754,77.318,87.022,129.434,86.685,70.084,110.305,67.640,54.747,72.426,43.587,72.064,53.570,73.150,103.541,79.787,69.472,85.242,56.082,124.478,92.648,71.809,69.039,60.500,55.061,77.063,62.062,36.893,23.422,40.109,30.779,40.604,22.485
14,28.745,188.618,89.513,75.920,53.888,31.747,34.286,43.238,54.649,42.019,76.921,24.139,26.917,65.284,48.718,39.712,98.926,38.320,68.047,70.350,100.441,97.366,81.630,86.811,58.651,65.638,98.761,97.050,93.843,80.593,54.015,82.616,87.604,84.211,50.407,30.879,24.156,84.978,74.672,68.859,85.875,112.312,55.181,61.857,56.204,24.223,61.301,87.636,111.210,55.282,118.252,60.199,148.798,112.500,152.818,107.547,107.223,89.377,61.846,71.245,72.578,68.979,50.562,38.768,11.326,40.783,95.378,56.684,37.460,17.380,29.717,29.824,51.402,85.089,73.074,62.250,68.307,108.680,50.317,49.096,52.823,71.962,65.212,77.190,78.531,167.532,127.827,105.007,101.525,100.293,90.570,92.324,94.947,51.788,40.416,51.522,71.277,65.306,52.134,63.225,65.321,49.488,73.440,26.738,53.835,32.406,75.633,42.191,62.825,42.052,64.816,57.092,29.768,25.074,50.419,39.517,43.315,64.469,72.218,59.744,96.919,91.371,107.410,165.148,78.929,96.903,111.375,96.404,93.305,55.357,26.250,40.361,82.844,88.673,86.014,112.447,102.357,90.293,72.231,80.415,75.788,82.598,90.341,142.660,93.090,70.994,112.390,62.779,56.242,72.574,41.143,72.681,52.352,73.342,98.811,79.497,67.208,83.316,59.031,133.405,92.877,70.664,73.757,53.425,55.896,89.929,61.503,41.820,24.663,41.375,32.717,41.261,25.621
15,29.382,194.049,90.717,82.920,57.350,30.484,33.200,42.310,56.096,45.383,73.945,26.750,27.597,70.336,49.588,42.712,103.241,46.440,69.160,64.517,108.212,99.679,81.685,97.811,58.116,75.655,101.254,98.842,95.146,85.018,62.636,81.442,128.727,91.330,48.296,30.621,23.500,85.522,72.155,65.183,94.071,120.599,50.639,63.602,56.894,25.079,62.151,88.318,103.371,53.988,128.581,58.144,141.558,105.330,152.227,104.212,108.133,92.181,63.538,82.217,78.128,75.786,51.898,39.427,10.015,39.478,101.327,56.842,37.142,18.700,26.887,29.427,52.817,92.634,73.784,61.871,64.080,103.948,57.436,50.726,46.699,70.327,64.424,80.333,75.395,159.928,133.482,99.742,101.800,94.880,84.935,98.456,94.300,54.285,38.050,61.391,73.479,75.012,59.152,62.804,68.222,50.220,79.173,24.119,53.474,33.688,76.388,41.079,65.113,41.557,64.461,54.353,28.088,26.556,51.190,42.090,44.072,64.448,73.483,63.488,98.770,93.056,105.108,173.820,83.918,103.479,115.321,102.991,97.200,50.671,29.460,46.181,84.787,91.764,85.835,115.650,106.722,96.098,77.026,81.984,76.398,78.533,92.549,140.170,91.506,70.494,107.127,65.744,53.352,65.891,50.032,74.351,52.788,69.727,90.784,78.290,68.194,83.484,56.155,134.842,99.648,73.580,69.155,56.100,59.591,85.008,63.073,40.123,24.386,42.531,30.354,35.455,39.121
16,33.559,197.775,93.186,89.420,52.000,30.132,33.086,42.079,59.883,45.411,76.457,25.667,39.986,79.000,48.395,40.928,103.574,41.493,74.226,70.450,105.324,102.156,86.000,99.892,58.023,69.638,100.645,95.626,91.674,80.726,66.121,76.616,162.734,93.376,60.583,30.517,25.806,88.522,73.379,65.366,100.768,125.055,56.319,59.714,54.232,22.849,63.554,85.591,98.914,53.200,134.677,63.541,132.096,114.179,145.386,103.161,104.337,95.217,61.505,83.491,78.055,82.890,64.489,38.146,11.598,38.487,108.559,65.303,38.327,16.520,31.783,33.779,59.085,88.743,77.301,67.681,65.466,95.619,67.277,55.425,53.336,70.962,65.932,78.490,73.476,150.126,129.827,102.940,96.550,97.540,86.290,98.779,96.313,55.980,38.772,71.819,73.412,84.318,64.286,61.147,70.284,52.793,82.427,27.262,55.789,29.406,72.842,42.584,67.423,43.979,70.513,55.277,27.328,28.494,56.543,39.258,45.225,65.115,73.770,67.268,97.878,95.182,105.950,170.410,81.776,101.486,111.518,110.684,102.211,49.771,29.200,42.306,87.261,90.945,92.216,115.780,105.413,96.217,77.449,80.894,78.237,83.140,93.516,134.170,98.966,77.630,110.432,68.093,57.549,66.803,52.968,84.511,57.943,72.674,97.622,88.271,70.514,82.832,57.773,138.405,121.719,75.435,74.087,56.812,61.268,88.437,63.746,40.123,28.627,43.891,35.221,35.425,36.394
17,26.833,179.000,95.602,89.866,58.062,32.659,37.695,39.817,59.511,46.243,72.606,23.611,55.014,88.181,49.531,40.919,103.130,47.053,77.821,68.283,109.671,102.933,85.674,100.838,52.256,68.707,101.833,96.791,90.629,78.230,65.985,80.663,187.849,109.560,63.630,32.681,25.681,82.848,75.638,71.817,102.339,142.178,59.194,62.286,54.549,23.094,63.404,93.348,99.524,53.529,144.497,58.301,138.385,127.107,142.682,101.255,114.012,101.710,65.703,92.292,85.532,88.614,87.892,35.744,10.212,42.687,117.702,69.592,41.097,20.840,35.557,36.321,80.146,92.624,77.642,61.767,70.534,93.866,73.752,66.658,56.363,66.808,66.985,76.948,72.068,142.000,140.554,107.563,103.450,101.207,81.654,106.044,109.267,58.411,37.455,70.746,74.462,83.553,58.429,61.529,67.753,46.085,81.147,29.738,62.707,28.969,72.921,41.438,74.701,42.546,66.197,53.000,24.488,25.877,56.143,45.079,44.360,65.812,70.460,66.341,98.486,89.643,107.835,166.213,82.941,103.361,116.518,97.886,93.611,53.529,28.270,44.208,85.332,90.691,93.000,113.398,109.270,97.576,75.795,80.642,81.814,75.916,92.670,142.358,97.258,79.253,116.169,69.698,56.978,65.699,64.254,84.436,59.306,78.636,103.095,85.897,65.917,87.021,53.124,135.492,134.565,69.359,78.505,75.613,63.787,88.627,67.726,43.180,29.584,47.969,33.142,36.015,36.000
18,28.333,170.373,99.566,99.321,57.525,34.143,36.019,53.087,64.617,52.841,74.165,26.222,59.500,86.698,48.373,42.414,104.093,49.747,82.038,74.817,109.782,103.214,101.609,106.324,58.314,75.138,102.007,97.525,92.910,77.372,71.712,83.058,197.748,123.128,68.815,35.466,27.694,83.283,72.560,75.521,102.339,152.144,57.181,61.816,54.225,22.777,61.783,100.106,98.705,56.824,146.348,61.253,140.106,134.982,152.591,108.401,129.506,110.333,61.978,92.557,85.706,90.786,85.420,35.183,10.947,39.617,113.929,63.618,40.522,16.860,36.557,38.977,88.817,98.030,75.398,62.940,69.330,93.485,74.168,60.082,55.761,70.481,64.273,78.614,73.224,145.180,147.360,109.887,114.400,99.680,88.701,107.324,104.980,57.675,35.970,66.826,68.706,80.576,58.616,62.912,64.975,47.195,79.880,25.214,56.248,35.250,80.194,44.899,67.928,40.938,69.197,55.630,28.432,28.000,51.895,41.888,44.369,66.375,76.724,64.610,102.432,91.951,104.755,161.689,70.835,98.083,113.946,97.947,83.884,49.300,28.770,40.889,87.024,90.673,89.993,111.829,107.071,90.239,77.256,79.553,88.381,81.336,94.967,139.547,101.326,80.838,114.500,64.384,61.330,66.076,72.119,90.670,65.233,76.369,93.811,86.987,70.389,83.242,56.155,130.923,125.950,71.756,86.262,73.950,62.598,86.127,69.671,42.262,29.976,47.078,30.761,34.657,34.439
