Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64,Mean65,Mean66,Mean67,Mean68,Mean69,Mean70,Mean71,Mean72,Mean73,Mean74,Mean75,Mean76,Mean77,Mean78,Mean79,Mean80,Mean81,Mean82,Mean83,Mean84,Mean85,Mean86,Mean87,Mean88,Mean89,Mean90,Mean91,Mean92,Mean93,Mean94,Mean95,Mean96,Mean97,Mean98,Mean99,Mean100,Mean101,Mean102,Mean103,Mean104,Mean105,Mean106,Mean107,Mean108,Mean109,Mean110,Mean111,Mean112,Mean113,Mean114,Mean115,Mean(5.7.14),Mean117,Mean118,Mean119,Mean120,Mean121,Mean122,Mean123,Mean124,Mean125,Mean126,Mean127,Mean128,Mean129,Mean130,Mean131,Mean132
6.962,10.524,8.174,9.221,7.921,6.362,11.008,14.073,11.519,15.323,11.208,10.220,9.056,8.973,12.733,10.367,9.065,14.620,8.274,7.913,7.268,5.097,6.960,11.008,9.971,11.084,11.864,8.857,6.467,5.932,10.061,8.490,6.385,5.821,9.013,6.402,4.416,3.451,6.657,7.982,6.315,10.260,9.636,7.932,6.870,9.133,12.537,7.493,12.886,10.865,11.927,6.320,9.342,13.193,8.798,7.648,6.957,10.400,11.565,10.189,12.000,15.235,12.497,11.343,20.132,10.011,11.196,10.992,7.267,12.402,11.021,11.522,10.930,10.536,14.679,5.250,9.052,7.212,10.358,7.476,8.137,7.224,5.111,4.717,8.629,8.073,6.266,8.428,8.554,9.067,9.925,15.845,13.437,14.302,11.365,12.017,11.605,16.075,13.319,16.112,20.494,14.194,19.847,13.581,12.364,7.921,14.170,12.722,9.267,11.462,9.180,9.815,10.940,15.824,11.179,13.639,22.359,11.086,20.533,10.686,12.964,22.746,16.959,10.920,12.396,13.523,8.198,4.635,9.069,12.677,15.251,9.772
6.788,9.777,7.791,8.894,8.873,7.043,10.814,13.976,11.358,14.796,11.849,9.953,10.183,9.445,12.120,9.800,7.926,14.587,8.292,8.163,7.196,4.694,7.293,10.723,10.044,10.378,12.700,8.764,5.686,6.347,10.561,8.775,6.952,4.675,8.694,6.039,4.169,3.203,7.611,8.353,6.468,11.247,10.927,7.407,6.532,9.653,14.179,7.119,12.293,10.992,11.964,7.390,10.276,11.772,8.316,7.011,7.837,9.843,12.239,9.956,12.074,16.176,11.870,11.927,20.581,11.022,11.826,10.706,6.975,11.815,9.324,10.713,10.239,11.246,14.560,5.656,8.081,8.167,9.194,6.893,7.971,6.403,5.111,4.094,8.072,7.797,6.373,8.807,8.386,8.676,10.699,15.542,13.786,14.905,10.235,12.333,11.827,14.175,13.649,15.400,20.459,13.082,19.581,14.093,12.416,8.873,14.318,11.833,9.067,10.679,8.197,10.462,9.700,15.098,12.798,11.819,20.289,11.086,18.627,10.943,11.929,22.847,15.327,11.360,13.088,12.614,7.462,4.409,9.029,12.663,15.290,9.631
6.644,10.126,8.496,9.481,8.246,6.397,10.736,14.963,12.481,13.785,10.811,10.315,9.986,10.673,11.120,10.578,8.556,14.378,8.664,8.510,5.911,4.986,7.280,11.160,9.482,10.636,12.091,8.086,5.410,6.017,9.576,8.647,6.173,5.615,7.726,5.980,4.674,3.068,7.815,8.054,6.411,11.041,9.255,7.839,7.130,10.253,13.158,6.866,11.564,10.579,11.918,7.040,9.961,11.351,7.904,7.114,7.217,9.114,12.120,11.022,11.613,14.539,11.846,11.861,21.015,9.483,11.130,11.941,5.975,11.707,10.056,10.261,9.549,11.188,14.679,6.312,8.326,7.167,9.687,7.922,8.353,6.134,5.284,4.491,8.299,7.862,6.437,8.483,8.465,8.848,9.946,15.703,14.437,14.828,10.247,12.567,11.346,14.125,14.000,16.163,19.776,12.939,19.081,14.488,11.727,8.246,13.307,11.648,9.333,9.603,8.066,9.600,10.320,15.137,11.333,11.889,22.258,9.581,19.213,12.800,12.196,20.305,15.306,12.140,12.824,12.455,7.594,4.584,9.412,12.773,15.375,9.723
6.913,8.981,7.835,8.798,8.698,6.655,10.674,15.037,12.383,13.591,11.189,10.165,8.803,9.882,13.173,10.378,8.685,14.447,7.796,8.846,6.250,5.167,7.240,10.924,9.453,10.014,12.345,9.343,5.505,5.864,11.167,8.922,6.125,5.256,7.936,6.029,4.202,3.383,8.565,8.180,6.234,11.712,10.309,8.025,6.714,9.187,14.558,7.612,13.271,10.524,11.418,6.770,10.132,12.325,8.053,6.795,6.337,10.243,11.728,10.144,11.834,14.147,11.550,10.752,22.331,10.618,10.424,13.076,6.200,12.533,9.873,11.070,9.423,11.522,14.792,5.953,8.037,7.576,9.619,8.078,7.265,6.463,4.457,5.472,8.423,7.610,6.753,8.524,7.554,7.438,10.075,15.794,14.126,14.612,10.447,11.317,10.926,16.050,13.489,15.712,17.529,14.520,17.387,13.070,12.857,8.698,14.443,13.352,10.244,11.064,7.934,9.892,9.920,15.627,12.405,13.653,21.078,10.333,19.960,11.800,11.696,21.153,15.776,11.380,12.692,12.659,8.377,4.971,9.500,12.772,15.180,9.652
6.298,10.155,7.487,8.817,8.706,6.603,9.977,13.963,12.395,13.763,10.396,10.181,8.972,9.936,12.587,10.822,8.704,14.267,7.867,7.731,7.232,5.056,6.520,10.353,9.416,10.930,12.345,8.414,5.629,6.297,10.167,8.431,6.442,5.342,7.879,5.745,4.303,2.947,8.231,8.407,6.371,10.288,10.182,7.051,6.675,9.760,14.253,7.470,12.929,10.992,11.945,7.070,9.224,11.412,8.974,7.170,7.283,9.171,11.250,8.611,11.294,15.245,11.846,11.168,21.338,10.382,10.174,12.345,6.633,11.598,8.859,10.957,8.310,11.232,15.542,5.812,8.081,7.288,8.918,7.641,8.137,6.000,4.852,5.208,7.742,8.358,6.614,7.869,8.089,7.705,10.075,16.097,13.155,14.569,9.965,12.667,12.111,13.275,12.745,15.525,17.647,12.714,17.121,14.023,12.662,8.706,13.932,12.593,9.556,10.141,8.705,8.446,9.600,16.373,11.345,13.056,20.883,10.590,19.520,10.314,11.232,20.831,16.735,12.960,12.978,15.784,7.943,4.109,9.520,12.524,15.005,9.607
6.115,10.612,7.539,9.337,8.944,6.560,11.047,14.866,11.852,13.570,11.189,10.732,8.465,9.827,13.093,11.378,8.574,14.673,8.142,8.356,6.911,5.097,6.160,10.319,9.328,10.161,12.718,9.029,5.857,6.280,10.144,8.284,6.654,5.496,8.395,6.127,4.607,3.083,8.861,8.240,6.306,10.178,10.455,7.280,6.675,8.560,14.021,7.425,12.614,10.452,11.618,7.630,9.961,11.333,8.825,7.114,6.598,9.300,12.098,9.467,11.693,14.853,11.799,10.533,21.890,10.292,10.772,11.269,6.975,12.359,9.796,10.183,9.690,11.942,15.833,5.484,8.511,7.227,8.724,7.573,8.039,6.299,5.420,5.302,8.000,7.805,7.032,8.331,8.119,8.381,9.559,15.897,13.291,14.457,10.447,13.467,10.580,14.725,14.277,16.263,19.847,13.000,17.476,13.419,12.143,8.944,14.693,12.704,8.911,10.141,8.951,8.908,9.680,14.725,11.571,13.208,20.742,11.152,17.840,10.486,12.268,20.831,14.959,12.300,14.187,14.864,8.358,4.628,9.020,12.260,14.733,9.719
6.490,10.680,8.487,8.808,8.802,6.991,10.341,15.232,11.630,13.570,10.906,10.496,9.873,9.591,13.427,10.456,10.222,15.536,8.168,8.625,6.607,5.444,7.173,10.723,9.949,9.937,13.136,8.400,5.352,6.212,10.515,8.431,7.250,5.564,8.815,5.686,3.843,3.301,7.454,8.042,6.823,9.397,9.745,7.576,7.026,9.653,14.274,7.388,13.107,10.857,11.591,6.920,9.237,11.386,9.658,6.420,7.217,10.400,11.315,9.911,12.252,16.108,12.260,10.971,22.853,10.730,10.717,12.756,6.225,13.022,10.486,10.765,9.070,11.696,16.315,6.797,8.496,7.364,9.224,7.748,7.510,5.597,5.691,5.038,7.536,7.260,6.589,8.331,7.436,8.400,10.677,14.858,13.097,15.026,9.553,12.417,10.000,14.275,14.713,15.312,17.776,15.031,16.710,13.837,12.390,8.802,14.489,12.204,10.489,10.923,7.475,9.538,9.520,14.353,13.143,14.958,20.430,10.543,18.893,10.229,11.107,22.119,17.245,11.280,12.582,16.148,8.113,4.555,9.245,12.407,14.737,10.049
8.356,13.320,8.983,9.433,9.071,7.793,11.527,16.598,14.000,14.075,13.019,10.693,9.620,9.918,12.800,10.867,10.241,16.181,9.310,9.067,6.875,5.583,9.160,10.807,10.584,11.685,11.709,8.257,6.486,6.847,11.174,8.382,6.538,5.855,7.828,5.971,4.517,3.556,8.954,9.036,7.282,11.397,12.000,7.881,8.078,10.320,14.684,7.522,14.107,12.286,11.736,7.630,9.724,12.263,9.211,8.591,9.598,14.929,13.478,11.700,12.393,18.794,11.822,12.635,23.904,12.000,11.761,13.353,7.392,17.913,21.127,13.157,11.085,14.609,21.815,12.359,12.015,14.045,10.873,9.718,10.775,9.701,5.272,5.962,10.175,8.228,6.899,8.959,7.792,8.038,9.656,16.613,13.524,16.095,11.176,13.817,12.852,14.300,15.734,17.562,24.694,17.745,20.516,17.326,23.909,9.071,21.500,18.407,12.511,13.141,10.754,14.646,14.760,24.412,16.976,19.542,25.930,16.476,28.107,21.600,14.732,26.220,20.286,15.540,19.330,35.148,9.660,5.255,12.784,13.783,17.355,19.602
11.067,20.019,13.809,23.923,17.857,10.810,20.302,28.073,26.815,31.237,32.245,22.866,13.873,22.945,16.720,12.556,10.806,20.856,14.354,15.548,6.411,5.792,11.920,15.395,12.401,14.909,13.882,11.700,10.381,6.890,11.705,9.804,8.452,6.436,8.369,5.441,4.169,3.414,8.639,9.353,7.540,12.863,14.855,8.093,7.662,13.013,26.105,8.224,18.707,20.246,17.455,10.500,11.803,11.974,10.395,10.943,16.326,15.814,16.457,17.478,13.282,23.275,16.361,14.139,24.294,12.461,11.109,13.529,9.300,20.033,29.120,16.313,14.958,19.261,28.756,21.859,20.222,25.561,19.948,24.592,22.500,14.627,10.025,4.943,13.103,8.366,7.209,9.848,8.970,10.590,11.430,19.329,19.010,23.267,15.894,14.583,25.198,24.825,34.830,36.800,37.729,30.898,40.661,36.326,43.818,17.857,40.068,25.537,17.489,17.141,13.623,21.015,32.220,36.059,27.488,28.931,31.336,20.571,35.347,28.286,19.875,31.898,25.367,18.100,32.407,41.455,12.443,6.978,18.196,19.393,25.062,30.414
13.163,26.049,18.652,39.221,33.000,13.853,33.884,40.037,53.864,57.237,51.868,35.339,28.423,34.864,19.533,15.922,9.796,25.878,24.823,27.510,6.464,5.958,11.373,22.420,14.380,17.189,18.909,15.236,14.467,7.712,11.735,10.441,9.260,6.718,8.471,5.824,4.258,3.564,9.315,8.940,6.677,14.479,14.855,8.534,9.948,17.227,42.379,9.619,29.200,36.206,22.209,13.580,21.013,13.140,10.833,16.739,22.207,18.600,16.163,22.744,16.160,32.637,22.988,16.606,27.772,12.978,11.380,13.681,9.508,23.076,34.035,17.783,17.817,20.855,32.107,27.016,24.570,34.606,28.769,32.029,29.637,18.836,16.395,6.132,12.546,8.024,6.576,9.455,9.465,11.686,11.301,19.923,20.379,27.509,17.459,15.967,32.136,30.000,47.011,54.188,45.965,41.429,55.839,58.372,55.221,33.000,49.670,28.593,22.844,20.654,16.016,24.646,46.940,44.157,29.107,32.306,33.117,24.448,40.400,37.771,27.839,34.051,25.796,18.340,34.780,44.477,12.472,7.964,20.971,27.070,28.102,33.376
15.192,28.825,21.670,47.500,42.032,17.914,37.496,46.207,69.654,68.226,67.509,44.260,35.155,44.482,22.520,16.689,10.806,27.723,28.478,33.808,6.589,6.181,13.107,25.445,15.285,18.350,21.127,17.886,17.829,8.068,12.523,11.363,9.885,8.752,8.904,6.971,4.281,3.248,8.324,9.419,7.605,16.644,19.127,9.144,9.364,18.280,48.263,10.836,32.064,43.079,22.845,16.160,25.645,13.658,11.965,22.591,26.783,18.814,17.641,24.000,20.393,37.745,25.882,18.577,28.250,13.876,11.554,14.630,10.683,25.837,39.282,19.583,16.380,23.855,34.030,31.688,27.719,39.591,33.903,38.262,32.255,18.701,17.111,6.208,12.649,8.431,6.747,8.814,9.723,11.619,11.957,19.645,21.932,29.138,17.882,16.850,34.444,32.300,56.383,59.125,48.188,38.224,63.161,65.326,61.935,42.032,56.602,30.630,25.756,25.013,17.754,24.323,52.780,44.843,31.905,35.042,32.812,24.752,43.360,41.457,32.750,38.407,27.449,18.820,34.429,41.636,12.830,7.387,20.333,31.012,28.045,33.084
13.846,27.456,22.061,49.529,41.730,19.595,41.729,42.707,73.481,73.591,74.453,45.630,38.141,46.591,24.507,15.656,10.454,27.653,27.805,34.173,6.893,6.264,13.813,26.874,16.876,21.091,22.227,18.686,20.581,8.390,13.455,12.539,11.010,10.239,9.669,5.618,4.101,3.699,8.806,8.976,7.484,15.301,19.527,8.831,10.701,17.533,54.000,11.687,35.614,45.111,24.218,15.200,27.368,14.360,12.693,25.852,28.033,18.543,18.924,24.178,21.141,36.627,28.000,18.993,28.493,14.955,11.478,14.109,11.492,24.620,41.176,20.765,15.606,23.101,33.589,28.906,28.519,43.379,36.373,38.214,33.725,19.597,15.988,6.585,11.175,8.561,7.171,9.352,9.772,12.457,12.871,19.000,21.398,27.638,17.047,16.800,37.617,34.325,59.138,57.625,44.682,36.806,60.823,68.488,63.182,41.730,59.068,29.500,28.867,30.603,17.492,27.231,54.860,42.588,29.786,34.972,33.492,25.562,47.680,45.429,33.464,39.559,28.449,18.000,33.769,41.693,13.962,7.431,18.941,31.394,27.548,31.490
14.327,29.388,20.835,48.481,44.127,19.224,40.202,43.610,71.481,74.398,71.434,46.890,40.197,47.691,25.120,15.900,10.139,27.450,27.894,35.663,6.929,6.611,14.533,26.361,16.095,20.483,20.636,18.707,21.333,8.907,13.000,13.422,10.048,10.214,9.102,6.353,4.337,2.940,9.704,8.946,7.185,16.726,20.491,9.678,10.506,18.813,52.042,11.716,34.600,40.532,25.364,14.580,25.526,12.991,12.281,27.102,28.304,18.200,17.435,27.089,20.607,35.676,26.722,19.080,28.397,14.146,11.717,14.269,12.175,21.891,43.465,20.730,17.535,23.812,33.155,29.141,27.148,43.288,38.187,39.437,31.333,19.075,16.580,5.736,11.433,7.951,7.468,8.579,9.386,13.010,13.043,20.168,21.282,26.457,20.000,16.183,37.469,32.025,55.979,57.600,42.671,34.622,58.145,70.279,64.961,44.127,55.341,29.889,25.733,33.372,16.574,26.277,51.380,39.216,30.500,36.458,33.328,26.476,45.907,45.057,34.339,38.729,28.571,15.760,31.758,39.045,12.415,7.533,18.559,28.656,26.239,28.787
14.404,27.553,18.791,47.462,42.484,18.905,37.434,40.598,65.309,70.194,70.509,43.520,38.845,49.191,24.160,15.189,9.824,26.325,28.451,33.587,7.768,6.389,13.880,25.101,16.861,19.790,19.055,18.171,22.829,7.771,13.500,13.814,11.827,11.111,9.726,6.578,4.022,3.556,9.093,9.509,6.976,15.603,23.091,10.407,11.026,19.187,51.337,11.172,32.279,37.016,24.173,14.530,24.592,13.289,11.289,26.909,29.152,19.000,16.609,24.133,20.135,31.657,25.734,19.095,27.713,14.730,10.011,14.647,12.458,24.793,41.451,20.843,16.225,23.464,33.298,28.547,25.111,42.333,35.552,37.136,31.147,17.567,15.136,5.660,11.753,8.626,6.646,8.931,9.158,12.133,12.581,19.419,19.942,23.284,17.753,14.800,35.086,30.150,54.011,53.200,40.682,33.898,55.032,69.302,60.130,42.484,56.432,28.963,28.089,32.782,18.967,24.323,54.700,37.490,27.440,32.861,31.820,25.048,43.413,37.143,34.268,39.390,28.449,18.000,31.088,36.284,12.208,7.073,17.225,26.919,25.348,26.311
13.519,26.573,19.087,45.981,38.254,18.578,35.372,38.049,64.210,67.548,67.849,44.409,37.944,47.645,22.800,14.078,9.657,24.983,25.345,30.625,5.607,5.875,14.880,23.756,15.044,19.678,18.755,14.886,23.362,8.119,13.182,13.657,11.221,12.043,8.675,6.637,4.371,3.406,9.204,8.766,6.556,15.726,20.382,11.246,11.688,18.373,47.253,10.746,32.357,36.302,25.073,13.610,23.171,13.404,10.851,26.534,27.576,17.300,19.576,23.867,19.141,29.971,24.379,17.401,26.559,13.899,10.891,14.151,12.158,22.717,39.366,21.748,15.000,22.246,30.714,26.672,25.096,40.106,35.455,36.680,31.039,16.328,14.815,7.000,11.763,8.602,6.741,8.903,9.653,11.295,11.839,19.316,20.699,22.741,16.588,16.083,33.605,29.450,53.000,52.088,36.976,28.663,50.000,62.233,57.455,38.254,53.966,28.981,27.733,34.833,16.377,24.415,44.700,33.941,25.536,30.236,30.492,23.562,43.053,38.229,32.625,39.780,27.694,17.740,30.780,31.511,13.660,6.606,16.598,24.635,23.709,23.660
12.663,26.553,18.252,41.346,37.254,19.414,34.295,36.695,59.778,65.194,62.094,42.150,35.732,44.264,21.947,14.056,9.648,24.041,25.115,29.144,7.286,5.806,12.613,21.555,15.080,18.867,17.500,15.929,26.114,7.797,13.121,14.451,11.096,11.085,9.191,6.020,4.315,3.444,8.435,9.192,6.452,16.356,22.691,14.873,11.688,21.093,44.453,11.396,29.621,35.262,24.545,13.130,22.487,13.377,11.211,24.841,25.239,17.400,18.978,24.533,19.006,28.098,23.822,18.182,26.007,12.876,10.641,14.092,12.925,22.848,39.218,20.383,15.732,19.420,29.976,25.172,23.059,38.152,33.418,33.932,29.794,15.746,14.173,6.057,10.948,8.171,7.063,8.876,8.822,12.333,12.634,18.361,19.330,22.724,16.871,14.667,31.877,28.900,46.436,47.975,35.671,27.704,50.032,60.674,53.247,37.254,50.670,26.074,26.733,34.859,16.016,24.138,41.880,30.078,24.333,29.458,30.156,23.790,41.373,33.686,34.714,42.864,27.449,16.480,29.714,30.057,13.208,7.372,16.637,22.860,22.879,22.636
12.644,23.990,17.687,38.702,35.643,17.009,32.016,32.293,56.272,57.581,59.377,38.748,34.014,40.873,20.947,14.233,8.824,23.034,23.283,27.933,7.804,5.931,12.720,20.798,13.496,17.056,16.164,13.043,27.267,7.847,12.439,13.637,11.365,11.333,8.847,6.637,3.596,3.158,8.537,9.485,6.855,16.603,20.018,18.297,12.883,21.560,42.368,10.545,29.164,30.532,21.673,13.420,20.513,13.404,11.596,22.636,24.685,14.829,18.402,22.111,17.135,25.510,21.527,16.569,24.478,13.213,11.848,13.555,12.875,20.880,36.845,19.774,14.549,18.667,27.423,23.328,23.370,35.364,31.269,32.874,27.549,15.612,13.136,5.868,11.268,7.650,6.949,9.000,8.535,11.533,11.839,18.129,19.592,20.466,16.765,15.317,32.444,27.400,44.202,47.250,34.706,26.214,46.306,58.233,50.221,35.643,46.466,24.167,26.044,34.910,17.393,22.169,40.580,26.863,24.250,28.944,28.266,21.952,39.640,29.314,33.554,41.831,25.837,20.560,29.857,26.341,13.868,7.161,17.304,21.186,21.822,21.025
11.933,23.563,16.504,36.500,33.968,16.440,30.039,31.646,52.840,56.516,59.509,36.488,32.000,38.027,19.733,13.667,9.565,21.786,23.301,24.231,7.393,5.639,13.187,19.597,13.431,17.000,16.291,12.986,25.648,7.983,12.076,13.637,11.904,11.940,8.350,6.196,4.045,3.406,9.306,8.952,6.339,16.808,20.491,17.771,12.818,22.267,39.400,9.940,27.371,29.508,23.191,12.330,20.447,12.728,10.614,20.307,24.043,17.157,16.098,21.889,17.025,24.284,20.763,16.526,23.463,13.596,10.891,13.353,12.042,20.685,35.113,19.504,13.859,17.609,25.988,20.812,21.563,32.318,29.433,33.243,26.559,13.925,10.852,5.283,9.629,9.146,6.937,9.221,9.960,10.990,12.183,16.716,18.670,20.629,16.153,14.700,30.173,24.550,42.053,42.237,31.941,24.969,44.032,47.837,46.299,33.968,44.773,24.204,23.556,35.859,16.590,21.492,38.380,25.961,24.524,26.889,26.344,20.533,38.253,25.514,32.857,42.220,24.755,19.300,28.066,25.659,12.500,7.307,18.206,19.839,20.908,19.286
11.154,23.592,17.165,35.683,32.151,16.716,27.496,31.122,52.111,54.108,53.811,33.976,30.789,37.355,20.133,13.200,9.315,21.322,21.504,24.067,6.946,5.972,12.000,17.975,13.022,16.056,15.709,12.829,23.895,7.466,12.174,13.088,11.115,11.752,9.541,5.824,4.449,3.180,9.009,8.916,6.403,16.411,19.582,19.356,11.727,20.747,37.189,11.045,26.429,29.714,22.409,12.870,21.118,12.123,10.316,19.000,20.870,15.814,16.783,21.744,16.650,23.284,20.639,16.182,22.875,12.494,11.870,13.067,12.217,18.652,33.718,16.809,13.718,17.232,25.006,21.375,19.889,30.818,28.851,29.660,25.167,14.239,10.790,6.226,10.732,8.707,7.342,8.717,8.762,11.438,11.806,17.903,18.204,20.267,15.682,15.433,28.506,24.475,40.160,42.263,29.188,22.837,38.532,49.767,42.338,32.151,44.545,23.926,24.933,33.141,14.164,19.569,36.540,27.824,22.024,27.042,24.695,18.838,35.720,23.600,31.107,38.119,24.265,23.820,24.319,23.284,12.179,7.912,19.441,18.676,19.775,18.097
11.260,23.621,17.530,33.904,30.032,15.388,27.225,30.890,45.198,49.247,50.962,34.669,28.732,34.955,17.747,11.189,9.250,21.323,19.566,22.913,7.857,5.569,11.987,17.462,12.445,15.476,15.927,12.550,22.181,7.907,12.848,15.000,12.125,12.137,7.624,6.333,4.337,3.278,9.019,9.180,7.105,15.356,19.636,19.551,12.377,20.800,34.358,10.455,23.464,28.690,21.982,12.430,20.697,12.518,10.439,18.591,19.467,13.371,17.837,19.656,16.325,21.784,19.538,15.474,20.066,12.753,10.989,13.588,12.000,19.141,30.930,16.730,13.282,17.536,24.137,18.047,19.422,28.955,27.507,28.816,23.167,12.896,10.173,5.887,10.124,8.057,7.190,9.000,9.149,10.905,11.032,17.877,17.272,19.052,14.894,14.367,27.864,22.200,39.064,39.100,28.953,21.153,37.306,46.581,40.312,30.032,38.602,23.037,23.333,30.808,15.607,20.308,33.000,21.510,21.214,27.222,23.984,19.343,34.280,23.943,29.429,35.966,25.245,21.660,25.747,19.080,12.151,7.693,18.922,18.503,19.398,17.225
10.692,23.233,15.322,30.462,27.230,14.276,26.992,25.256,42.778,46.559,49.566,32.236,26.887,33.291,18.400,12.778,9.111,19.781,19.796,20.885,6.054,4.819,11.560,17.151,12.190,15.063,14.745,12.457,22.238,8.763,12.795,14.186,12.192,12.274,7.841,6.167,4.360,3.008,8.694,8.820,6.492,14.932,18.982,20.754,12.442,20.347,33.526,9.963,23.357,26.452,21.464,11.200,18.763,12.465,10.079,17.716,20.000,15.557,15.739,20.311,16.055,21.471,18.142,15.416,20.250,11.955,10.815,12.874,11.233,18.924,28.246,16.113,13.437,17.696,22.690,20.000,17.830,27.197,28.590,25.748,23.245,13.388,11.370,4.830,10.454,8.463,6.930,8.724,8.634,10.600,12.720,17.097,17.369,19.293,15.341,14.033,26.580,24.400,37.160,37.763,29.729,20.439,35.145,43.558,38.182,27.230,36.602,21.278,22.244,30.282,14.393,20.092,32.720,22.333,20.845,25.806,22.617,20.410,34.173,23.114,29.089,33.610,20.714,21.860,23.703,20.398,11.840,7.270,20.961,18.009,18.396,16.749
11.375,23.117,15.530,29.721,27.103,14.250,25.078,27.171,39.840,45.398,46.000,30.063,25.239,29.818,16.987,12.378,9.509,19.819,17.619,19.029,6.714,4.764,10.520,16.933,11.847,15.210,15.936,11.121,20.714,7.492,12.114,13.108,12.769,11.504,8.197,5.676,4.247,3.308,8.278,8.940,6.153,14.315,18.491,19.297,12.338,19.947,30.158,10.358,24.993,25.325,21.036,9.880,16.421,12.456,9.325,16.841,17.576,14.714,18.707,18.711,14.883,21.010,18.254,15.460,20.044,12.371,11.000,13.059,9.733,16.750,28.486,15.696,11.676,15.145,20.679,18.484,17.059,25.318,27.127,26.136,21.412,12.119,9.852,6.226,9.216,8.130,6.785,8.290,8.455,9.848,11.301,17.110,16.864,17.948,15.388,13.950,24.556,22.825,35.383,34.700,27.788,19.990,32.363,40.535,35.468,27.103,36.727,22.741,21.378,29.564,16.148,19.508,31.040,20.275,19.095,25.222,21.547,18.200,33.253,20.343,28.929,36.593,21.939,19.240,22.341,19.102,10.868,7.569,19.902,17.568,18.290,15.972
11.067,21.874,16.548,27.990,25.341,14.405,22.891,24.232,40.025,42.323,43.679,28.693,25.718,29.691,16.413,12.556,8.630,18.923,17.336,18.356,6.643,5.833,10.707,14.849,11.803,15.378,15.200,10.814,18.933,7.915,12.394,13.598,11.673,11.256,8.115,5.725,5.067,3.744,8.815,7.982,5.734,14.589,18.527,17.797,11.390,19.227,29.579,9.701,22.064,24.111,19.318,10.870,16.803,12.579,9.895,15.557,17.761,14.471,18.413,17.222,16.160,22.088,18.538,14.796,17.912,11.607,10.326,12.824,10.267,16.946,25.704,14.409,11.606,15.130,20.482,17.109,18.785,25.455,25.134,25.379,18.814,11.328,10.062,5.226,10.402,8.309,6.392,8.241,9.149,10.943,10.634,18.439,17.058,19.802,14.635,13.683,24.593,21.000,33.745,34.650,26.271,19.857,31.355,39.279,34.792,25.341,36.159,21.241,17.556,27.103,16.246,17.754,28.960,18.941,19.381,25.639,21.383,18.286,31.240,21.029,25.321,34.678,22.796,18.720,19.165,19.284,11.708,7.693,20.088,16.554,17.838,15.035
10.212,20.660,15.174,26.375,23.992,14.914,22.713,23.659,36.753,39.774,41.491,27.244,24.070,28.345,17.227,11.700,9.509,18.609,16.504,18.058,6.000,5.347,10.907,16.017,12.307,14.098,13.682,10.493,18.895,7.186,11.265,13.137,12.173,11.513,7.898,5.667,4.449,3.669,9.537,9.365,6.065,14.767,19.655,17.763,11.896,17.667,27.589,9.388,22.350,23.016,20.409,10.940,16.316,12.096,9.377,15.466,16.272,13.614,18.054,17.522,16.147,22.186,17.462,14.985,17.985,11.000,10.196,13.303,10.000,16.728,24.042,14.487,11.070,15.522,19.417,14.875,17.296,24.515,25.754,23.068,19.873,11.299,8.889,5.774,9.536,7.813,6.943,8.214,8.644,10.029,10.237,17.813,16.544,18.095,13.071,12.817,22.840,22.975,30.223,31.962,25.788,18.694,31.024,38.791,33.143,23.992,32.580,21.185,22.222,24.641,16.328,16.554,27.300,18.627,19.226,23.625,19.883,18.429,28.947,20.400,26.161,34.119,21.388,17.480,21.473,19.205,9.972,7.460,18.333,16.254,17.399,14.506
9.971,20.223,14.939,26.115,22.556,14.155,21.372,23.732,34.519,35.946,38.849,26.016,21.028,25.391,17.667,12.411,9.389,18.516,15.858,16.856,6.732,5.014,10.600,15.639,11.394,14.161,13.964,10.400,17.743,7.068,12.636,12.814,12.058,11.291,8.191,5.931,4.910,3.383,9.861,8.826,6.927,14.562,18.618,17.220,11.597,17.907,26.821,9.127,20.707,22.746,20.964,10.390,14.855,12.912,9.675,13.989,15.500,12.886,16.891,16.844,15.663,19.716,17.834,13.825,18.331,11.888,10.522,13.504,9.300,16.804,24.162,15.157,11.380,14.159,18.071,14.953,15.704,22.864,26.582,21.709,19.971,11.060,9.012,5.132,9.907,8.602,6.620,8.172,8.653,9.419,10.817,16.232,15.893,17.905,13.153,13.933,21.519,18.700,29.660,31.050,25.306,17.122,29.968,38.279,31.883,22.556,30.068,20.778,18.356,23.551,15.492,17.277,25.240,18.588,19.298,24.903,18.914,17.467,28.627,21.400,24.054,30.576,19.918,17.840,20.099,19.136,10.462,6.693,18.010,15.853,16.749,13.937
