Mean1	Mean2	Mean3	Mean4	Mean5	Mean6	Mean7	Mean8	Mean9	Mean10	Mean11	Mean12	Mean13	Mean14	Mean15	Mean16	Mean17	Mean18	Mean19	Mean20	Mean21	Mean22	Mean23	Mean24	Mean25	Mean26	Mean27	Mean28	Mean29	Mean30	Mean31	Mean32	Mean33	Mean34	Mean35	Mean36	Mean37	Mean38	Mean39	Mean40	Mean41	Mean42	Mean43	Mean44	Mean45	Mean46	Mean47	Mean48	Mean49	Mean50	Mean51	Mean52	Mean53	Mean54	Mean55	Mean56	Mean57	Mean58	Mean59	Mean60	Mean61	Mean62	Mean63	Mean64	Mean65	Mean66	Mean67	Mean68	Mean69	Mean70	Mean71	Mean72	Mean73	Mean74	Mean75	Mean76	Mean77	Mean78	Mean79	Mean80	Mean81	Mean82	Mean83	Mean84	Mean85	Mean86	Mean87	Mean88	Mean89	Mean90	Mean91	Mean92	Mean93	Mean94	Mean95	Mean96	Mean97	Mean98	Mean99	Mean100	Mean101	Mean102	Mean103	Mean104	Mean105	Mean106	Mean107	Mean108	Mean109	Mean110	Mean111	Mean112	Mean113	Mean114	Mean115	Mean116	Mean117	Mean118	Mean119	Mean120	Mean121	Mean122	Mean123	Mean124	Mean125	Mean126	Mean127	Mean128	Mean129	Mean130	Mean131	Mean132	Mean133	Mean134	Mean135	Mean136	Mean137	Mean138	Mean139	Mean140	Mean141	Mean142	Mean143	Mean144	Mean145	Mean146
64.765	77.542	118.486	100.358	86.241	117.068	87.866	137.000	110.500	111.541	115.899	98.714	74.847	92.520	98.840	91.263	93.686	80.176	59.720	78.556	63.153	84.566	79.185	66.560	65.111	63.370	68.889	56.475	56.827	103.747	140.835	92.377	69.521	66.905	132.435	53.578	52.861	48.636	43.686	48.702	43.079	45.805	66.377	51.742	53.795	50.794	66.720	49.796	66.557	54.473	64.352	69.886	56.449	62.051	72.776	53.297	48.543	35.536	55.196	59.887	61.611	55.875	68.586	61.864	43.429	38.145	41.821	45.661	76.797	60.970	62.583	57.940	94.444	71.422	61.055	114.490	75.675	119.500	76.406	69.633	79.281	78.364	77.066	52.860	63.912	57.701	61.786	78.417	70.653	102.095	67.341	82.403	89.271	116.505	81.515	114.117	74.169	99.333	74.582	82.121	90.408	83.105	116.834	79.949	129.601	90.151	92.740	72.752	140.569	111.009	96.633	76.938	101.799	96.349	80.634	61.381	49.907	42.065	45.681	65.983	51.606	66.214	51.406	91.452	58.874	54.826	59.660	62.743	54.750	58.481	61.014	60.079	86.536	83.432	83.346	63.671	61.014	54.553	57.940	56.068	46.237	50.042	62.967	95.276	103.488	98.486
65.765	75.486	122.114	95.970	86.684	113.534	87.705	134.686	107.452	110.928	122.957	96.024	76.278	93.747	98.372	89.484	91.588	81.676	58.677	74.511	62.254	84.333	79.454	64.387	64.611	64.593	64.278	56.225	54.971	104.110	146.967	93.739	67.029	64.167	129.804	53.029	52.750	49.534	42.980	47.404	41.289	44.707	64.154	49.573	53.644	48.085	66.250	47.973	62.870	55.742	64.803	70.943	60.213	60.801	73.980	51.459	48.245	35.964	54.866	59.713	58.028	54.083	69.514	61.782	44.167	40.246	44.795	46.170	77.538	59.660	62.252	60.180	95.778	68.784	63.211	114.633	76.983	119.904	80.435	72.444	84.360	78.576	76.246	57.209	63.765	55.156	64.804	80.369	72.762	100.657	65.096	78.968	91.514	117.081	80.278	115.198	76.539	99.431	77.937	78.793	88.265	86.278	118.910	82.132	133.634	92.717	92.458	71.769	140.069	106.234	97.980	78.427	100.974	98.735	84.927	61.119	47.852	45.299	45.187	65.467	48.384	68.286	56.094	92.957	56.087	56.380	58.894	62.238	55.450	57.398	60.630	60.289	89.161	88.378	82.462	63.318	61.829	52.684	56.896	61.932	44.000	50.021	60.067	98.897	101.107	98.243
68.941	78.215	121.614	97.716	91.810	115.515	85.938	131.743	107.798	111.378	123.058	93.000	77.486	91.493	98.526	93.495	90.275	79.029	60.000	75.278	61.458	84.434	77.593	64.547	64.472	63.500	67.222	54.625	55.846	102.736	143.703	91.826	66.114	65.167	129.261	54.608	52.819	48.386	45.490	48.628	44.763	47.073	65.869	52.371	54.932	49.491	67.604	49.340	64.322	56.828	65.901	74.171	64.045	62.699	77.143	53.568	48.160	35.696	55.804	59.953	60.431	60.083	68.057	61.381	44.107	39.643	43.615	44.580	76.448	61.030	61.126	62.380	96.167	68.836	60.972	114.939	77.850	125.250	80.565	70.244	95.315	80.023	73.893	54.814	60.892	57.013	62.179	74.155	72.554	102.444	65.180	84.117	92.100	115.535	81.000	114.829	77.382	98.000	72.101	81.879	89.643	85.895	117.869	80.397	135.895	93.887	94.042	71.248	141.086	107.973	100.082	80.510	101.968	97.904	90.585	59.190	44.815	43.338	43.363	67.233	47.727	65.375	53.458	93.366	58.078	52.967	56.894	62.614	52.230	62.472	59.452	61.618	92.250	85.649	81.115	61.212	59.157	52.276	59.806	64.136	44.356	49.833	57.800	93.069	104.298	98.878
67.059	79.224	118.614	96.612	87.063	116.010	84.402	127.214	109.462	110.703	125.855	98.786	80.847	92.267	99.308	88.495	92.255	78.794	58.892	71.567	62.441	83.808	80.296	64.173	63.583	62.167	64.472	58.750	56.923	102.637	143.440	92.029	68.043	65.952	125.457	53.000	53.694	45.852	44.647	47.000	42.421	44.183	70.723	53.955	53.811	49.855	65.195	48.299	66.165	56.022	65.732	72.029	65.213	62.772	75.449	52.027	47.266	36.536	56.794	60.247	58.819	54.583	69.429	61.136	44.405	39.560	47.077	43.643	76.154	61.130	63.913	59.140	94.806	69.569	64.404	110.163	77.158	120.019	79.507	69.667	97.337	78.114	74.648	53.651	63.392	53.286	60.545	77.369	71.000	102.917	65.030	78.955	99.086	108.919	80.670	120.387	79.292	104.490	74.646	79.776	92.224	88.534	120.421	81.706	131.915	91.000	92.219	71.851	146.448	105.973	96.163	78.073	99.682	96.602	90.488	59.012	47.241	44.714	43.209	65.183	49.313	66.286	53.865	93.140	59.602	56.152	57.021	66.911	55.890	60.769	60.753	61.039	89.018	92.784	82.731	61.635	61.886	52.289	56.761	71.763	47.678	52.771	60.533	95.603	102.381	100.932
63.333	76.981	118.014	94.328	87.076	114.408	86.714	128.714	108.538	106.396	128.000	99.190	81.986	93.173	103.000	88.074	96.461	78.029	58.398	75.733	64.322	82.919	81.676	63.680	62.667	63.667	65.944	59.675	56.173	99.736	142.209	86.870	70.407	63.548	128.043	51.980	50.278	49.193	44.843	48.766	41.316	45.024	72.223	54.865	54.773	50.430	68.951	50.374	65.965	57.290	66.859	71.086	63.303	63.426	77.520	54.784	46.883	35.598	56.938	59.973	64.000	62.250	68.700	62.082	44.298	39.874	46.179	45.696	76.944	59.470	62.488	62.520	94.972	70.181	64.174	111.306	76.200	124.212	78.507	71.067	96.270	82.068	76.098	51.977	62.716	56.078	63.455	75.796	72.218	101.195	62.407	80.539	96.914	109.152	83.691	115.847	78.112	99.804	73.620	77.397	92.827	86.722	121.966	79.684	133.124	93.283	92.188	74.107	152.552	111.153	99.082	78.677	100.643	97.771	98.439	60.357	49.389	43.974	43.121	69.083	48.343	63.804	52.000	91.860	60.476	55.946	58.532	61.980	56.170	59.343	62.247	62.105	90.500	92.216	78.692	60.176	62.271	52.132	56.866	75.492	46.136	51.354	60.600	97.724	107.988	100.189
66.863	79.477	117.786	96.582	86.190	113.165	85.973	122.486	104.913	107.658	120.797	97.524	78.514	93.933	99.936	85.958	94.088	80.324	59.892	76.589	63.373	81.061	78.139	63.693	59.306	61.056	64.444	57.925	53.510	98.352	137.934	89.261	67.821	61.286	126.087	50.863	50.292	46.159	44.941	47.670	43.789	43.878	73.023	53.079	54.159	50.473	66.921	50.204	62.391	56.516	67.620	72.657	61.247	62.022	73.469	52.649	48.043	36.223	53.155	57.453	60.458	54.375	68.929	60.156	42.583	39.498	45.872	44.339	77.692	60.320	62.055	58.560	94.472	67.500	62.615	109.061	74.492	123.885	79.551	68.189	95.101	77.159	74.639	51.837	61.775	54.325	61.196	76.340	67.713	98.391	64.096	79.974	96.414	104.616	81.856	116.676	77.854	97.294	72.380	81.138	90.531	87.414	121.566	81.162	130.451	94.585	95.281	70.967	148.517	110.694	94.776	79.344	98.838	96.988	94.707	59.381	47.759	45.234	45.275	70.992	49.111	63.670	51.979	92.387	59.456	55.978	55.468	59.663	54.210	60.093	62.781	61.066	89.000	85.784	81.577	60.988	57.900	51.316	54.955	79.542	48.390	50.604	59.033	92.638	104.476	97.554
66.941	75.860	114.700	94.537	88.278	113.029	84.741	121.300	103.269	111.414	121.246	97.595	79.847	91.680	96.045	89.326	94.912	77.176	60.785	73.667	63.576	81.747	77.361	61.827	61.333	59.556	60.528	51.800	54.500	101.154	131.747	93.319	66.007	60.024	124.630	52.892	50.292	49.375	42.618	49.053	40.868	45.610	72.408	53.101	55.015	50.012	67.427	47.701	64.443	56.043	65.901	70.429	64.809	62.309	74.959	55.216	47.255	36.857	54.165	59.327	60.125	54.000	68.257	62.075	42.452	39.754	45.974	44.339	78.811	60.010	60.425	63.780	93.222	67.681	62.817	107.633	75.017	124.712	78.594	69.933	92.742	77.871	74.992	52.256	63.804	52.935	62.554	76.942	70.881	96.491	63.096	78.890	93.486	108.323	78.144	113.631	77.865	98.255	72.203	80.345	87.622	87.098	120.600	78.221	126.752	93.283	89.375	70.397	150.759	108.279	98.816	75.958	96.065	98.482	90.780	60.536	46.556	43.688	45.374	73.233	50.030	62.812	52.750	91.839	59.117	53.859	55.702	58.782	53.520	61.148	62.438	60.539	87.339	92.541	80.731	58.353	57.071	50.605	55.896	79.492	46.746	47.917	55.533	93.138	101.905	92.932
64.275	75.187	111.286	89.463	83.582	111.282	83.330	119.857	102.038	107.802	124.449	89.929	78.375	93.627	97.987	87.116	92.167	79.147	57.108	69.867	60.356	83.323	79.556	65.507	62.583	64.944	61.444	53.475	56.308	93.758	123.582	93.913	70.257	61.262	122.826	53.196	52.361	48.682	44.147	48.362	42.026	46.756	75.377	54.483	53.947	49.673	66.799	48.143	65.574	57.344	66.521	73.143	62.393	63.331	78.214	52.811	49.170	36.339	55.268	59.180	57.181	57.708	70.471	59.980	43.988	38.478	44.641	44.482	80.014	59.740	60.827	60.620	92.556	66.966	61.174	107.286	77.567	118.423	79.203	69.867	89.910	77.659	72.402	49.860	59.735	54.792	62.384	73.981	71.762	97.314	62.569	79.448	97.714	108.758	79.742	115.432	74.719	97.882	70.873	80.862	91.939	86.729	122.490	78.691	123.255	90.981	89.552	70.777	152.172	110.676	98.286	76.906	97.656	95.602	90.561	59.333	48.204	44.117	43.077	72.500	47.717	60.196	54.125	91.710	57.544	56.043	55.234	59.762	54.520	61.028	62.808	62.461	89.857	87.054	80.000	60.729	59.000	50.921	54.134	83.356	47.627	49.542	59.600	89.310	100.417	93.716
65.941	72.869	107.314	94.060	85.810	113.214	85.830	118.657	101.538	108.622	121.232	91.024	76.958	86.653	104.647	85.853	89.706	80.735	56.699	70.700	62.390	78.626	77.074	64.987	64.667	62.037	65.250	54.725	53.596	96.231	126.033	94.072	72.071	61.452	126.065	53.363	55.875	47.489	42.706	47.489	43.947	44.927	71.915	54.506	54.492	49.873	67.829	48.122	64.783	57.258	67.718	68.943	61.888	63.324	75.408	52.216	46.904	36.348	54.887	59.253	60.875	57.083	68.043	61.041	43.893	37.894	43.821	43.634	80.559	58.800	61.843	58.480	88.944	68.405	61.486	112.082	78.042	116.846	76.290	68.600	91.124	76.909	74.344	52.860	58.353	55.831	61.375	72.078	72.158	98.633	64.461	76.779	98.029	106.253	80.649	115.658	76.337	100.490	75.038	81.172	91.490	85.271	121.179	81.272	122.340	95.226	90.844	73.802	144.276	110.270	101.245	74.771	100.013	97.735	89.317	57.167	47.833	44.325	42.978	73.283	47.424	59.750	52.562	90.505	58.971	54.913	56.000	61.990	54.670	60.130	65.055	58.526	87.875	90.135	78.269	57.788	60.329	48.803	55.269	86.915	49.441	45.833	58.600	94.034	101.750	92.230
63.137	73.280	109.271	91.194	81.861	109.184	83.429	118.900	102.231	106.838	114.420	85.714	75.042	91.040	104.404	88.421	87.637	74.824	57.258	70.456	63.102	81.717	78.602	64.560	66.694	66.056	67.333	58.750	56.663	95.626	125.418	91.174	68.986	60.690	123.848	52.647	51.917	49.125	44.549	47.596	42.000	44.110	72.885	52.618	54.174	49.800	66.030	48.313	63.461	57.129	64.127	65.400	62.573	64.368	76.388	53.676	48.883	35.250	53.773	59.127	60.028	54.917	65.900	58.524	42.464	38.174	45.897	44.982	76.105	60.710	60.079	61.200	86.917	67.991	62.505	111.878	78.825	115.000	80.000	69.144	86.213	79.295	73.574	51.605	60.373	56.974	64.473	72.806	71.327	97.846	63.473	77.916	94.714	108.313	80.175	111.414	75.449	95.765	73.304	80.466	90.143	86.406	116.345	76.897	118.235	93.113	94.302	70.397	140.828	113.883	110.286	76.604	102.695	96.265	89.659	56.893	48.667	45.597	44.714	74.367	47.717	59.991	52.448	91.495	58.718	55.826	55.383	59.921	51.210	61.102	60.137	58.921	88.464	81.378	76.846	56.529	58.014	50.592	54.104	86.085	43.017	48.583	58.567	91.086	98.976	92.284
63.941	73.561	106.386	85.776	84.418	110.544	83.902	118.314	103.269	104.991	117.536	92.881	74.278	86.347	107.558	88.947	90.049	74.706	56.559	73.556	63.169	81.141	77.000	66.173	61.833	61.815	62.278	54.850	58.837	93.297	123.187	89.522	68.114	61.405	119.630	53.755	53.944	49.000	42.069	46.245	40.237	45.366	75.154	53.202	52.197	48.442	67.146	47.850	65.722	55.280	64.282	68.800	61.539	61.456	72.827	53.459	49.383	36.027	56.021	60.040	61.083	57.958	68.686	59.803	42.667	39.633	45.641	45.884	79.042	58.220	62.772	59.760	86.833	70.000	61.761	108.347	79.217	112.942	78.348	70.400	89.393	77.909	75.008	50.279	59.353	57.104	63.098	75.728	69.248	103.669	64.713	75.325	93.329	108.697	76.990	108.252	75.820	98.490	73.709	79.897	89.388	84.910	116.634	79.074	115.739	93.170	91.167	69.413	144.586	112.432	108.204	73.156	103.078	96.036	86.390	55.440	47.056	47.117	46.725	80.017	47.747	61.991	53.677	92.699	59.456	53.109	51.511	58.861	50.840	59.315	63.164	61.632	85.411	88.027	76.654	56.576	54.257	47.789	54.134	83.085	47.593	47.521	53.233	94.103	99.036	90.324
64.353	74.150	103.457	90.388	85.595	110.194	83.330	115.371	102.865	103.775	114.725	87.762	72.417	90.640	106.776	87.768	91.588	74.176	56.978	73.711	62.119	81.960	79.102	66.640	67.333	64.741	66.972	57.350	55.231	93.264	119.923	89.406	67.579	60.762	123.478	54.725	52.653	46.830	42.608	47.564	40.237	44.524	76.231	54.921	53.288	50.721	65.384	47.748	62.330	55.269	62.845	67.400	57.449	63.721	73.418	57.162	48.532	36.134	57.546	60.460	61.792	55.417	67.229	63.660	41.310	40.440	43.333	46.696	79.336	59.770	61.669	61.420	88.417	69.724	61.798	107.449	76.917	108.558	77.406	70.411	85.517	76.091	74.123	51.791	63.088	57.779	66.357	77.058	71.634	106.207	64.132	76.201	99.157	112.778	84.711	106.946	71.831	93.451	74.228	81.586	90.878	85.165	114.655	79.750	116.150	94.509	90.562	69.793	147.466	115.396	105.306	73.573	104.948	92.325	85.122	58.821	46.056	44.234	43.022	80.092	49.606	59.571	53.281	89.462	60.709	56.478	53.532	62.020	49.930	58.694	59.986	60.118	80.339	86.405	82.346	56.824	54.543	46.882	52.179	75.780	45.356	48.104	57.867	89.759	100.119	87.784
64.020	72.243	106.829	86.672	85.772	111.097	86.098	115.929	103.750	106.000	115.681	89.786	72.389	84.147	108.929	91.274	93.461	75.353	60.355	74.011	68.203	83.737	79.056	65.520	63.000	61.296	63.194	54.800	55.817	95.923	128.253	92.768	63.714	59.286	126.087	55.931	53.917	48.102	43.176	47.287	42.500	44.951	77.808	55.989	53.962	48.842	66.835	48.585	65.722	55.828	68.944	74.400	62.978	62.816	75.051	51.703	48.819	36.938	58.804	62.540	61.819	56.167	67.400	60.857	41.190	39.696	46.795	46.991	80.399	59.660	62.559	62.440	88.222	67.983	62.972	105.735	78.050	103.750	74.623	69.789	81.787	78.500	73.393	52.651	62.137	57.143	65.312	77.243	73.475	104.361	64.377	76.312	92.886	115.293	91.000	107.288	73.663	94.294	72.456	77.517	88.337	87.414	113.786	79.081	115.379	95.660	91.854	69.281	154.276	115.559	105.980	72.479	104.617	96.892	80.244	58.929	48.630	46.597	44.066	79.942	49.505	62.170	53.906	89.925	59.039	54.750	51.809	61.218	50.860	60.380	60.397	57.763	85.714	81.162	77.192	53.165	53.071	46.355	50.955	77.983	45.763	47.104	52.433	89.466	97.881	87.878
64.039	72.121	107.386	84.567	83.190	113.854	84.455	117.614	101.827	105.189	115.710	91.000	72.917	89.427	112.635	87.305	92.892	70.500	60.301	74.711	67.356	82.545	81.148	63.653	67.417	65.315	65.028	55.850	57.510	97.407	133.209	93.217	65.436	59.619	128.326	54.304	51.792	45.602	42.451	47.649	42.632	42.098	76.969	52.742	53.447	47.503	66.878	49.803	64.183	55.301	64.873	71.971	62.685	61.610	75.735	55.865	47.383	37.089	62.031	62.713	60.972	57.375	66.229	59.973	43.262	39.300	47.000	46.027	80.399	59.800	60.661	60.480	86.611	69.724	61.752	109.265	77.283	103.346	73.855	67.456	83.438	77.235	73.893	55.023	62.275	59.688	65.527	76.282	72.198	107.503	61.982	75.734	94.771	112.879	87.454	103.658	76.618	97.922	75.000	77.310	90.153	86.714	111.566	79.441	114.980	93.849	92.125	69.256	157.500	119.955	102.490	73.083	103.442	91.241	86.537	58.536	47.852	45.182	42.648	79.333	49.798	61.857	55.010	87.344	56.738	54.446	57.128	59.307	50.050	56.787	62.219	56.750	82.339	84.162	82.269	53.729	53.229	45.908	49.731	80.847	44.966	44.208	55.800	88.569	96.000	85.027
67.784	71.047	103.614	86.030	81.696	111.398	84.339	115.400	104.154	107.153	114.797	88.643	74.903	89.467	116.212	90.653	92.304	72.382	63.194	74.489	66.068	81.212	80.741	70.000	67.167	64.259	64.028	58.350	56.317	98.330	133.396	92.101	67.314	63.905	121.087	52.735	52.042	47.670	43.412	46.649	38.105	44.939	77.808	53.112	54.765	49.885	65.726	48.673	63.904	54.806	63.000	70.743	66.157	62.809	76.980	56.892	49.989	37.357	61.794	60.867	60.500	55.833	67.600	60.293	42.524	39.357	43.359	46.411	78.769	59.330	61.646	59.660	85.444	70.707	62.688	106.939	76.400	103.596	74.130	70.256	86.225	77.932	76.148	54.349	60.686	57.662	64.902	73.495	71.525	105.870	64.377	76.818	94.071	115.697	86.093	105.532	73.213	92.569	73.342	77.724	90.980	88.940	110.690	81.353	120.431	94.245	91.292	69.231	162.845	118.910	103.939	71.917	101.266	96.373	83.171	55.060	46.278	46.416	45.440	77.842	49.263	60.027	54.385	84.516	59.194	54.989	53.234	61.624	49.190	58.028	57.849	58.421	87.768	87.405	76.962	52.894	53.014	47.763	50.537	82.186	45.525	44.750	54.700	89.397	95.321	86.486
67.176	70.383	105.971	85.791	85.709	109.612	87.348	119.329	104.163	105.748	113.768	91.524	73.722	90.093	115.808	89.916	91.843	69.000	67.032	77.944	70.864	84.677	83.546	64.360	61.611	63.056	63.778	56.225	52.221	98.165	135.209	91.522	66.086	60.190	124.261	53.892	51.569	47.159	43.431	48.340	42.579	46.329	74.238	53.708	52.424	49.285	66.671	47.007	63.374	54.387	62.648	69.743	61.618	62.868	73.061	51.730	47.298	36.777	61.031	61.207	62.556	61.542	66.943	60.170	43.071	40.459	43.410	47.420	79.322	61.060	61.220	61.680	80.833	69.181	61.431	104.122	76.350	99.250	77.783	69.322	84.820	76.667	72.820	57.070	58.265	53.688	61.946	73.573	70.059	101.355	60.898	77.825	91.171	110.414	88.258	102.532	73.281	95.078	72.747	79.155	87.878	87.835	108.979	79.081	116.922	94.472	91.562	70.793	162.431	117.027	102.653	71.760	99.747	94.361	84.049	55.857	46.630	46.662	43.022	74.258	49.253	60.438	54.188	84.032	55.767	54.457	56.340	59.267	50.460	60.870	58.205	58.447	82.036	83.865	79.269	53.424	53.514	45.934	46.373	80.000	45.542	44.042	51.000	85.741	95.619	80.432
63.510	71.486	103.943	82.821	85.658	112.971	84.607	114.786	101.721	103.559	115.304	86.190	75.278	90.080	117.878	86.747	94.020	75.647	67.452	76.767	65.915	82.838	78.630	65.907	64.333	60.685	60.667	58.125	55.375	95.220	128.736	90.580	66.321	59.643	123.022	53.088	54.653	47.216	43.275	47.979	42.263	44.012	73.523	49.506	53.674	50.309	66.872	47.374	65.470	55.355	66.099	70.514	62.921	62.419	75.673	54.243	47.394	37.357	61.567	62.587	61.125	53.750	65.871	59.218	43.262	40.072	46.231	49.062	76.951	59.650	62.598	60.620	83.306	70.603	60.725	99.469	74.758	99.077	74.710	71.300	82.809	79.417	72.680	57.163	60.333	58.078	62.750	74.408	69.901	102.503	62.228	75.818	97.757	109.414	90.237	104.631	74.798	94.255	72.582	79.776	90.592	89.624	109.952	79.088	116.340	98.189	94.979	71.818	168.155	120.829	106.510	74.135	100.883	94.205	80.098	58.345	46.093	46.195	43.659	72.433	47.404	60.821	52.948	87.269	57.816	54.859	54.277	62.238	51.030	59.435	55.315	59.026	84.286	82.865	79.077	54.047	51.957	47.592	52.537	74.610	44.814	47.708	56.667	86.672	95.929	84.338
65.549	70.729	105.086	81.224	82.506	114.272	84.161	114.857	104.673	103.441	110.580	88.119	73.917	89.520	119.404	88.211	94.108	77.147	59.570	73.611	66.932	83.980	81.333	63.240	64.417	62.111	58.472	56.050	57.250	96.209	129.769	85.420	66.007	60.881	121.196	52.010	53.903	47.045	42.471	47.287	40.553	45.829	70.638	52.236	53.061	49.073	67.396	46.612	64.557	56.634	65.465	72.343	63.663	63.257	76.449	56.649	47.851	37.714	59.526	60.900	62.681	56.667	66.014	60.286	42.702	40.865	46.000	46.071	80.776	60.190	62.756	59.660	82.361	67.603	60.000	98.551	76.608	94.923	74.551	66.767	80.831	79.258	75.836	54.070	60.039	56.558	63.384	76.379	71.109	101.592	63.892	74.760	96.543	113.020	95.000	103.883	73.933	96.235	74.089	84.000	89.378	92.789	110.766	80.750	113.013	95.094	95.406	72.248	177.121	123.198	115.041	74.708	102.071	96.542	87.220	55.869	48.537	48.234	45.582	72.442	47.919	59.438	52.594	83.398	56.806	55.152	55.213	61.376	50.630	59.120	53.507	59.776	85.464	83.108	82.462	52.965	54.343	48.408	53.910	77.458	46.017	46.229	54.067	85.569	96.155	82.284
66.667	73.757	99.943	83.493	85.962	115.214	85.304	114.429	105.644	104.225	112.609	88.976	76.694	89.227	122.372	86.158	99.559	79.176	62.645	78.044	66.593	86.636	83.574	65.840	65.389	64.481	66.667	57.100	57.500	97.747	125.956	88.101	66.607	62.429	124.065	51.314	52.236	47.045	42.294	47.840	39.947	45.159	69.985	52.685	54.667	49.685	66.122	47.476	66.322	57.118	65.000	74.057	62.708	62.706	77.806	52.892	47.606	35.929	58.526	61.447	62.972	58.625	65.029	61.503	43.345	40.208	45.308	47.250	81.462	60.450	62.039	60.260	82.250	72.319	61.789	95.306	74.933	94.712	77.304	68.967	82.506	76.606	72.730	54.326	62.167	58.883	64.241	73.126	72.198	97.740	63.341	75.727	94.729	109.758	95.577	98.459	73.483	94.549	75.620	80.483	95.347	90.406	114.331	84.272	115.183	92.830	98.562	73.066	189.241	120.802	122.327	76.990	106.390	98.470	83.927	56.095	49.593	47.208	43.560	71.300	46.071	57.009	54.583	84.538	58.000	55.087	57.319	56.703	48.020	57.824	51.603	56.513	85.750	87.486	80.962	53.024	52.357	46.474	50.776	71.966	44.407	47.083	54.567	88.931	98.369	80.635
64.627	75.187	106.600	79.836	85.177	112.932	86.554	115.000	102.423	103.252	111.014	91.738	75.944	88.760	125.814	87.495	98.265	86.529	64.914	85.378	71.559	85.626	86.583	64.973	66.778	64.463	64.639	56.475	57.760	96.736	128.022	91.159	65.043	61.071	121.630	52.539	52.250	47.273	43.951	51.415	39.553	43.573	69.615	52.663	54.432	51.794	67.085	47.864	65.522	54.323	64.606	73.857	63.910	62.904	76.112	54.919	47.266	37.554	59.082	60.827	64.833	56.167	67.471	62.293	44.036	39.725	46.385	45.116	79.154	61.710	61.646	60.320	79.806	69.422	61.844	96.673	77.600	91.385	75.478	67.900	81.685	77.152	73.410	55.884	60.245	56.571	64.420	75.000	73.277	96.639	64.060	74.747	95.586	108.131	91.835	101.441	74.730	99.039	75.253	80.207	92.327	92.962	115.193	83.110	114.131	95.491	97.365	71.661	196.793	125.928	123.265	74.635	115.052	94.880	85.195	56.214	48.111	48.844	42.967	70.658	48.424	60.893	56.760	82.591	59.893	57.261	56.340	61.455	48.570	61.241	51.288	58.750	87.214	83.730	78.962	53.929	51.371	48.921	50.507	72.881	45.356	46.604	56.933	87.328	95.464	84.149
66.098	69.075	100.814	84.060	84.101	111.942	82.330	111.343	102.144	104.126	113.232	86.048	76.931	88.853	128.147	86.789	99.912	81.353	66.441	85.000	74.508	84.798	84.991	66.387	66.056	63.370	66.556	56.075	57.481	97.187	122.736	90.913	66.436	58.286	118.630	53.735	51.847	48.977	44.333	48.457	40.500	45.524	68.246	54.831	53.008	49.800	66.732	48.748	66.287	57.387	65.296	70.229	60.169	62.331	73.010	55.622	48.330	36.438	59.237	61.280	59.653	56.292	69.000	62.728	43.655	40.072	45.846	45.554	79.902	59.190	61.764	58.460	80.389	71.224	63.385	99.796	76.575	88.865	75.710	68.356	80.742	75.386	75.533	57.256	60.490	57.468	64.214	74.709	68.059	96.627	62.958	73.565	95.543	106.364	91.701	100.207	72.629	93.431	72.646	79.879	92.806	92.451	115.062	86.338	116.797	102.075	96.292	73.983	198.724	119.405	125.735	73.865	118.312	94.795	85.268	55.833	51.389	46.883	43.637	69.567	50.444	62.214	54.281	86.194	57.282	54.598	61.745	63.881	49.580	60.639	48.178	59.395	84.357	84.838	83.000	53.871	54.757	47.158	48.940	68.763	42.305	44.896	54.333	88.397	94.643	84.135
64.196	71.841	100.529	82.478	83.810	113.864	84.259	113.200	102.423	102.586	110.623	87.976	76.667	91.533	127.006	88.337	101.059	93.059	64.075	84.344	69.983	83.828	91.833	66.347	70.139	65.944	69.944	54.900	55.125	95.066	120.868	88.696	67.786	62.167	116.587	49.245	54.972	48.545	44.029	48.894	39.632	43.768	64.546	51.607	55.356	49.824	65.890	48.034	65.043	57.108	64.282	68.857	62.382	61.963	73.143	53.946	46.543	36.161	60.495	59.793	62.125	55.625	68.029	63.184	45.393	41.507	47.436	47.804	79.350	59.920	62.953	60.480	80.917	69.750	60.486	97.796	73.508	89.692	74.420	66.589	79.034	75.735	73.680	50.605	58.941	54.195	63.411	73.942	71.842	97.083	62.359	73.357	93.771	104.273	85.485	97.712	72.022	94.941	72.418	80.741	87.837	92.301	115.014	83.118	117.078	95.755	98.094	72.917	198.534	118.541	129.306	75.427	121.136	96.313	80.780	57.036	49.111	49.987	43.286	68.567	51.586	57.438	53.677	83.344	57.621	58.163	61.617	65.198	49.970	59.435	48.753	59.382	85.625	80.459	75.923	52.200	53.157	45.553	50.373	67.661	44.949	44.896	51.800	86.328	96.893	80.473
