Mean1	Mean2	Mean3	Mean4	Mean5	Mean6	Mean7	Mean8	Mean9	Mean10	Mean11	Mean12	Mean13	Mean14	Mean15	Mean16	Mean17	Mean18	Mean19	Mean20	Mean21	Mean22	Mean23	Mean24	Mean25	Mean26	Mean27	Mean28	Mean29	Mean30	Mean31	Mean32	Mean33	Mean34	Mean35	Mean36	Mean37	Mean38	Mean39	Mean40	Mean41	Mean42	Mean43	Mean44	Mean45	Mean46	Mean47	Mean48	Mean49	Mean50	Mean51	Mean52	Mean53	Mean54	Mean55	Mean56	Mean57	Mean58	Mean59	Mean60	Mean61	Mean62	Mean63	Mean64	Mean65	Mean66	Mean67	Mean68	Mean69	Mean70	Mean71	Mean72	Mean73	Mean74	Mean75	Mean76	Mean77	Mean78	Mean79	Mean80	Mean81	Mean82	Mean83	Mean84	Mean85	Mean86	Mean87	Mean88	Mean89	Mean90	Mean91	Mean92	Mean93	Mean94	Mean95	Mean96	Mean97	Mean98	Mean99	Mean100	Mean101	Mean102	Mean103	Mean104	Mean105	Mean106	Mean107	Mean108	Mean109	Mean110	Mean111	Mean112	Mean113	Mean114	Mean115	Mean116	Mean117	Mean118	Mean119	Mean120	Mean121	Mean122	Mean123	Mean124	Mean125	Mean126	Mean127	Mean128	Mean129	Mean130	Mean131	Mean132	Mean133	Mean134	Mean135	Mean136	Mean137	Mean138	Mean139	Mean140	Mean141	Mean142	Mean143	Mean144	Mean145	Mean146
65.863	73.748	99.400	95.209	87.937	107.806	129.946	140.971	118.058	92.261	138.739	104.286	71.639	83.173	107.949	108.621	76.480	76.618	53.742	75.689	56.763	85.566	82.722	67.107	66.333	63.000	66.722	59.400	59.500	160.473	158.758	105.899	65.679	60.071	158.761	56.833	51.333	49.409	45.559	44.266	41.921	47.037	55.631	50.348	55.288	48.309	67.402	52.803	71.043	58.785	73.761	65.971	74.191	66.007	76.847	60.676	48.670	38.045	61.052	61.987	68.083	55.167	64.929	59.687	42.024	38.652	39.410	43.312	69.357	54.710	61.882	58.580	68.556	70.733	74.312	85.122	80.267	136.385	169.957	88.544	87.416	72.129	69.475	49.186	55.206	47.922	53.973	70.806	75.505	98.030	60.581	69.513	85.143	108.172	73.887	116.739	89.213	88.902	77.924	73.483	112.224	94.850	119.000	76.868	116.608	85.547	99.229	75.562	98.914	109.550	89.551	81.312	103.351	88.711	100.049	55.536	44.111	48.221	43.308	59.808	67.131	63.312	64.906	89.108	64.845	50.946	55.894	60.644	43.030	57.472	40.205	54.000	98.571	117.432	89.500	70.800	49.643	48.500	43.687	53.458	39.966	40.771	51.267	121.345	125.607	125.095
65.941	74.206	99.657	99.149	85.886	106.437	130.366	143.100	117.846	94.000	136.507	103.476	76.542	83.293	111.096	108.126	74.373	77.412	55.258	75.111	62.339	83.374	79.926	69.667	65.667	65.741	66.917	59.200	60.058	154.791	156.077	104.565	63.114	59.190	156.500	58.569	55.736	46.284	43.608	45.138	38.921	44.768	55.623	50.652	55.386	49.079	67.604	52.333	71.904	58.957	71.535	66.857	67.888	66.316	77.888	60.216	46.223	37.393	56.526	62.513	67.847	57.125	64.857	60.177	42.929	39.435	43.949	41.893	70.937	56.000	62.827	58.500	66.472	71.543	75.789	83.347	80.867	131.096	174.696	90.044	87.978	72.242	70.959	47.000	54.500	48.234	57.045	72.029	72.723	102.876	60.659	71.032	84.557	108.616	72.711	117.405	91.382	84.235	77.316	74.845	110.949	94.812	118.503	78.662	120.444	92.208	100.771	76.000	97.362	113.252	92.163	77.833	102.188	90.747	98.537	58.524	45.556	45.831	42.132	58.175	70.172	64.973	62.708	92.581	66.408	53.446	53.489	62.238	44.520	56.380	42.055	52.250	100.571	113.892	86.192	67.141	49.757	51.882	45.731	52.898	36.220	39.396	50.500	123.690	127.464	126.176
68.196	73.879	100.243	94.090	90.190	107.874	127.170	141.700	116.962	96.315	143.623	106.857	74.278	85.640	124.154	111.189	78.196	76.324	55.355	79.467	63.254	87.182	84.037	67.067	60.750	63.407	68.000	58.000	60.115	152.440	155.253	106.507	65.343	60.762	155.109	56.608	54.264	48.580	44.245	45.904	39.658	47.439	55.492	51.124	55.530	47.848	67.457	53.116	68.635	58.699	70.887	65.029	73.112	66.949	76.418	55.459	46.032	38.232	57.825	60.007	69.125	58.833	66.486	61.381	41.631	38.473	41.436	42.045	68.643	57.950	61.913	59.300	66.056	71.328	74.615	84.633	81.492	135.058	180.449	91.867	89.742	70.697	68.475	49.884	56.529	48.948	56.857	71.252	75.079	106.178	60.198	70.474	84.271	108.374	74.670	115.667	87.326	84.373	77.266	75.672	107.694	94.782	119.579	78.801	124.183	86.038	99.500	74.603	96.638	111.252	97.653	80.073	105.000	91.880	103.268	57.226	42.852	47.766	42.341	60.600	69.828	62.973	63.646	89.398	66.155	53.163	55.340	60.040	45.130	58.935	41.877	51.395	102.393	124.676	84.115	70.188	51.014	50.316	44.015	54.983	37.797	39.979	51.933	125.017	125.774	127.014
65.863	75.720	96.614	98.358	87.582	108.311	127.411	141.000	116.837	95.955	146.420	108.500	76.556	85.213	146.519	113.263	77.637	73.176	56.957	81.189	64.559	85.141	84.519	67.640	66.806	64.204	66.944	55.775	58.654	153.132	147.308	105.145	64.329	57.929	151.326	58.990	53.556	50.420	45.735	46.074	40.237	47.329	53.877	47.753	55.742	46.655	68.421	51.782	72.261	59.817	70.127	68.800	70.517	65.787	77.429	55.973	48.191	38.768	57.464	60.093	67.722	52.375	65.271	61.252	43.810	39.435	42.872	41.045	69.552	56.820	62.811	62.160	70.278	69.043	76.119	85.204	83.508	128.462	177.493	89.478	86.831	70.848	70.008	47.977	56.422	49.364	56.277	69.515	74.168	103.053	62.473	69.831	83.029	108.626	74.103	115.279	86.584	84.784	77.076	74.052	105.959	92.158	118.545	76.118	124.804	83.943	99.562	75.926	95.241	113.216	95.122	77.885	103.779	93.542	104.146	57.214	42.574	47.857	42.582	60.258	74.222	62.312	64.552	91.462	67.214	52.141	56.170	60.644	44.440	59.954	42.384	52.526	104.982	130.189	83.500	68.506	47.671	48.000	49.134	55.424	42.610	39.750	51.633	124.741	125.298	124.378
66.588	73.645	100.629	101.045	90.924	112.252	122.723	135.100	118.788	96.541	145.522	111.071	75.292	89.907	158.788	116.032	78.127	71.324	55.527	80.089	67.373	84.081	85.333	67.720	68.083	66.667	69.944	58.550	60.846	147.462	149.341	105.145	64.150	59.881	147.978	57.588	54.111	49.761	43.275	46.468	41.526	48.732	53.577	50.764	55.833	48.861	66.854	52.687	70.052	60.398	71.225	67.457	70.281	67.051	78.735	57.054	48.543	39.339	56.639	62.100	69.722	56.250	66.014	61.327	44.024	39.145	40.077	43.161	68.524	57.050	61.402	61.940	68.944	72.741	74.165	84.694	81.608	134.096	177.870	86.756	91.573	74.758	69.590	49.047	55.775	45.727	58.688	72.534	74.762	103.680	62.778	71.786	83.257	106.697	73.340	118.676	89.730	86.098	76.924	74.069	106.990	93.564	118.738	76.632	127.196	85.566	99.604	76.025	99.552	110.784	93.980	78.146	98.974	93.747	108.390	57.940	43.889	48.351	43.198	62.192	77.424	61.973	65.740	89.366	65.272	53.696	55.617	61.842	46.870	59.370	40.767	53.026	108.411	126.730	82.654	69.318	49.743	50.184	45.224	55.492	41.475	42.292	51.900	123.466	123.560	127.824
66.176	75.000	99.271	100.597	90.418	113.029	123.312	135.514	118.942	97.216	146.087	111.952	74.528	88.013	166.897	118.263	77.069	78.294	56.548	79.233	64.881	86.899	86.972	70.613	63.028	66.907	66.500	55.000	60.788	143.440	149.747	108.855	63.114	61.167	147.913	55.402	50.958	49.557	44.343	47.702	40.711	45.171	53.031	49.404	52.841	47.721	68.061	53.265	72.548	59.731	69.676	69.000	69.607	66.537	76.898	58.649	49.191	36.580	59.381	60.747	67.625	56.208	69.371	59.986	42.917	40.836	42.923	42.295	67.343	58.550	61.323	60.780	68.111	71.405	76.229	82.633	79.092	132.865	175.797	91.389	87.112	71.992	70.885	46.814	56.157	48.065	58.223	68.757	75.525	103.822	63.611	70.487	82.700	103.333	71.660	117.856	87.966	82.569	77.861	73.362	105.857	93.195	115.193	79.346	122.549	87.358	99.396	73.983	97.569	111.793	92.857	80.167	101.110	92.229	106.854	57.274	42.741	48.623	44.714	65.250	79.263	64.652	65.365	87.602	67.553	55.163	56.149	61.436	47.600	59.398	40.411	54.526	103.536	132.270	78.269	67.247	49.471	50.789	45.761	52.525	40.763	43.250	52.567	122.776	123.310	124.946
65.216	74.439	99.929	98.806	89.747	112.942	122.161	132.786	115.058	97.937	142.493	113.905	74.875	88.547	172.436	113.747	75.225	74.912	55.333	75.522	63.441	88.970	86.028	69.507	63.889	67.981	67.528	54.850	58.010	140.648	148.121	106.899	63.636	58.571	145.848	54.078	48.861	50.261	43.265	47.032	38.500	46.280	52.762	49.888	54.265	49.121	67.524	52.367	70.626	61.495	74.366	71.800	71.933	67.618	79.684	58.568	47.851	38.768	58.928	61.880	69.417	53.500	66.086	61.871	42.036	40.343	41.615	44.027	68.406	56.410	62.559	56.480	72.222	71.914	74.495	82.367	81.433	130.135	177.841	90.100	86.506	72.144	69.074	48.581	56.765	49.558	54.902	68.796	74.426	101.278	61.623	68.857	81.700	103.414	72.309	115.171	87.888	85.137	77.848	74.655	106.306	91.759	114.807	75.846	122.288	85.019	96.385	73.678	94.724	108.676	89.918	80.573	99.214	92.422	108.951	56.619	43.333	45.714	44.143	65.717	82.192	62.188	65.115	87.140	66.466	53.087	57.383	60.218	45.050	59.407	40.726	52.842	109.250	132.054	77.231	65.235	48.271	50.737	46.836	54.881	41.576	44.417	52.333	118.345	122.536	121.027
67.529	74.112	99.857	99.761	88.051	112.379	116.250	131.900	113.375	95.387	140.565	108.143	73.722	85.747	169.263	108.253	76.137	71.529	53.828	76.022	62.339	82.970	85.889	65.947	59.583	61.278	65.556	54.050	55.702	135.747	145.330	101.942	62.393	57.167	147.543	53.480	52.292	47.011	43.157	46.287	38.684	47.634	52.454	47.483	53.136	48.515	66.323	52.340	71.974	57.129	70.634	67.600	69.191	66.132	77.837	55.270	46.053	36.991	59.660	62.740	66.333	56.042	64.571	58.837	43.679	38.556	43.128	43.018	66.895	56.950	61.591	62.340	67.167	70.086	75.220	90.612	81.633	129.750	178.594	87.922	90.135	69.773	71.426	48.791	56.118	48.364	56.384	68.612	71.238	100.201	60.461	69.838	86.571	102.535	72.155	112.378	87.438	86.275	75.899	79.034	105.704	92.376	111.662	75.228	120.647	89.208	97.562	72.678	97.362	110.757	89.694	74.438	100.097	89.410	101.317	56.202	43.000	47.571	43.648	66.600	78.010	61.330	63.719	86.430	65.408	52.370	53.234	57.218	44.600	57.333	40.205	52.211	104.750	125.541	74.346	62.765	49.543	51.487	49.701	56.051	41.881	39.250	50.000	119.138	118.857	118.108
67.608	73.813	97.186	95.716	88.671	112.650	115.875	128.957	116.192	97.144	138.029	113.500	74.875	84.867	167.282	109.800	76.078	68.324	53.849	71.756	60.627	82.636	82.176	64.467	64.028	58.630	63.111	52.350	57.760	135.967	151.253	105.507	60.550	57.905	146.283	52.716	49.528	48.432	43.853	46.606	39.789	48.805	50.131	50.910	56.424	46.915	67.207	51.755	70.330	58.290	68.296	66.800	67.236	64.993	76.510	57.378	46.255	38.536	60.371	62.100	67.764	52.458	67.643	61.721	43.167	39.034	38.744	41.509	65.741	56.200	60.787	54.780	73.889	70.966	72.431	94.980	79.150	123.827	172.971	89.167	90.618	72.326	68.664	49.395	55.539	46.974	58.080	69.728	74.832	101.970	59.796	70.545	89.214	97.505	72.928	112.171	87.876	87.569	76.620	74.293	112.806	92.992	112.269	74.360	124.150	87.717	98.375	76.339	95.862	112.054	90.490	80.156	101.299	91.145	106.854	56.964	43.093	46.987	43.330	67.250	75.970	61.259	62.417	88.452	64.660	52.587	55.319	57.505	42.780	59.981	40.918	51.921	104.929	128.486	77.000	64.471	48.400	48.632	47.851	58.610	42.051	41.000	51.700	117.431	115.179	117.865
66.275	73.850	98.943	97.328	90.519	112.010	117.562	131.429	119.577	97.721	134.449	112.548	73.681	84.147	168.218	110.958	74.098	72.382	54.839	74.089	61.763	81.384	80.694	65.160	62.056	59.611	63.111	53.525	56.260	139.418	149.912	108.261	62.950	57.905	140.261	52.833	50.306	47.284	45.343	46.468	41.053	46.085	50.954	51.056	54.326	47.909	66.555	51.898	69.565	58.387	68.944	64.371	73.090	66.279	80.918	56.216	47.255	36.330	60.680	61.553	68.819	55.208	69.057	59.177	41.786	39.420	39.641	42.991	67.490	56.140	63.583	59.080	68.361	69.983	78.092	98.673	81.375	123.058	178.304	91.000	92.640	71.515	70.156	46.209	54.137	48.740	56.348	68.223	72.911	101.225	60.078	71.786	85.529	106.091	74.175	108.775	88.708	86.216	75.861	74.431	116.776	95.068	110.276	73.985	123.373	89.132	94.844	71.066	97.241	110.793	90.122	77.771	101.201	94.036	103.976	55.643	42.926	47.442	44.714	70.058	80.616	61.062	60.469	85.645	64.126	51.457	52.447	57.713	44.690	57.491	42.411	50.697	101.000	117.000	76.846	62.200	50.229	52.184	44.970	57.000	41.814	41.104	50.667	117.862	117.179	114.284
67.059	74.626	98.900	97.985	90.937	114.029	116.661	135.100	117.981	97.910	137.319	109.333	74.972	82.680	170.949	110.526	71.059	70.441	54.237	71.889	58.492	85.727	79.796	67.040	64.944	64.648	60.333	53.875	56.154	136.978	149.868	107.783	61.950	56.690	143.239	55.157	53.458	48.420	43.814	47.681	41.053	46.622	50.123	49.685	54.939	46.800	69.018	50.116	71.087	61.677	70.817	70.457	74.607	64.096	79.173	56.054	46.032	37.366	57.701	61.047	68.750	54.250	68.686	60.721	40.536	38.343	43.795	42.857	66.979	56.900	60.024	61.840	69.417	71.388	76.569	107.592	79.883	116.077	178.246	91.044	92.876	72.106	69.205	46.884	53.941	45.766	54.982	67.864	74.782	102.006	61.108	72.377	86.829	110.929	74.031	110.793	87.135	83.549	76.810	75.431	128.888	100.165	110.228	74.154	123.229	87.472	94.146	71.355	98.914	116.694	91.592	77.552	102.429	90.675	99.463	57.214	42.778	47.818	44.626	73.008	79.737	60.545	63.115	86.731	66.417	53.033	52.936	55.564	40.960	58.435	43.658	51.224	98.625	118.351	76.769	63.482	49.886	47.224	47.507	57.424	40.373	40.812	48.767	116.224	112.881	110.649
62.353	77.766	95.829	95.761	88.038	111.398	117.589	141.643	118.106	96.658	135.290	107.190	73.639	85.600	177.494	108.505	73.059	71.088	51.376	66.933	58.119	82.818	80.389	66.680	63.694	62.963	66.000	54.625	55.769	137.604	148.901	110.870	63.486	60.190	143.826	53.461	55.097	46.886	45.186	45.702	40.342	43.963	49.308	51.022	54.129	47.436	67.695	52.517	73.783	57.839	70.437	68.829	77.427	66.426	84.806	58.730	48.138	38.036	61.577	62.727	68.861	54.667	70.029	59.381	43.464	37.749	44.564	42.848	65.594	55.980	62.756	57.760	71.222	68.983	76.339	107.776	79.600	113.596	176.188	89.622	92.393	71.909	70.877	45.395	54.912	47.000	56.714	68.340	76.911	99.710	62.533	74.961	83.414	111.222	74.423	109.135	84.775	85.608	72.633	70.759	142.357	100.241	109.821	75.088	120.242	93.340	96.510	69.744	106.259	114.739	88.592	74.833	102.870	91.964	104.098	55.524	41.870	43.416	43.659	70.458	77.343	59.161	63.885	83.710	64.184	52.120	51.745	47.703	41.290	57.352	44.274	49.329	97.839	114.838	73.462	63.635	49.529	49.158	46.522	56.373	42.051	41.583	51.033	114.466	111.298	108.446
63.725	73.972	95.814	97.209	90.203	112.000	117.929	143.143	120.481	95.784	133.348	107.381	72.694	82.933	185.090	107.095	71.510	71.676	50.570	70.967	58.797	83.939	80.944	66.200	65.111	64.852	62.306	57.950	56.462	133.835	147.857	108.203	62.657	56.310	143.717	53.814	51.069	50.318	43.667	47.479	40.684	45.488	49.692	50.483	54.227	47.879	68.939	52.252	71.861	59.215	72.239	71.086	72.573	65.816	76.255	55.270	47.117	36.696	59.433	60.840	67.486	54.667	68.043	60.088	41.690	37.807	41.872	41.455	69.678	54.120	61.307	59.100	69.111	69.345	75.936	105.857	81.300	115.596	180.362	90.667	93.090	72.417	71.115	46.419	55.922	46.325	53.982	67.515	76.307	98.728	63.102	76.896	83.071	110.646	72.485	107.378	82.573	85.255	76.266	74.534	140.735	99.850	112.338	72.191	116.562	90.396	97.812	71.950	103.621	111.748	88.082	76.167	102.539	90.241	98.976	53.381	42.667	47.584	43.462	68.808	78.192	60.589	60.021	84.645	62.184	50.239	53.213	56.653	40.290	58.824	43.740	51.842	96.429	113.622	73.846	61.776	46.629	49.526	47.000	56.051	42.169	42.042	47.500	116.759	111.667	109.365
61.157	75.299	96.286	95.940	92.215	108.903	115.527	138.829	116.442	95.541	127.188	107.524	73.056	80.227	181.179	110.200	68.382	64.441	50.957	69.600	55.678	82.636	80.991	68.027	64.750	59.537	59.528	56.875	58.673	132.077	145.451	107.710	62.664	58.476	142.196	54.363	51.681	47.852	45.147	47.074	43.263	44.976	49.038	48.607	57.508	46.376	68.841	51.435	72.052	60.011	67.845	68.257	74.202	65.985	79.112	58.703	47.149	36.009	58.608	61.980	67.208	56.042	67.529	59.361	42.107	39.324	41.538	41.179	66.035	56.370	58.772	59.440	68.639	71.276	73.101	107.061	79.483	113.692	178.725	89.967	87.742	70.962	69.221	47.698	52.735	46.779	56.509	67.010	74.733	98.024	62.485	76.805	91.157	108.020	74.402	104.640	84.180	83.059	73.278	70.552	141.969	100.692	107.876	72.860	115.458	89.774	95.219	69.182	105.259	110.811	88.245	75.719	104.357	85.976	97.829	56.702	40.556	46.299	44.967	67.525	74.202	59.938	60.781	84.677	63.728	49.620	53.851	57.089	41.620	55.250	42.863	48.974	95.000	117.730	71.731	61.882	50.471	50.908	45.328	54.220	41.085	39.958	45.967	116.397	110.095	108.473
63.157	75.701	91.900	95.746	92.797	109.068	113.268	140.800	116.154	95.063	128.551	103.857	70.611	81.200	176.712	108.547	70.804	66.559	51.452	69.922	58.966	83.273	81.361	68.453	62.444	64.074	67.028	53.200	59.452	128.253	143.714	104.826	62.057	59.500	135.065	52.529	52.889	47.989	41.549	47.723	41.342	45.659	50.531	48.865	53.705	46.376	66.055	51.517	72.322	57.108	68.732	70.171	72.663	64.640	80.235	61.865	48.234	36.062	57.557	59.633	69.417	49.208	67.700	57.993	42.083	37.942	42.641	43.679	65.972	57.070	60.118	58.880	65.861	71.560	75.119	98.980	77.342	115.788	179.971	90.300	91.270	71.561	69.475	48.070	53.853	45.026	55.455	69.631	76.713	100.959	61.150	77.870	90.400	101.960	75.619	107.559	86.528	85.098	76.975	75.759	138.265	100.887	110.628	73.096	114.725	90.453	95.854	72.306	103.828	110.919	90.673	76.177	99.383	92.398	94.439	54.964	42.130	45.156	43.736	64.542	72.515	63.116	64.260	82.570	60.165	48.967	49.149	55.832	41.450	59.046	45.301	52.316	94.036	109.541	75.808	59.659	47.214	50.579	46.045	53.441	39.864	39.188	51.000	115.655	106.619	111.892
64.431	73.121	93.371	93.358	88.747	110.214	110.652	151.557	114.260	90.883	126.754	106.095	72.056	80.480	173.481	106.989	71.990	65.882	50.452	68.044	58.576	80.808	79.389	68.413	61.278	63.611	60.083	55.375	57.596	128.813	140.209	103.362	60.950	56.976	135.978	56.059	53.125	49.125	43.735	46.234	41.289	46.159	49.308	46.978	54.871	46.412	67.024	51.082	70.591	57.452	70.310	69.514	76.225	64.434	79.765	54.919	47.266	35.536	55.959	58.753	67.736	53.875	64.729	57.619	41.452	38.362	40.641	43.268	63.685	56.980	60.835	59.480	71.639	69.931	74.514	98.122	79.942	111.500	184.493	92.133	99.112	70.727	70.967	46.767	55.539	40.727	55.634	71.184	77.881	100.680	61.251	79.539	92.800	104.010	75.897	114.766	83.888	84.039	73.785	74.052	139.908	99.180	106.510	73.515	115.758	91.755	94.146	70.669	105.172	109.712	84.306	75.010	103.169	91.145	96.171	52.476	41.000	46.013	43.681	63.792	74.808	61.857	63.979	84.462	61.068	47.228	51.660	54.050	40.670	59.259	48.726	49.658	97.786	114.919	71.269	60.612	46.443	47.000	44.104	56.339	40.695	44.646	51.033	117.328	107.262	112.649
61.451	73.393	97.729	92.940	88.848	107.495	108.080	148.000	113.346	91.721	130.667	102.833	70.639	83.347	168.577	104.011	72.422	63.971	53.215	67.356	57.915	80.000	80.185	64.120	57.194	60.185	61.833	56.000	57.798	124.901	134.253	104.580	62.193	54.905	134.283	54.873	51.750	51.330	45.029	46.170	40.763	44.854	48.754	49.371	54.856	47.939	66.293	51.456	71.435	59.355	73.070	67.943	72.910	62.235	78.827	59.351	46.096	37.571	54.515	58.173	69.542	51.458	63.229	57.946	40.071	39.111	39.821	42.134	65.776	55.640	62.346	60.000	68.944	70.440	73.596	102.776	80.800	112.346	180.797	90.167	97.787	70.644	70.402	47.070	53.137	46.000	55.384	70.320	75.000	100.781	62.323	78.422	90.300	100.960	75.876	113.748	85.831	87.314	77.241	70.155	132.276	100.737	108.117	71.993	109.686	87.604	96.031	69.711	102.638	108.694	86.000	72.573	100.429	90.422	95.000	52.012	39.907	44.987	43.758	63.017	75.667	62.098	64.312	83.129	59.971	52.859	48.915	56.386	42.140	55.713	50.041	49.763	94.464	115.730	73.769	60.271	47.514	49.961	46.507	52.661	37.746	39.208	50.233	115.517	105.893	112.122
64.725	74.841	95.971	92.896	91.772	108.777	103.804	147.157	110.644	93.333	134.362	108.333	75.306	82.613	163.487	103.453	71.608	66.441	51.151	67.456	58.576	83.020	79.963	68.040	62.889	63.296	63.417	53.925	56.740	119.286	133.549	106.101	61.836	51.833	132.978	54.598	54.597	48.648	45.578	46.766	42.974	47.085	49.169	49.427	57.924	47.188	67.811	51.265	71.930	60.247	69.394	70.000	72.921	66.551	82.122	56.973	47.043	38.955	58.072	62.267	66.319	54.375	64.457	61.034	44.190	38.899	40.974	42.973	62.755	56.970	60.173	57.380	66.694	72.276	75.202	100.694	80.575	115.500	180.652	89.600	97.921	70.803	70.369	44.953	54.559	46.078	55.420	68.845	77.396	100.686	60.677	80.805	92.414	99.111	72.010	111.946	85.449	85.549	76.203	70.707	131.837	98.677	107.372	75.456	110.000	89.208	95.948	69.529	106.259	107.477	87.061	75.094	96.182	91.904	99.049	55.750	40.296	45.675	43.429	63.417	72.646	63.812	65.656	82.806	62.184	50.207	49.787	54.079	42.920	58.657	48.959	51.053	97.089	112.730	75.538	64.341	47.171	52.684	48.418	53.390	38.983	41.271	50.433	112.466	106.107	112.081
69.176	75.364	96.386	93.000	91.734	107.825	102.705	144.286	112.904	95.369	144.971	112.262	73.986	85.640	158.795	105.021	73.520	68.147	50.387	70.122	56.932	85.000	82.926	67.680	64.500	65.000	62.389	55.725	57.990	119.835	130.714	105.203	62.750	54.071	128.543	54.696	53.042	49.455	44.373	45.851	43.368	44.939	49.246	51.640	55.030	47.588	69.055	50.095	70.035	59.398	71.000	65.800	71.090	66.699	76.786	52.919	48.213	36.491	55.258	61.053	67.736	51.792	65.800	61.102	41.286	39.865	41.769	42.080	64.566	55.490	61.591	60.860	67.583	71.914	76.110	96.959	79.817	112.673	176.797	93.011	97.303	71.205	71.254	47.116	54.667	45.584	56.312	69.107	76.950	100.000	61.695	76.539	90.143	96.576	71.990	109.144	85.888	84.824	72.481	75.948	137.918	101.549	112.103	74.434	112.817	87.660	94.865	69.893	102.638	107.802	90.490	76.010	104.539	91.627	100.341	56.869	42.500	46.494	43.857	63.267	77.364	63.188	68.042	85.097	64.932	51.391	51.745	53.119	43.540	59.694	53.164	52.618	101.804	131.108	80.423	70.906	48.114	52.421	45.149	55.407	40.814	43.438	51.767	110.655	104.060	115.811
69.431	77.579	101.257	94.821	92.101	108.495	103.393	145.729	111.683	93.144	150.899	108.190	76.431	89.000	155.224	105.200	73.412	65.059	52.301	71.022	59.153	83.091	83.833	66.640	60.778	56.944	58.222	54.050	57.404	119.187	124.429	105.913	62.264	57.571	132.239	54.412	54.583	48.716	46.245	47.926	43.342	45.024	48.985	49.326	56.227	47.788	69.963	51.449	70.452	58.172	66.873	68.714	67.910	64.993	77.704	52.946	47.691	35.571	55.402	60.213	67.625	55.958	64.100	59.864	40.560	38.005	41.154	40.116	65.427	54.510	59.567	61.560	67.722	71.060	74.385	99.122	80.525	112.519	175.507	92.711	95.067	73.879	68.984	47.279	53.637	46.506	54.911	68.340	79.822	98.391	59.665	77.494	90.057	96.636	71.412	109.117	84.865	84.529	76.228	75.603	137.173	100.827	112.828	75.640	112.268	85.547	91.885	70.455	101.638	107.270	86.184	72.260	102.188	94.241	110.878	61.298	41.870	45.935	44.681	61.558	75.404	60.098	66.156	86.570	64.524	50.065	48.681	54.416	43.380	60.435	58.548	53.184	99.500	127.459	84.077	70.788	49.071	54.211	47.582	57.678	40.237	43.812	52.733	111.276	105.667	114.284
70.000	76.402	100.743	96.373	95.101	108.874	103.286	148.000	113.010	97.568	156.072	109.524	78.931	88.147	147.949	108.916	76.275	70.471	51.591	69.056	58.237	83.091	85.389	65.547	67.222	62.019	63.139	54.175	58.904	121.890	127.582	102.232	65.407	54.667	136.543	54.412	54.722	48.182	45.373	49.351	45.711	48.268	49.477	52.124	54.902	48.176	67.817	51.503	68.704	60.022	69.099	70.114	73.876	66.235	80.000	57.973	49.298	38.821	56.186	60.840	68.153	56.375	69.129	59.449	42.238	39.478	43.846	43.679	66.692	56.210	62.433	61.920	71.861	69.690	76.266	100.388	79.367	111.077	169.841	89.111	92.270	70.295	69.311	49.302	55.088	45.688	55.420	70.680	75.495	98.237	60.796	76.838	91.086	93.374	71.546	110.622	84.820	85.039	76.962	74.948	130.704	98.602	118.386	73.051	113.196	89.208	94.500	69.512	99.017	107.982	85.980	75.833	104.987	93.952	119.610	57.369	40.167	44.558	43.396	61.933	79.525	63.875	66.135	84.323	65.990	51.152	52.447	55.149	44.950	58.528	59.753	52.197	102.393	131.135	88.462	70.741	48.386	54.974	47.776	53.695	39.373	43.896	50.167	112.879	104.762	116.284
72.922	79.112	104.786	96.060	93.430	107.845	102.688	145.586	112.567	98.811	166.870	116.571	78.292	90.013	145.545	110.105	79.314	76.941	55.161	74.033	57.644	84.576	89.500	67.973	66.861	62.204	63.583	55.000	58.798	118.121	137.912	106.000	65.936	54.810	132.630	55.333	53.042	48.932	46.637	46.372	45.053	48.622	47.346	52.146	55.371	47.424	69.549	50.673	70.087	58.710	71.859	70.057	72.348	65.360	80.153	55.757	48.553	37.866	56.309	60.993	67.806	54.292	63.700	60.524	42.405	38.599	40.564	42.429	67.650	56.910	61.102	60.780	68.028	70.121	74.670	93.224	81.133	106.615	163.797	87.422	92.517	70.970	70.344	47.302	54.402	45.039	55.982	68.786	76.069	99.533	64.760	74.143	86.386	97.768	70.082	108.550	84.281	82.098	74.987	74.310	125.816	99.947	118.938	72.375	113.608	87.981	94.740	71.802	99.379	107.820	84.510	73.719	107.455	95.205	128.000	61.250	41.574	45.740	43.989	57.908	77.343	62.277	68.260	87.333	68.087	55.696	53.532	55.406	46.370	62.370	60.123	52.750	99.304	133.865	91.423	71.824	50.314	56.461	51.015	55.000	43.373	45.042	49.867	111.534	97.940	114.703
