 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59
1479,1683.221,1446.356,1179.316,1348.857,1161.245,1477.629,1344.495,1228.390,1521.947,1702.554,1595.538,1496.965,1321.377,1382.919,1519.658,1203.738,2113.621,1657.537,1469.289,1604.007,1513.165,1411.745,1646.582,1325.014,1578.258,1581.041,1869.779,1530.571,1805.581,1912.736,1825.945,1367.113,1644.610,2288.517,1492.289,1480.268,2461.271,2346.580,1293.451,1205.670,1199.260,1359.989,1467.409,1204.148,1696.051,1204.838,2067.765,1861.392,1335.854,1429.295,1248.787,1935.070,1406.859,1341.296,1786.472,1262.786,1284.944,1366.885,1353.136
1480,1678.733,1450.610,1190.109,1371.214,1164.504,1510.795,1346.523,1264.692,1534.883,1728.898,1629.030,1513.273,1336.484,1400.404,1510.395,1203.759,2165.568,1648.625,1471.516,1594.641,1529.560,1400.709,1657.288,1320.457,1589.814,1608.400,1924.419,1524.848,1756.705,1929.375,1824.451,1396.152,1618.566,2245.121,1469.872,1435.786,2448.624,2380.573,1316.275,1189.684,1200.718,1378.390,1422.318,1216.945,1693.013,1194.396,2037.741,1887.095,1344.971,1409.364,1220.331,1938.950,1401.313,1342.019,1891.653,1284.875,1308.561,1370.180,1376.678
1481,1682.047,1437.397,1188.862,1333.274,1159.137,1477.271,1327.826,1256.027,1519.439,1658.185,1624.161,1506.175,1336.279,1357.364,1526.553,1191.807,2093.168,1676.515,1434.344,1585.869,1477.692,1453.679,1614.320,1325.743,1590.278,1600.241,1831.823,1530.353,1790.442,1941.972,1797.555,1375.483,1663.250,2287.747,1488.187,1445.714,2445.699,2345.344,1280.011,1197.884,1175.412,1377.107,1397.606,1221.570,1672.679,1196.435,1998.531,1889.804,1345.039,1389.922,1230.412,1890.630,1420.899,1334.154,1873.028,1270.241,1288.346,1393.623,1371.492
1482,1714.221,1443.055,1213.391,1303.274,1149.000,1499.086,1353.945,1354.404,1562.766,1701.178,1773.347,1542.664,1334.508,1383.081,1500.750,1260.455,2154.653,1678.529,1530.289,1605.669,1541.495,1402.745,1649.941,1310.221,1587.124,1597.676,1876.088,1509.739,1784.209,2021.125,1849.764,1409.205,1663.552,2294.802,1477.941,1421.679,2456.820,2333.389,1276.429,1305.913,1358.282,1389.203,1422.545,1229.531,1696.256,1192.195,2058.222,1856.905,1330.029,1413.961,1236.904,1908.870,1388.394,1338.661,1885.361,1283.938,1291.336,1356.312,1357.839
1483,1695.605,1432.178,1210.322,1297.060,1179.079,1477.278,1331.239,1757.623,1554.023,1740.102,1800.960,1565.035,1318.705,1375.939,1548.382,1399.407,2171.074,1664.956,1502.688,1610.069,1521.593,1401.418,1623.490,1320.007,1606.206,1606.952,1868.515,1562.315,1758.829,2099.583,1797.126,1377.748,1666.544,2271.714,1500.829,1431.625,2448.729,2381.053,1290.055,1451.874,1646.504,1394.616,1409.182,1236.172,1674.282,1189.513,2010.568,1869.785,1330.495,1405.000,1225.059,1910.160,1378.747,1336.253,1901.458,1289.893,1329.542,1368.156,1391.610
1484,1692.174,1440.562,1214.052,1329.155,1173.086,1512.477,1396.101,1877.712,1581.626,1717.758,1793.739,1532.455,1332.697,1369.010,1545.487,1419.572,2163.474,1596.132,1495.742,1594.807,1526.791,1429.491,1633.732,1302.357,1596.371,1613.993,1866.338,1517.321,1779.752,2031.181,1825.527,1398.444,1681.118,2250.055,1483.668,1412.500,2486.526,2362.206,1305.648,1488.869,1691.420,1389.684,1438.424,1226.906,1707.026,1218.331,2062.271,1878.854,1310.175,1424.829,1240.088,1897.800,1424.475,1343.914,1827.208,1254.911,1303.084,1365.648,1371.983
1485,1707.512,1430.541,1202.920,1304.310,1162.367,1503.993,1338.477,1825.623,1510.889,1683.478,1734.648,1492.448,1323.582,1374.586,1555.355,1400.524,2104.232,1630.140,1481.992,1609.400,1476.912,1438.448,1632.647,1317.536,1597.320,1563.510,1867.728,1516.440,1783.457,2062.597,1802.522,1400.411,1645.948,2277.648,1509.310,1430.679,2439.541,2365.550,1299.648,1451.388,1638.618,1380.073,1436.121,1236.516,1715.923,1197.130,2001.543,1848.063,1339.388,1398.938,1216.735,1888.130,1414.091,1356.074,1857.083,1258.571,1295.486,1357.557,1382.381
1486,1721.000,1435.747,1184.316,1328.595,1165.396,1505.497,1360.431,1704.137,1558.526,1706.369,1704.683,1524.077,1303.607,1387.727,1547.513,1347.117,2125.632,1616.353,1464.164,1610.524,1491.681,1415.236,1656.791,1319.386,1560.969,1611.290,1873.478,1530.234,1789.984,1979.681,1834.231,1395.722,1621.493,2236.868,1490.727,1441.911,2482.797,2369.527,1309.308,1393.296,1606.931,1381.006,1412.500,1226.266,1677.462,1211.266,2045.000,1874.101,1335.349,1434.969,1216.713,1848.580,1404.869,1338.728,1870.194,1275.509,1312.533,1390.902,1371.017
1487,1711.453,1439.904,1182.506,1317.643,1170.094,1541.185,1341.128,1556.288,1544.901,1722.357,1670.889,1532.804,1314.861,1368.303,1515.711,1278.414,2161.516,1602.448,1470.633,1596.903,1474.835,1413.891,1646.490,1336.207,1607.959,1621.386,1844.831,1523.424,1797.612,1996.083,1795.632,1374.583,1669.132,2210.275,1481.658,1397.679,2463.256,2345.290,1304.604,1356.170,1522.023,1372.797,1436.500,1200.086,1672.641,1202.006,2014.691,1895.411,1341.583,1396.434,1220.941,1871.220,1390.051,1323.926,1897.000,1251.911,1285.224,1371.820,1385.686
1488,1732.849,1455.973,1187.448,1330.536,1161.964,1493.371,1364.211,1470.390,1494.491,1720.656,1656.266,1519.392,1299.902,1379.364,1527.224,1266.386,2129.063,1616.125,1464.297,1580.931,1471.703,1405.903,1649.438,1345.386,1607.021,1599.669,1903.757,1514.332,1780.899,1932.625,1794.000,1378.358,1611.566,2234.978,1485.834,1425.018,2492.556,2401.069,1295.626,1309.005,1431.153,1389.616,1415.712,1196.406,1692.103,1206.422,2044.444,1852.215,1363.757,1388.109,1221.500,1870.090,1395.556,1308.080,1829.611,1289.634,1283.037,1397.295,1372.398
1489,1698.605,1436.610,1184.305,1334.500,1155.914,1492.636,1346.468,1390.596,1525.398,1678.936,1643.166,1533.056,1316.607,1369.758,1521.421,1258.841,2156.958,1651.250,1506.086,1601.255,1491.022,1424.964,1646.719,1342.393,1584.495,1574.310,1890.198,1519.804,1754.915,1899.444,1803.297,1385.450,1620.257,2344.868,1479.476,1453.286,2409.489,2379.542,1313.615,1266.646,1415.847,1368.068,1428.030,1214.039,1676.333,1232.682,2009.383,1869.658,1315.728,1404.488,1233.022,1903.270,1427.212,1317.414,1920.139,1255.607,1278.897,1347.656,1411.729
1490,1753.488,1442.432,1188.006,1357.452,1167.144,1489.192,1316.413,1378.699,1520.012,1721.726,1651.990,1553.000,1318.533,1352.071,1523.026,1231.703,2161.516,1641.618,1475.664,1565.566,1461.956,1405.800,1624.830,1318.121,1557.722,1586.400,1830.110,1528.408,1776.837,1976.889,1811.423,1404.801,1641.390,2202.506,1511.294,1407.982,2442.744,2387.420,1307.857,1253.786,1367.924,1372.559,1427.561,1216.273,1700.795,1197.273,1981.593,1868.513,1344.281,1401.899,1236.412,1902.620,1435.869,1337.228,1852.500,1275.696,1292.822,1378.566,1393.466
1491,1714.779,1415.808,1196.569,1362.702,1159.583,1502.834,1340.174,1357.596,1519.105,1685.312,1645.613,1561.664,1330.279,1355.646,1562.145,1244.331,2180.537,1646.934,1478.227,1593.365,1521.121,1422.285,1679.157,1325.029,1578.917,1606.090,1878.669,1534.109,1791.419,1933.903,1800.253,1362.596,1621.890,2252.000,1488.866,1438.732,2441.323,2364.473,1318.637,1232.204,1305.344,1357.107,1440.424,1201.172,1654.410,1200.344,2038.963,1885.975,1366.243,1401.860,1245.022,1869.410,1380.303,1343.377,1888.056,1261.625,1303.150,1373.156,1385.085
1492,1684.814,1419.021,1192.931,1352.631,1176.540,1510.980,1362.798,1324.575,1532.292,1698.936,1631.372,1548.881,1321.131,1377.859,1527.553,1238.510,2121.905,1623.662,1469.523,1584.697,1474.000,1409.048,1635.810,1344.614,1589.072,1615.662,1856.029,1528.832,1746.705,1918.764,1851.115,1389.841,1659.809,2304.494,1512.021,1453.696,2444.421,2398.427,1323.835,1246.723,1282.053,1377.339,1452.197,1214.680,1684.846,1219.948,2034.667,1864.968,1348.544,1396.636,1227.088,1923.490,1416.172,1362.735,1843.056,1285.982,1285.243,1349.467,1385.729
1493,1675.279,1419.705,1169.264,1363.488,1180.432,1519.695,1345.716,1296.555,1525.550,1705.968,1642.804,1519.650,1333.074,1356.182,1514.105,1216.841,2132.242,1647.728,1486.117,1598.124,1498.637,1414.436,1648.131,1327.414,1607.567,1598.372,1866.147,1520.908,1803.132,1916.486,1806.577,1386.788,1639.125,2277.176,1504.984,1409.643,2467.316,2341.618,1299.923,1240.019,1277.092,1397.604,1418.424,1212.266,1739.064,1186.403,2031.222,1854.835,1336.447,1407.155,1232.640,1883.470,1386.949,1368.228,1883.056,1254.366,1306.308,1355.762,1364.169
1494,1686.756,1447.240,1199.443,1337.964,1136.317,1490.629,1348.569,1282.459,1516.234,1703.924,1630.573,1535.748,1336.992,1362.404,1553.579,1228.952,2112.905,1656.272,1498.570,1564.972,1492.945,1398.042,1664.026,1329.221,1582.969,1569.828,1887.478,1526.130,1747.519,1885.222,1785.132,1411.079,1623.235,2348.550,1500.096,1459.661,2406.338,2390.069,1295.242,1215.267,1231.008,1372.621,1424.803,1226.414,1698.167,1214.221,2106.198,1846.361,1336.010,1428.876,1229.228,1894.960,1414.182,1315.370,1905.611,1258.179,1311.430,1364.836,1377.568
1495,1709.523,1414.541,1181.103,1332.750,1162.029,1482.497,1324.440,1268.281,1537.538,1696.510,1598.623,1543.357,1311.352,1355.465,1528.026,1222.345,2147.884,1643.654,1466.266,1579.986,1479.549,1428.236,1659.654,1314.693,1618.619,1569.759,1918.684,1526.891,1789.442,1949.139,1824.643,1415.444,1675.529,2274.330,1489.385,1493.857,2450.128,2426.901,1279.297,1212.413,1267.359,1362.960,1465.167,1197.789,1699.167,1207.857,2079.309,1874.633,1346.398,1395.729,1258.493,1917.630,1371.990,1342.926,1897.444,1269.875,1333.402,1367.664,1416.475
1496,1723.826,1440.596,1227.948,1354.952,1213.921,1508.940,1335.706,1376.658,1542.953,1686.503,1746.533,1529.441,1338.680,1390.333,1478.145,1290.497,2198.137,1660.177,1485.695,1568.669,1516.835,1399.436,1646.987,1314.571,1553.917,1629.352,1864.353,1534.495,1790.527,2019.222,1839.934,1380.000,1615.522,2261.901,1491.337,1427.232,2411.459,2409.710,1320.868,1297.733,1380.687,1403.412,1388.515,1203.547,1705.192,1195.487,2082.889,1851.342,1331.699,1389.760,1231.581,1930.830,1412.051,1321.975,1936.319,1281.375,1314.421,1372.549,1397.780
1497,1743.802,1423.158,1234.580,1364.286,1160.691,1510.901,1341.376,1755.404,1564.275,1719.038,1796.040,1511.266,1329.115,1350.939,1531.737,1410.193,2148.095,1641.802,1499.805,1583.283,1542.341,1414.176,1642.118,1316.807,1594.887,1593.552,1867.698,1502.484,1781.411,2172.667,1810.462,1403.252,1646.853,2345.341,1492.428,1426.696,2461.917,2369.931,1290.484,1435.748,1643.672,1402.921,1407.242,1236.258,1701.372,1210.591,2108.210,1849.418,1344.835,1388.729,1234.162,1949.700,1382.495,1317.994,1948.236,1246.795,1302.729,1376.607,1372.110
1498,1724.035,1421.425,1206.799,1347.357,1182.799,1494.695,1358.367,1825.829,1556.883,1686.771,1780.769,1503.112,1303.631,1382.525,1535.447,1451.683,2139.653,1659.382,1478.211,1608.890,1506.868,1403.564,1623.059,1357.779,1567.598,1601.745,1873.919,1511.864,1747.047,2090.667,1817.247,1372.821,1632.448,2299.506,1480.615,1479.589,2455.797,2418.832,1317.560,1440.675,1663.084,1410.576,1415.803,1220.039,1697.821,1186.448,2020.395,1866.911,1352.854,1403.550,1233.132,1886.380,1403.788,1342.506,1907.472,1282.804,1300.075,1377.393,1372.797
1499,1682.058,1421.836,1200.511,1327.500,1159.237,1481.225,1349.404,1732.260,1559.012,1720.064,1741.980,1514.552,1311.541,1358.596,1529.776,1393.193,2178.990,1618.559,1500.805,1613.897,1486.967,1412.545,1644.739,1318.593,1619.299,1598.683,1866.765,1534.179,1780.271,2067.486,1806.165,1388.212,1612.882,2273.077,1507.920,1471.321,2413.594,2400.931,1309.484,1382.330,1539.863,1381.328,1422.439,1208.352,1687.090,1202.331,2048.296,1864.962,1338.476,1388.651,1218.559,1901.650,1432.859,1341.191,1909.306,1285.714,1321.411,1369.975,1387.508
1500,1728.093,1423.500,1198.764,1330.679,1181.662,1473.285,1354.569,1624.041,1569.187,1710.733,1703.045,1503.147,1313.107,1348.242,1498.724,1341.779,2130.347,1659.279,1489.922,1564.359,1535.451,1413.800,1629.026,1321.129,1576.794,1593.841,1851.052,1531.592,1806.868,1990.000,1814.154,1418.278,1627.610,2246.923,1504.230,1435.054,2482.572,2414.840,1314.407,1354.903,1504.832,1399.751,1419.788,1210.828,1728.859,1221.623,2064.198,1907.120,1351.670,1373.791,1252.706,1951.870,1419.929,1310.710,1913.458,1268.455,1321.561,1356.377,1432.136
1501,1682.500,1426.288,1190.282,1338.286,1162.561,1513.536,1334.541,1551.993,1530.374,1701.172,1673.342,1513.462,1330.344,1389.556,1502.921,1314.297,2142.347,1615.691,1470.250,1609.869,1509.703,1433.321,1624.908,1333.300,1616.433,1596.779,1883.677,1518.533,1791.961,1948.014,1875.055,1378.318,1623.677,2240.901,1485.615,1465.321,2421.406,2413.183,1312.758,1319.505,1436.473,1374.311,1395.621,1214.609,1745.321,1203.182,2044.136,1873.468,1325.699,1417.357,1229.654,1877.240,1405.141,1334.883,1908.653,1271.625,1305.084,1352.590,1384.534
1502,1717.814,1417.055,1189.856,1340.238,1167.971,1482.106,1354.018,1444.568,1528.216,1708.573,1659.533,1510.881,1315.557,1355.303,1498.039,1268.903,2102.958,1633.794,1491.625,1576.972,1468.527,1405.121,1614.216,1326.836,1558.619,1554.690,1839.132,1511.332,1779.000,1957.986,1876.291,1387.344,1626.610,2260.528,1511.198,1407.839,2516.992,2396.794,1282.319,1281.942,1384.214,1378.910,1414.500,1192.977,1701.000,1206.078,2041.235,1862.753,1309.223,1376.171,1217.956,1891.940,1376.697,1343.481,1868.833,1237.938,1273.318,1330.541,1434.331
1503,1706.128,1412.438,1206.828,1370.357,1154.468,1511.351,1349.697,1421.507,1527.427,1736.459,1647.015,1543.657,1333.959,1386.192,1553.316,1244.352,2129.305,1618.507,1475.602,1592.324,1494.659,1420.721,1672.183,1343.229,1603.381,1616.648,1888.397,1548.495,1760.116,1859.236,1858.929,1402.563,1601.875,2275.857,1484.032,1428.929,2507.707,2422.031,1305.132,1252.340,1377.504,1358.904,1432.030,1198.383,1744.372,1229.805,2106.519,1872.215,1330.680,1394.008,1219.875,1911.500,1417.758,1335.549,1881.417,1292.429,1301.458,1366.402,1416.110
1504,1721.779,1443.473,1190.603,1352.119,1178.317,1510.517,1348.468,1376.096,1537.942,1725.962,1658.729,1583.217,1320.566,1388.949,1535.276,1243.372,2149.242,1655.338,1498.602,1649.745,1516.659,1408.673,1657.804,1342.600,1557.217,1598.924,1894.544,1553.755,1766.217,1927.847,1849.764,1407.364,1654.088,2344.692,1503.583,1405.232,2413.632,2398.977,1320.264,1254.019,1316.198,1387.045,1485.879,1207.562,1691.064,1223.474,2047.975,1843.380,1307.631,1415.194,1260.250,1935.420,1407.980,1332.580,1918.139,1259.321,1301.495,1389.762,1391.119
1505,1705.570,1432.349,1202.908,1378.821,1178.439,1513.371,1355.330,1355.370,1507.655,1691.847,1655.864,1513.895,1336.975,1377.061,1499.461,1244.124,2148.010,1631.721,1511.633,1621.917,1510.176,1428.952,1660.654,1336.550,1576.711,1600.766,1853.323,1533.250,1760.186,2002.194,1835.643,1391.556,1627.360,2272.396,1487.963,1411.018,2514.767,2378.344,1318.703,1249.243,1328.229,1384.672,1457.000,1209.102,1767.064,1214.409,2025.975,1863.987,1346.408,1406.481,1237.985,1905.280,1405.121,1343.420,1921.611,1273.741,1301.224,1363.369,1400.093
1506,1709.802,1449.171,1203.391,1374.964,1189.317,1518.265,1340.899,1337.315,1514.140,1694.777,1617.236,1520.608,1331.025,1378.475,1526.697,1246.166,2119.842,1674.515,1493.703,1575.952,1478.725,1397.164,1634.464,1357.293,1558.783,1623.862,1853.515,1533.092,1812.589,1998.375,1805.659,1388.914,1634.346,2268.604,1477.834,1486.125,2488.075,2378.878,1288.154,1227.320,1277.916,1364.588,1409.894,1218.477,1703.974,1212.312,2054.951,1834.190,1328.777,1412.581,1262.213,1899.040,1399.606,1330.975,1913.819,1263.009,1334.748,1356.672,1383.500
1507,1763.616,1440.589,1193.626,1351.357,1157.345,1506.073,1380.367,1306.418,1541.105,1710.624,1650.492,1538.196,1323.492,1363.485,1501.921,1207.083,2112.189,1641.037,1468.719,1608.241,1493.956,1404.364,1654.294,1324.786,1566.381,1619.386,1857.294,1543.272,1764.016,1921.042,1819.703,1397.351,1634.632,2313.517,1473.765,1471.982,2482.308,2401.115,1317.736,1212.384,1237.588,1353.446,1457.364,1202.758,1665.295,1211.260,1992.679,1823.918,1359.990,1397.248,1229.985,1884.350,1419.849,1312.525,1916.625,1267.768,1258.561,1397.525,1374.661
1508,1743.988,1428.212,1194.132,1329.607,1182.194,1500.324,1332.725,1287.342,1519.152,1681.834,1636.276,1543.175,1308.557,1355.293,1500.553,1217.545,2131.337,1592.912,1477.445,1566.172,1501.857,1399.139,1652.190,1353.771,1585.814,1618.193,1864.897,1544.641,1799.837,1952.500,1843.819,1376.940,1602.890,2304.143,1469.096,1417.375,2400.293,2412.771,1288.582,1214.835,1242.908,1366.791,1451.167,1193.289,1685.654,1202.539,2042.852,1881.728,1323.835,1395.845,1230.404,1940.270,1408.505,1330.216,1898.972,1267.473,1290.897,1338.074,1391.305
1509,1714.593,1443.055,1185.672,1361.024,1161.288,1468.702,1335.220,1282.219,1530.456,1709.987,1641.251,1554.294,1319.303,1365.263,1497.539,1235.503,2163.568,1601.927,1477.594,1594.828,1497.934,1407.491,1666.431,1329.671,1555.289,1616.862,1863.713,1499.533,1786.829,1931.819,1838.703,1377.954,1597.706,2276.022,1488.957,1448.625,2511.376,2368.076,1282.429,1188.219,1236.672,1366.249,1398.667,1220.820,1689.436,1191.987,2066.876,1856.380,1332.447,1406.512,1225.272,1931.980,1386.667,1349.889,1935.903,1246.670,1277.084,1373.566,1384.890
1510,1719.860,1446.767,1228.828,1359.060,1197.072,1518.106,1348.294,1281.075,1525.947,1696.675,1671.628,1539.203,1323.180,1344.808,1563.079,1234.483,2133.895,1613.816,1487.141,1606.007,1516.033,1408.521,1645.183,1331.229,1587.670,1577.683,1931.581,1522.451,1758.643,1952.764,1825.835,1389.947,1601.162,2289.472,1496.310,1447.571,2512.677,2424.656,1310.429,1213.180,1241.908,1382.497,1458.803,1218.797,1728.910,1225.078,2179.901,1887.608,1370.864,1399.690,1234.088,1925.970,1417.677,1347.457,1955.153,1278.821,1335.598,1391.549,1377.280
1511,1718.314,1454.918,1234.529,1311.964,1204.791,1503.887,1355.395,1286.432,1564.433,1740.051,1643.965,1570.112,1352.672,1383.010,1545.974,1247.676,2125.684,1671.919,1493.797,1650.083,1499.418,1397.212,1642.464,1322.836,1595.753,1623.876,1861.052,1543.739,1809.295,1956.792,1872.769,1400.073,1621.713,2312.461,1489.658,1473.875,2462.699,2451.351,1319.758,1223.689,1236.504,1378.706,1444.364,1216.773,1728.821,1221.013,2231.173,1938.968,1371.155,1376.488,1238.860,1878.820,1401.879,1364.191,1896.181,1291.330,1323.121,1438.377,1384.822
1512,1734.942,1484.000,1212.270,1369.048,1199.885,1522.483,1342.908,1267.219,1568.690,1735.325,1640.211,1553.678,1320.328,1361.879,1550.118,1237.924,2124.200,1676.088,1479.109,1605.531,1520.835,1450.364,1648.621,1350.621,1612.052,1626.290,1870.007,1541.886,1758.256,1938.153,1839.527,1419.742,1646.375,2302.439,1505.701,1485.500,2518.053,2466.809,1321.747,1226.748,1240.779,1390.960,1411.985,1229.656,1704.372,1232.526,2165.864,1861.576,1331.049,1390.302,1230.287,1917.750,1421.707,1348.469,1927.014,1278.045,1305.084,1380.115,1406.949
1513,1777.814,1427.062,1191.925,1340.167,1183.396,1524.007,1380.661,1286.137,1536.778,1696.822,1650.206,1539.657,1342.385,1385.697,1519.579,1230.779,2119.084,1685.184,1492.141,1626.276,1506.527,1415.618,1660.359,1339.179,1594.794,1626.359,1904.177,1550.995,1743.031,1968.625,1830.505,1413.748,1644.316,2327.352,1499.380,1480.071,2458.842,2502.771,1313.308,1222.616,1212.031,1370.362,1437.742,1217.719,1687.385,1213.545,2119.765,1895.051,1329.359,1402.194,1250.022,1952.270,1382.384,1335.605,1926.042,1268.768,1305.365,1393.279,1375.203
1514,1722.709,1422.068,1194.379,1377.107,1168.691,1488.318,1338.229,1265.027,1531.643,1681.478,1621.407,1499.825,1337.393,1371.657,1485.947,1229.986,2127.484,1659.868,1488.891,1604.207,1487.659,1394.897,1640.242,1326.393,1574.907,1582.234,1874.463,1518.592,1784.202,1844.944,1832.148,1412.887,1639.375,2256.011,1501.380,1446.286,2467.038,2387.275,1314.176,1214.684,1192.420,1371.915,1454.864,1216.219,1702.218,1222.968,2129.062,1880.962,1359.155,1398.984,1227.478,1907.530,1403.192,1362.006,1847.597,1279.080,1317.196,1381.951,1389.907
1515,1721.523,1444.521,1196.874,1386.536,1153.424,1473.695,1352.725,1252.521,1497.754,1672.987,1638.392,1520.168,1325.615,1358.939,1503.539,1195.855,2093.979,1651.927,1457.297,1600.559,1495.143,1447.836,1634.222,1338.171,1547.732,1590.241,1866.823,1530.636,1806.558,1924.472,1808.577,1392.483,1635.427,2216.319,1460.701,1439.286,2440.459,2479.885,1300.956,1202.762,1208.824,1374.305,1424.439,1210.859,1733.718,1197.604,2221.901,1880.392,1330.835,1390.674,1227.927,1888.270,1391.747,1337.728,1855.764,1275.420,1256.112,1364.057,1375.873
1516,1758.314,1433.452,1191.598,1320.976,1166.662,1512.729,1334.174,1255.164,1528.509,1728.051,1647.116,1528.804,1306.041,1379.758,1525.000,1219.497,2121.189,1646.537,1481.875,1591.455,1480.747,1418.812,1690.588,1352.000,1547.433,1646.986,1847.948,1516.571,1782.767,2035.444,1836.549,1399.271,1646.500,2335.802,1475.401,1448.696,2451.639,2472.679,1327.846,1212.752,1202.328,1368.107,1435.939,1224.727,1688.872,1222.786,2220.914,1892.177,1364.398,1399.426,1254.941,1912.690,1429.424,1346.383,1928.847,1286.464,1280.131,1387.492,1413.771
1517,1706.826,1409.548,1196.805,1347.095,1164.604,1492.907,1335.358,1254.034,1532.456,1678.338,1600.900,1543.322,1332.385,1356.151,1533.947,1232.635,2167.474,1636.331,1505.344,1612.483,1528.835,1427.448,1650.732,1344.086,1600.371,1601.524,1837.441,1498.332,1796.605,1930.319,1830.000,1386.126,1616.029,2281.143,1492.834,1443.036,2440.331,2464.008,1331.560,1205.714,1212.977,1373.910,1436.212,1209.055,1755.115,1203.760,2174.370,1870.494,1343.699,1374.287,1255.684,1937.170,1426.606,1335.364,1899.056,1263.750,1280.056,1379.393,1406.686
1518,1722.651,1451.411,1228.897,1359.071,1181.669,1510.861,1342.817,1401.966,1563.251,1709.312,1760.211,1549.294,1315.041,1350.889,1527.763,1281.924,2138.853,1628.603,1462.164,1619.738,1501.044,1393.854,1642.889,1317.914,1619.412,1578.655,1888.588,1540.918,1794.791,2147.139,1815.544,1388.457,1641.787,2274.121,1475.626,1452.143,2526.684,2413.611,1310.901,1303.107,1382.740,1371.153,1415.106,1245.625,1693.231,1208.253,2133.815,1856.323,1327.379,1403.674,1224.103,1932.350,1367.566,1340.864,2026.778,1260.902,1287.785,1362.967,1364.051
1519,1742.570,1396.281,1249.707,1344.881,1194.122,1522.629,1332.633,1783.110,1526.328,1681.267,1812.105,1521.014,1333.090,1376.778,1517.671,1425.193,2173.358,1652.750,1508.602,1603.979,1491.934,1390.127,1622.529,1343.643,1551.794,1596.559,1870.816,1532.647,1800.233,2254.042,1829.335,1379.305,1637.654,2266.374,1489.412,1438.464,2398.586,2407.183,1330.396,1468.340,1644.122,1394.463,1414.985,1225.727,1713.782,1201.980,2138.432,1903.260,1342.184,1406.566,1234.537,1926.590,1397.434,1338.463,1976.625,1251.330,1318.748,1405.992,1387.110
1520,1685.616,1450.644,1233.977,1333.929,1150.446,1533.815,1354.239,1853.192,1556.374,1661.000,1778.246,1523.972,1349.549,1379.576,1526.447,1458.641,2135.000,1645.956,1491.172,1617.145,1495.044,1433.042,1650.967,1334.186,1576.650,1590.572,1872.213,1515.337,1823.860,2211.014,1815.297,1405.285,1646.713,2263.417,1471.840,1459.143,2441.677,2426.733,1304.769,1442.641,1630.466,1401.367,1416.667,1241.430,1699.744,1218.942,2181.173,1909.854,1342.534,1395.000,1240.118,1917.050,1429.313,1327.796,1962.347,1286.768,1321.065,1374.771,1419.941
1521,1780.419,1435.185,1209.747,1364.774,1163.640,1499.709,1340.486,1746.123,1542.825,1687.764,1704.432,1505.755,1294.238,1382.960,1504.092,1392.786,2103.042,1626.890,1451.203,1564.607,1489.418,1419.018,1642.242,1329.564,1586.278,1584.545,1881.647,1522.087,1784.674,2134.486,1823.923,1388.113,1614.029,2255.769,1443.636,1441.750,2464.714,2429.771,1292.934,1404.049,1572.489,1371.554,1434.667,1218.805,1703.590,1216.006,2159.679,1864.949,1330.583,1412.403,1232.698,1932.830,1370.263,1330.012,1888.931,1262.643,1249.308,1339.484,1367.051
1522,1704.512,1399.356,1224.178,1350.060,1173.504,1477.974,1336.275,1652.466,1519.854,1714.465,1693.352,1535.594,1340.033,1382.293,1550.684,1338.524,2126.916,1636.757,1473.547,1585.186,1484.868,1425.842,1605.085,1344.764,1612.206,1608.635,1858.559,1494.114,1826.574,2035.125,1780.126,1389.755,1627.669,2240.099,1483.904,1455.000,2477.158,2410.252,1335.055,1346.053,1487.298,1381.887,1430.773,1219.992,1727.141,1206.857,2198.296,1881.114,1343.466,1402.566,1226.022,1869.980,1407.424,1353.815,1945.583,1265.616,1315.234,1362.000,1392.576
1523,1693.477,1430.075,1212.328,1334.333,1165.468,1476.146,1344.248,1514.096,1517.158,1700.707,1693.814,1536.734,1318.975,1355.616,1529.921,1289.338,2053.221,1608.985,1461.961,1587.372,1515.681,1399.382,1665.170,1328.629,1584.412,1598.159,1849.448,1530.875,1783.628,2049.306,1848.951,1363.437,1639.081,2237.879,1442.171,1433.625,2471.917,2424.733,1296.099,1296.646,1458.107,1365.107,1445.076,1225.539,1734.385,1227.468,2240.753,1862.728,1347.884,1385.031,1224.235,1917.130,1412.222,1350.883,1920.722,1237.027,1308.252,1359.295,1392.280
