 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59
1,1667.081,1427.870,1169.925,1287.929,1156.662,1535.305,1340.642,1283.068,1477.286,1484.153,1676.593,1609.427,1331.533,1335.414,1499.553,1207.179,2330.432,1529.125,1358.828,1707.669,1486.912,1309.364,1669.680,1257.736,1419.691,1544.614,1940.191,1570.505,1746.023,1652.583,1706.643,1344.159,1604.544,2263.802,1402.727,1465.107,2415.045,2314.504,1267.132,1193.539,1196.321,1368.503,1384.788,1209.656,1791.923,1198.571,1565.753,1917.487,1360.155,1374.047,1219.816,2140.850,1397.515,1290.006,1919.847,1293.107,1300.449,1279.377,0.000
2,1627.907,1417.233,1175.213,1290.726,1152.741,1508.861,1334.734,1281.493,1493.257,1501.917,1653.156,1574.042,1364.967,1360.727,1471.092,1209.697,2374.642,1571.596,1372.625,1703.262,1430.857,1328.727,1659.673,1257.679,1405.938,1554.738,1840.052,1585.967,1733.078,1685.708,1725.027,1358.729,1616.750,2221.802,1425.909,1424.464,2512.579,2330.458,1286.978,1179.767,1187.298,1330.367,1352.515,1197.859,1793.064,1210.162,1485.506,1900.380,1330.408,1380.938,1234.456,2134.980,1382.010,1306.414,1967.472,1241.446,1262.570,1306.287,1350.746
3,1670.628,1428.000,1198.879,1315.060,1153.626,1506.927,1325.569,1248.260,1497.977,1493.299,1661.307,1600.888,1371.312,1316.061,1433.447,1205.317,2354.516,1551.787,1342.836,1697.338,1473.527,1360.982,1590.706,1250.614,1410.072,1545.910,1876.154,1551.533,1729.760,1679.764,1709.423,1343.430,1618.243,2196.198,1427.316,1375.911,2454.384,2365.809,1275.319,1179.864,1187.901,1349.542,1373.212,1210.930,1791.910,1196.383,1490.642,1897.614,1356.359,1364.047,1230.287,2162.640,1365.455,1302.037,1884.764,1235.848,1303.037,1310.820,1344.915
4,1703.349,1420.610,1166.356,1323.333,1148.547,1518.258,1332.064,1270.260,1524.661,1509.350,1653.342,1596.175,1372.959,1333.061,1469.553,1204.793,2379.295,1594.088,1358.891,1690.669,1480.308,1345.285,1643.464,1241.779,1394.990,1538.883,1897.890,1575.147,1771.977,1621.806,1723.797,1383.119,1595.279,2306.868,1397.011,1394.911,2505.241,2316.939,1287.352,1182.884,1206.336,1330.910,1380.773,1212.750,1761.064,1176.448,1614.852,1901.380,1322.699,1369.326,1216.037,2129.720,1387.667,1278.877,1911.569,1251.036,1290.168,1310.213,1339.695
5,1608.628,1446.658,1193.172,1299.607,1138.115,1519.132,1321.367,1248.068,1480.632,1493.618,1636.201,1601.273,1368.795,1295.485,1500.605,1181.317,2384.400,1578.816,1386.352,1731.552,1491.385,1331.703,1617.614,1241.736,1388.526,1535.738,1856.802,1567.223,1746.000,1603.403,1717.231,1355.523,1581.610,2189.956,1431.487,1420.804,2402.038,2287.481,1274.978,1171.733,1215.313,1340.497,1380.970,1205.211,1777.513,1194.630,1550.827,1957.766,1335.417,1385.651,1221.691,2148.260,1378.899,1278.093,1921.361,1248.384,1286.542,1299.041,1327.500
6,1624.942,1422.452,1164.310,1300.024,1156.568,1511.676,1332.147,1243.493,1484.286,1527.561,1624.402,1555.119,1361.582,1314.879,1487.461,1206.228,2326.158,1573.309,1367.617,1719.110,1442.088,1325.539,1641.209,1243.550,1405.711,1542.365,1831.213,1574.245,1750.581,1659.000,1704.330,1327.318,1590.779,2247.824,1407.187,1395.875,2515.045,2342.740,1291.297,1164.034,1207.542,1352.333,1378.727,1208.117,1739.436,1183.377,1554.025,1893.918,1306.476,1383.023,1228.860,2119.910,1382.758,1289.111,1890.153,1242.357,1270.065,1295.918,1339.017
7,1617.640,1432.589,1164.868,1300.310,1151.166,1527.033,1336.541,1252.342,1501.924,1501.567,1668.256,1609.762,1368.566,1320.475,1462.408,1207.400,2422.832,1572.323,1366.219,1713.683,1448.637,1326.691,1651.843,1241.264,1432.031,1532.103,1913.640,1550.000,1726.488,1626.181,1708.566,1358.450,1567.625,2255.758,1422.037,1355.607,2445.436,2310.122,1270.901,1178.126,1188.763,1329.712,1361.061,1240.438,1734.679,1194.494,1529.395,1907.867,1363.019,1367.527,1232.323,2142.100,1371.697,1284.821,1889.472,1233.670,1249.523,1274.975,1322.059
8,1665.581,1404.856,1168.517,1314.440,1159.993,1531.285,1333.587,1266.952,1497.708,1496.306,1634.915,1568.007,1349.607,1329.000,1466.789,1186.414,2330.821,1595.221,1372.398,1688.890,1422.385,1328.103,1630.281,1250.493,1417.443,1560.600,1854.618,1590.734,1763.667,1642.292,1715.258,1353.609,1586.860,2201.044,1399.438,1411.625,2510.526,2328.153,1265.077,1184.956,1180.214,1350.943,1366.015,1219.133,1740.231,1203.045,1509.099,1896.601,1335.757,1365.310,1220.302,2146.140,1390.131,1287.778,1902.444,1234.938,1288.972,1289.328,1337.475
9,1671.477,1433.274,1179.132,1309.810,1171.295,1521.748,1321.560,1282.432,1487.854,1487.917,1654.935,1595.196,1369.680,1347.677,1476.868,1192.338,2368.274,1585.919,1350.156,1690.379,1465.231,1349.873,1645.725,1262.579,1416.526,1553.807,1840.787,1555.777,1755.442,1638.694,1743.626,1334.702,1628.897,2227.923,1418.444,1417.482,2447.166,2337.496,1307.099,1185.349,1216.244,1360.192,1317.985,1215.422,1750.859,1190.195,1552.370,1918.057,1368.515,1401.411,1213.088,2121.260,1390.384,1293.969,1920.347,1272.500,1289.056,1299.672,1343.153
10,1670.058,1425.349,1176.149,1324.417,1166.834,1526.709,1343.761,1247.705,1485.041,1501.401,1642.447,1588.154,1330.033,1327.960,1489.789,1212.469,2365.600,1581.971,1342.320,1753.841,1492.055,1331.921,1663.281,1257.007,1412.536,1531.110,1904.228,1546.918,1781.256,1608.583,1723.099,1352.060,1624.882,2280.483,1423.925,1416.571,2484.120,2327.847,1262.560,1177.369,1181.679,1330.797,1361.864,1199.320,1748.205,1202.669,1499.000,1921.487,1360.116,1379.016,1234.007,2173.060,1403.455,1301.451,1923.319,1272.625,1297.477,1272.074,1353.093
11,1641.209,1426.075,1157.397,1324.405,1150.194,1502.384,1334.761,1258.918,1500.538,1474.159,1651.663,1568.804,1364.369,1319.414,1492.605,1196.414,2375.779,1601.272,1383.062,1733.676,1467.077,1336.358,1669.980,1260.629,1426.907,1567.152,1874.103,1569.234,1784.674,1643.792,1730.588,1352.391,1608.948,2262.769,1422.476,1403.393,2426.737,2306.664,1271.571,1175.786,1176.290,1334.486,1367.000,1195.680,1771.987,1208.786,1507.951,1916.342,1372.447,1386.504,1241.904,2114.240,1368.970,1275.753,1996.139,1265.295,1295.925,1292.844,1340.780
12,1660.244,1449.993,1180.649,1323.107,1174.122,1507.073,1329.275,1253.342,1511.865,1517.802,1640.422,1596.517,1336.656,1346.172,1499.671,1223.221,2355.063,1612.118,1374.156,1687.428,1482.099,1333.879,1658.680,1254.693,1440.825,1527.559,1897.515,1577.120,1749.318,1617.694,1708.692,1361.954,1621.647,2156.461,1419.278,1408.839,2450.624,2292.298,1274.615,1179.631,1195.725,1378.514,1390.015,1209.922,1738.179,1189.331,1490.556,1917.000,1340.437,1379.845,1241.625,2160.450,1394.889,1295.574,1846.500,1236.768,1319.112,1287.434,1325.559
13,1618.860,1430.747,1177.241,1331.905,1151.374,1498.503,1301.697,1274.610,1526.088,1507.178,1666.859,1582.874,1350.795,1357.303,1462.066,1212.055,2390.990,1597.588,1368.328,1747.752,1471.374,1313.339,1659.078,1237.100,1438.278,1539.807,1893.750,1571.353,1788.147,1636.250,1704.302,1351.874,1567.757,2248.363,1418.166,1353.768,2477.045,2352.595,1269.780,1169.670,1194.282,1351.226,1367.303,1195.680,1735.962,1206.539,1525.852,1906.247,1324.796,1386.310,1239.890,2166.120,1374.949,1288.833,1934.278,1264.143,1318.776,1271.844,1371.780
14,1647.081,1421.260,1168.793,1287.952,1151.489,1535.252,1287.486,1244.596,1477.404,1510.726,1621.100,1585.818,1360.205,1297.636,1481.092,1206.641,2433.632,1583.493,1375.312,1695.234,1466.088,1319.333,1668.536,1235.514,1441.247,1537.172,1864.294,1591.864,1764.876,1678.278,1703.758,1356.013,1645.257,2246.461,1429.326,1408.589,2476.767,2350.901,1271.308,1182.087,1188.588,1350.785,1362.879,1215.352,1793.962,1201.825,1529.296,1892.633,1365.311,1400.070,1236.647,2152.240,1356.556,1283.012,1913.167,1269.134,1298.299,1295.393,1331.542
15,1636.209,1430.459,1182.500,1306.774,1171.460,1550.834,1351.890,1262.178,1536.111,1513.452,1643.357,1595.545,1351.648,1353.657,1511.250,1215.621,2387.074,1615.941,1368.977,1734.352,1467.769,1340.909,1646.641,1263.736,1462.402,1569.303,1901.573,1565.554,1741.798,1693.417,1731.280,1343.676,1590.412,2313.319,1419.535,1382.482,2531.135,2368.496,1250.593,1191.228,1183.641,1356.141,1342.212,1200.891,1798.936,1204.760,1516.383,1917.557,1345.990,1404.395,1250.698,2190.420,1399.646,1284.815,1923.667,1261.500,1279.150,1310.418,1331.280
16,1634.674,1430.459,1169.546,1293.262,1154.813,1520.848,1324.624,1253.822,1491.953,1478.255,1620.186,1583.916,1383.623,1344.980,1480.816,1182.993,2401.042,1596.941,1375.609,1678.510,1466.945,1331.133,1656.810,1232.536,1419.247,1520.131,1857.221,1578.141,1756.814,1639.208,1731.247,1348.344,1574.015,2239.385,1431.481,1406.857,2444.699,2365.252,1267.099,1160.272,1176.061,1333.842,1382.136,1209.742,1765.769,1190.448,1456.790,1914.975,1317.515,1374.930,1223.735,2200.010,1376.010,1277.253,1922.722,1248.679,1305.841,1309.377,1342.822
17,1664.174,1427.603,1183.609,1301.310,1155.245,1497.099,1330.798,1239.740,1491.807,1506.822,1656.975,1606.825,1337.262,1321.586,1514.974,1195.393,2338.347,1580.132,1372.141,1721.772,1474.736,1313.945,1636.484,1260.821,1443.124,1544.469,1858.434,1570.582,1740.411,1609.986,1719.280,1358.570,1621.147,2255.901,1418.594,1362.071,2457.714,2352.802,1250.901,1172.811,1203.229,1350.379,1353.682,1212.375,1799.333,1184.591,1509.568,1882.633,1362.049,1403.876,1239.022,2133.080,1365.051,1261.420,1920.778,1244.875,1273.626,1268.320,1357.864
18,1627.953,1407.336,1183.851,1305.488,1145.943,1514.980,1333.917,1243.473,1524.532,1519.822,1655.673,1583.294,1342.557,1338.182,1503.066,1208.297,2344.853,1595.507,1394.648,1711.807,1445.791,1340.818,1646.699,1260.893,1421.340,1532.959,1907.147,1567.288,1735.868,1680.319,1765.527,1375.609,1621.419,2270.912,1454.524,1404.589,2440.662,2351.344,1289.473,1189.398,1173.038,1352.768,1357.439,1195.250,1704.064,1195.396,1519.852,1898.304,1361.573,1409.527,1240.404,2194.760,1375.828,1306.420,1908.903,1238.259,1279.037,1308.648,1359.034
19,1652.744,1428.836,1174.322,1338.833,1152.576,1484.927,1340.560,1237.260,1480.725,1498.892,1640.100,1593.301,1390.934,1339.010,1550.566,1187.276,2413.137,1589.360,1359.156,1697.441,1475.121,1336.642,1666.863,1238.457,1444.021,1517.517,1851.184,1589.060,1695.434,1623.361,1712.824,1371.040,1649.221,2217.648,1432.556,1365.429,2429.549,2323.092,1265.264,1194.616,1190.817,1354.147,1360.591,1201.422,1749.679,1199.169,1522.025,1934.190,1324.757,1373.938,1225.213,2132.960,1374.051,1295.000,1901.639,1222.071,1274.121,1263.902,1340.898
20,1591.337,1418.534,1159.759,1304.131,1140.957,1520.159,1322.642,1267.322,1510.257,1528.484,1641.980,1588.189,1354.533,1354.596,1507.276,1194.014,2325.589,1576.507,1369.703,1713.400,1498.967,1350.061,1656.301,1255.421,1419.083,1547.028,1867.448,1550.076,1783.907,1662.597,1735.451,1345.265,1600.581,2273.022,1425.380,1399.661,2479.075,2367.939,1277.659,1186.044,1185.405,1361.802,1387.091,1206.547,1760.564,1206.662,1578.556,1935.095,1361.437,1382.574,1228.412,2123.390,1380.485,1285.796,1919.694,1237.125,1285.991,1290.279,1350.534
21,1641.326,1441.075,1175.649,1318.405,1163.784,1521.649,1321.064,1255.062,1482.047,1512.280,1661.372,1595.930,1345.393,1296.283,1479.882,1195.724,2331.095,1589.213,1377.141,1721.317,1508.604,1351.715,1661.497,1250.443,1421.443,1532.924,1847.052,1577.158,1771.930,1638.139,1692.341,1352.285,1608.522,2259.022,1456.717,1390.304,2450.323,2277.573,1290.396,1181.349,1193.611,1361.825,1368.106,1196.258,1792.256,1196.058,1525.593,1932.462,1357.884,1390.620,1245.566,2158.510,1387.182,1266.210,1999.750,1275.911,1267.963,1292.459,1325.203
22,1595.884,1441.705,1165.080,1301.131,1139.676,1484.656,1371.211,1265.158,1493.503,1497.357,1651.935,1625.483,1351.320,1359.778,1505.855,1199.821,2333.663,1566.831,1379.242,1703.131,1444.099,1341.079,1642.366,1239.636,1423.990,1499.228,1815.022,1574.723,1752.302,1633.764,1733.401,1348.126,1597.669,2243.517,1421.000,1364.786,2485.083,2304.145,1275.418,1176.539,1192.282,1350.955,1359.697,1194.688,1752.654,1181.429,1507.519,1918.481,1345.845,1374.651,1248.382,2161.140,1357.051,1301.099,1936.931,1231.670,1319.692,1287.271,1334.017
23,1624.767,1428.938,1177.575,1309.155,1157.324,1520.762,1337.587,1256.116,1497.637,1494.408,1635.477,1598.811,1347.926,1312.667,1495.105,1219.993,2431.105,1614.177,1364.500,1726.152,1475.209,1319.042,1648.105,1226.850,1440.825,1558.814,1884.000,1605.967,1736.023,1665.889,1735.852,1373.808,1566.478,2217.450,1455.289,1377.107,2419.602,2354.084,1284.033,1181.209,1170.534,1333.814,1334.606,1180.086,1742.808,1193.584,1497.556,1907.608,1354.330,1348.000,1239.081,2180.910,1386.394,1273.500,1901.750,1236.518,1289.009,1295.680,1325.042
24,1595.198,1405.479,1179.287,1304.631,1164.978,1513.987,1349.431,1238.192,1504.895,1519.898,1609.839,1585.678,1365.025,1341.849,1527.237,1215.379,2359.726,1603.743,1372.953,1710.345,1468.033,1334.176,1597.418,1244.771,1421.134,1545.635,1840.823,1562.109,1730.597,1631.819,1725.940,1345.444,1589.853,2313.187,1399.610,1383.857,2495.451,2336.298,1261.846,1182.519,1196.511,1351.718,1374.485,1188.125,1789.141,1196.396,1540.210,1926.057,1363.709,1360.488,1235.302,2190.990,1389.475,1302.839,1934.931,1258.670,1301.635,1290.418,1339.941
25,1627.151,1459.301,1208.385,1309.298,1170.022,1497.046,1345.266,1247.938,1487.602,1520.733,1679.844,1630.930,1346.074,1309.424,1511.776,1220.021,2368.042,1591.228,1375.578,1739.352,1469.396,1347.927,1667.190,1239.029,1444.062,1545.869,1871.728,1590.201,1760.419,1671.222,1728.808,1371.947,1600.338,2239.033,1458.931,1379.071,2440.887,2370.908,1278.000,1204.519,1224.252,1367.181,1379.258,1213.266,1800.077,1197.539,1517.000,1917.329,1319.214,1392.101,1260.948,2180.200,1400.737,1308.537,1958.403,1258.857,1312.720,1321.525,1354.466
26,1656.744,1454.849,1198.937,1340.012,1175.432,1496.881,1319.055,1258.829,1511.678,1496.777,1671.940,1595.510,1324.533,1332.909,1452.974,1201.648,2317.179,1627.463,1393.672,1734.552,1460.945,1327.721,1659.791,1256.500,1430.103,1575.255,1866.927,1617.913,1777.078,1650.125,1723.863,1357.483,1641.831,2248.594,1430.658,1383.482,2446.940,2379.221,1256.846,1192.087,1214.168,1367.960,1359.909,1223.461,1771.231,1194.318,1484.309,1913.038,1373.971,1386.023,1240.640,2140.710,1386.545,1299.611,1930.333,1259.688,1317.346,1301.156,1344.941
27,1691.430,1446.555,1205.983,1330.762,1161.943,1535.490,1356.826,1258.445,1504.801,1536.369,1660.729,1574.504,1344.615,1333.434,1519.145,1203.324,2313.568,1579.478,1387.188,1701.138,1479.308,1358.867,1669.837,1246.700,1418.206,1542.283,1886.772,1550.293,1820.155,1652.069,1749.203,1367.993,1638.103,2267.517,1426.957,1410.000,2506.842,2322.901,1281.319,1207.903,1230.435,1374.508,1378.197,1244.398,1723.244,1211.221,1494.741,1916.804,1352.631,1411.395,1235.088,2222.260,1385.222,1287.611,1877.847,1228.205,1273.290,1300.566,1355.576
28,1603.442,1415.500,1180.075,1331.071,1173.568,1528.139,1370.110,1233.336,1507.994,1485.981,1658.518,1602.937,1358.180,1346.606,1467.434,1211.759,2337.411,1597.015,1378.734,1708.421,1465.418,1313.879,1682.948,1246.657,1425.804,1545.269,1915.882,1561.853,1791.124,1669.389,1728.209,1345.954,1591.971,2238.297,1428.754,1405.643,2478.940,2365.725,1275.824,1190.214,1172.466,1369.514,1353.182,1201.102,1757.705,1189.351,1495.395,1905.506,1348.233,1388.744,1243.132,2113.510,1382.081,1294.975,1907.625,1222.473,1323.673,1291.434,1339.517
29,1625.779,1415.000,1195.230,1327.905,1177.259,1518.430,1338.706,1249.760,1520.924,1510.096,1645.779,1596.510,1368.328,1339.525,1530.039,1227.800,2263.547,1614.897,1368.852,1693.124,1455.692,1333.945,1655.353,1262.007,1457.227,1530.000,1854.375,1609.250,1793.465,1709.625,1730.846,1354.185,1609.316,2268.132,1422.754,1390.089,2420.677,2395.046,1278.066,1176.937,1195.702,1337.492,1328.576,1208.281,1741.756,1221.383,1507.519,1903.196,1350.631,1374.566,1234.882,2108.110,1396.545,1285.796,1910.847,1250.134,1301.243,1302.361,1347.136
30,1640.291,1443.397,1185.879,1309.155,1176.993,1518.258,1305.138,1263.274,1499.450,1481.274,1653.312,1604.483,1349.336,1385.010,1496.066,1197.635,2350.811,1611.677,1388.547,1687.455,1501.846,1313.249,1634.098,1232.129,1425.629,1538.186,1880.294,1569.022,1748.566,1650.264,1712.489,1377.609,1622.125,2212.780,1437.620,1445.804,2510.008,2415.771,1278.088,1205.194,1191.954,1374.633,1346.894,1219.211,1740.064,1213.987,1479.580,1874.209,1366.660,1374.744,1256.750,2160.740,1383.545,1296.000,1922.500,1257.705,1272.654,1292.918,1342.305
31,1642.698,1427.795,1215.310,1315.214,1154.863,1509.815,1351.266,1338.404,1541.632,1495.274,1741.573,1606.699,1363.369,1364.596,1489.882,1249.345,2358.253,1596.316,1391.078,1714.186,1479.516,1356.139,1638.085,1244.950,1390.031,1535.345,1859.338,1586.375,1718.295,1662.778,1737.665,1359.543,1607.816,2223.165,1433.444,1376.643,2484.684,2399.176,1260.890,1243.209,1293.855,1345.876,1356.076,1239.883,1813.679,1192.617,1485.198,1898.481,1309.505,1398.380,1228.471,2120.420,1378.263,1280.142,1965.792,1234.911,1307.299,1288.008,1332.678
32,1606.593,1428.836,1202.155,1312.452,1174.317,1495.735,1325.881,1708.247,1546.479,1517.013,1825.417,1613.769,1360.639,1356.828,1490.855,1367.062,2371.463,1578.309,1423.281,1733.076,1513.835,1346.364,1643.601,1265.557,1414.691,1543.821,1906.103,1589.967,1782.109,1793.403,1723.901,1373.079,1607.647,2239.385,1414.155,1390.607,2473.278,2315.405,1282.033,1388.932,1555.008,1380.684,1355.242,1221.758,1799.667,1195.286,1482.370,1917.165,1311.922,1407.000,1222.941,2153.130,1406.636,1296.549,1921.292,1238.804,1312.766,1294.754,1338.364
33,1654.407,1427.315,1243.856,1322.452,1161.532,1523.649,1345.679,1958.329,1537.269,1514.076,1844.834,1575.531,1346.803,1372.869,1535.579,1473.345,2346.295,1595.485,1398.234,1735.890,1479.571,1337.915,1643.458,1258.993,1405.196,1567.131,1868.927,1579.810,1734.388,1700.500,1756.857,1330.642,1604.198,2271.472,1447.781,1336.679,2451.391,2306.031,1284.473,1426.529,1625.481,1388.588,1366.151,1238.430,1765.577,1205.312,1472.877,1934.013,1370.184,1362.806,1235.456,2148.290,1372.091,1319.704,1980.611,1246.205,1302.374,1306.639,1364.492
34,1681.500,1413.904,1206.109,1323.714,1172.669,1502.185,1323.624,1927.760,1509.135,1519.917,1765.548,1599.853,1384.172,1370.758,1497.224,1430.241,2323.990,1620.618,1380.250,1688.924,1453.088,1326.048,1664.882,1249.607,1371.639,1548.931,1917.669,1595.342,1756.481,1746.486,1769.451,1401.570,1589.721,2288.165,1438.823,1362.964,2495.857,2343.374,1265.308,1400.102,1615.214,1394.864,1355.712,1235.453,1757.231,1178.279,1472.778,1918.899,1363.029,1380.969,1225.478,2118.080,1359.121,1296.889,1901.139,1246.625,1308.654,1289.188,1354.534
35,1665.500,1413.932,1200.282,1315.738,1169.007,1510.046,1320.257,1814.082,1518.801,1500.828,1713.437,1622.217,1344.295,1363.020,1483.039,1375.848,2354.253,1578.272,1401.633,1717.365,1498.363,1340.151,1636.712,1254.679,1427.031,1545.600,1860.772,1567.701,1721.612,1715.639,1778.308,1366.775,1608.279,2260.396,1437.187,1388.411,2442.692,2345.794,1270.462,1390.670,1583.626,1365.209,1381.455,1248.789,1776.667,1192.182,1505.531,1888.899,1368.408,1403.380,1222.596,2132.200,1416.121,1301.019,1904.014,1234.670,1299.738,1311.205,1350.788
36,1616.826,1431.534,1183.029,1329.167,1159.302,1495.358,1324.596,1684.527,1514.643,1492.070,1666.905,1585.608,1361.279,1345.303,1498.711,1347.731,2361.674,1586.941,1360.250,1691.048,1496.769,1331.303,1671.928,1245.429,1418.866,1552.821,1882.147,1572.516,1721.147,1748.819,1726.802,1356.271,1613.132,2205.978,1426.925,1319.911,2541.729,2333.870,1300.396,1356.476,1502.000,1360.938,1354.045,1234.648,1828.910,1201.708,1475.161,1908.924,1360.165,1394.271,1225.456,2152.080,1376.283,1277.759,1911.444,1262.848,1309.570,1307.164,1361.508
37,1621.605,1396.938,1193.431,1320.917,1169.626,1509.795,1314.651,1567.329,1490.275,1461.522,1675.975,1613.769,1359.967,1350.051,1462.250,1307.310,2324.421,1607.044,1391.812,1723.855,1503.099,1334.327,1663.869,1251.921,1430.299,1532.221,1900.860,1582.663,1777.465,1714.847,1694.044,1370.781,1593.588,2233.099,1440.513,1391.304,2431.406,2392.748,1320.527,1320.219,1463.695,1371.192,1334.773,1197.719,1748.731,1193.422,1484.358,1940.816,1342.893,1373.341,1227.941,2095.840,1393.343,1297.006,1931.694,1233.696,1292.692,1294.156,1346.924
38,1608.477,1427.151,1171.897,1288.321,1167.640,1528.834,1350.138,1488.651,1482.801,1482.662,1673.553,1556.594,1343.688,1327.313,1481.158,1251.007,2291.811,1620.706,1368.289,1699.241,1461.231,1330.036,1641.425,1254.871,1438.907,1508.386,1852.654,1558.864,1721.682,1694.042,1734.363,1365.450,1590.397,2209.868,1420.428,1379.250,2519.105,2332.298,1274.297,1283.519,1439.885,1341.927,1355.242,1223.180,1752.205,1186.753,1491.457,1933.101,1356.874,1392.341,1211.265,2100.130,1383.485,1288.253,1892.500,1232.339,1286.290,1283.418,1346.932
39,1633.407,1426.500,1183.080,1287.821,1165.734,1483.424,1334.899,1437.342,1513.404,1504.134,1682.126,1571.350,1356.393,1349.828,1487.842,1235.483,2312.516,1574.618,1402.227,1720.131,1507.571,1336.861,1646.275,1254.943,1420.454,1546.483,1886.802,1583.185,1764.953,1617.681,1699.280,1370.490,1615.787,2289.275,1431.668,1384.268,2462.872,2376.588,1282.945,1238.956,1359.840,1350.073,1395.773,1203.500,1780.397,1203.370,1452.457,1919.089,1327.709,1408.023,1213.963,2122.650,1398.646,1291.167,1920.000,1238.062,1275.523,1285.443,1342.059
40,1624.814,1408.068,1171.391,1274.560,1162.892,1498.152,1330.055,1377.137,1488.286,1506.191,1643.126,1567.601,1363.434,1361.535,1484.013,1238.621,2318.969,1585.221,1358.383,1705.531,1466.604,1338.364,1678.196,1252.757,1441.825,1540.469,1902.044,1560.495,1785.744,1680.250,1716.632,1352.656,1592.721,2218.539,1444.813,1373.571,2454.361,2393.954,1271.264,1238.146,1307.817,1371.384,1340.470,1224.695,1766.321,1194.877,1492.161,1926.373,1363.961,1385.186,1221.846,2154.990,1402.515,1286.420,1885.597,1232.527,1294.215,1300.229,1332.992
41,1596.698,1452.226,1170.615,1300.321,1161.489,1515.185,1342.578,1353.664,1486.497,1497.707,1659.467,1589.622,1330.967,1337.828,1518.066,1232.883,2253.421,1607.169,1378.203,1691.262,1455.791,1327.642,1674.386,1251.636,1422.206,1537.938,1861.088,1598.005,1751.140,1626.167,1719.297,1357.868,1608.265,2229.594,1426.305,1405.143,2423.120,2352.214,1280.571,1226.961,1299.053,1354.192,1349.606,1224.602,1773.795,1185.896,1513.963,1925.348,1337.806,1371.031,1227.985,2192.020,1389.727,1295.309,1866.167,1223.223,1286.037,1294.754,1329.695
42,1637.337,1440.329,1176.552,1286.714,1172.482,1502.649,1299.973,1301.034,1510.105,1490.242,1632.553,1582.133,1359.139,1359.980,1495.421,1207.938,2302.916,1588.765,1372.008,1704.910,1482.835,1353.715,1648.823,1259.529,1411.608,1552.303,1876.015,1566.380,1742.977,1685.792,1765.670,1353.828,1577.235,2215.264,1442.695,1359.071,2536.406,2343.588,1255.374,1220.597,1301.519,1342.328,1343.651,1188.766,1782.551,1192.123,1468.988,1898.943,1316.184,1378.884,1233.397,2126.880,1388.535,1272.747,1867.764,1256.607,1304.822,1284.451,1337.381
43,1622.279,1459.500,1180.782,1328.381,1151.475,1519.901,1341.073,1313.890,1504.497,1483.720,1685.402,1613.371,1359.492,1347.232,1451.750,1228.269,2293.463,1583.743,1362.602,1672.179,1496.143,1325.006,1630.778,1227.200,1434.000,1504.531,1890.588,1582.413,1729.915,1664.972,1718.060,1357.172,1595.691,2230.472,1421.401,1396.107,2451.316,2353.275,1299.912,1204.641,1256.794,1350.808,1363.576,1228.172,1778.577,1208.234,1508.667,1929.152,1352.583,1378.853,1231.868,2192.400,1412.768,1293.389,1896.514,1246.089,1305.355,1312.598,1337.381
44,1657.849,1414.384,1158.661,1270.036,1145.899,1527.397,1355.936,1285.336,1487.462,1478.204,1661.322,1556.168,1357.467,1330.202,1502.605,1215.717,2320.705,1618.882,1366.711,1697.228,1456.462,1315.976,1638.092,1246.843,1442.412,1574.262,1922.985,1589.658,1757.651,1637.931,1710.286,1348.437,1605.927,2237.110,1412.444,1384.393,2408.677,2353.489,1271.462,1185.816,1242.458,1356.237,1356.151,1208.805,1712.923,1194.727,1571.691,1925.114,1325.019,1405.636,1205.816,2135.820,1400.101,1277.586,1921.083,1241.473,1288.692,1260.705,1349.576
45,1615.453,1439.774,1171.184,1305.750,1176.935,1515.742,1323.661,1285.671,1502.415,1483.535,1652.266,1589.531,1333.205,1360.303,1512.882,1206.324,2308.874,1584.765,1357.305,1726.421,1460.121,1333.394,1650.399,1240.950,1448.165,1545.421,1912.323,1586.386,1751.698,1725.583,1731.753,1340.815,1583.728,2240.483,1421.952,1418.875,2473.414,2351.634,1284.077,1183.131,1221.634,1347.006,1394.394,1211.820,1729.013,1199.058,1540.321,1878.671,1337.631,1399.318,1214.478,2163.450,1395.899,1283.358,1898.069,1247.812,1290.514,1270.541,1345.212
46,1650.093,1439.260,1190.132,1302.250,1170.273,1508.947,1342.413,1280.459,1493.006,1483.000,1650.297,1593.224,1359.582,1364.020,1464.645,1232.228,2310.842,1619.669,1396.898,1723.986,1513.407,1334.164,1673.105,1237.007,1424.402,1543.924,1899.096,1554.668,1762.287,1642.931,1717.643,1344.073,1588.066,2240.143,1435.171,1385.554,2450.293,2372.809,1274.429,1189.612,1219.817,1348.847,1347.955,1196.570,1713.103,1202.520,1489.272,1895.373,1361.757,1382.783,1217.213,2186.370,1423.071,1290.383,1899.417,1255.562,1267.439,1278.098,1349.653
