 ,Min1,Max1,Min2,Max2,Min3,Max3,Min4,Max4,Min5,Max5,Min6,Max6,Min7,Max7,Min8,Max8,Min9,Max9,Min10,Max10,Min11,Max11,Min12,Max12,Min13,Max13,Min14,Max14,Min15,Max15,Min16,Max16,Min17,Max17,Min18,Max18,Min19,Max19,Min20,Max20,Min21,Max21,Min22,Max22,Min23,Max23,Min24,Max24,Min25,Max25,Min26,Max26,Min27,Max27,Min28,Max28,Min29,Max29,Min30,Max30,Min31,Max31,Min32,Max32,Min33,Max33,Min34,Max34,Min35,Max35,Min36,Max36,Min37,Max37,Min38,Max38,Min39,Max39,Min40,Max40,Min41,Max41,Min42,Max42,Min43,Max43,Min44,Max44,Min45,Max45,Min46,Max46,Min47,Max47,Min48,Max48,Min49,Max49,Min50,Max50,Min51,Max51,Min52,Max52,Min53,Max53,Min54,Max54,Min55,Max55,Min56,Max56,Min57,Max57,Min58,Max58,Min59,Max59,Min60,Max60,Min61,Max61,Min62,Max62,Min63,Max63,Min64,Max64,Min65,Max65,Min66,Max66,Min67,Max67,Min68,Max68,Min69,Max69,Min70,Max70,Min71,Max71,Min72,Max72,Min73,Max73,Min74,Max74,Min75,Max75,Min76,Max76,Min77,Max77,Min78,Max78,Min79,Max79,Min80,Max80,Min81,Max81,Min82,Max82,Min83,Max83,Min84,Max84,Min85,Max85,Min86,Max86,Min87,Max87,Min88,Max88,Min89,Max89,Min90,Max90,Min91,Max91,Min92,Max92,Min93,Max93,Min94,Max94,Min95,Max95,Min96,Max96,Min97,Max97,Min98,Max98,Min99,Max99,Min100,Max100,Min101,Max101,Min102,Max102,Min103,Max103,Min104,Max104,Min105,Max105,Min106,Max106,Min107,Max107,Min108,Max108,Min109,Max109,Min110,Max110,Min111,Max111,Min112,Max112,Min113,Max113,Min114,Max114,Min115,Max115,Min116,Max116,Min117,Max117,Min118,Max118,Min119,Max119,Min120,Max120,Min121,Max121,Min122,Max122,Min123,Max123,Min124,Max124,Min125,Max125,Min126,Max126,Min127,Max127,Min128,Max128,Min129,Max129,Min130,Max130,Min131,Max131,Min132,Max132,Min133,Max133,Min134,Max134,Min135,Max135,Min136,Max136,Min137,Max137,Min138,Max138,Min139,Max139,Min140,Max140,Min141,Max141,Min142,Max142,Min143,Max143,Min144,Max144,Min145,Max145,Min146,Max146,Min147,Max147,Min148,Max148,Min149,Max149,Min150,Max150,Min151,Max151,Min152,Max152,Min153,Max153,Min154,Max154,Min155,Max155,Min156,Max156,Min157,Max157,Min158,Max158,Min159,Max159,Min160,Max160,Min161,Max161,Min162,Max162,Min163,Max163,Min164,Max164,Min165,Max165,Min166,Max166,Min167,Max167,Min168,Max168,Min169,Max169,Min170,Max170,Min171,Max171,Min172,Max172,Min173,Max173
249,2,25,2,18,3,24,4,25,4,18,1,14,1,17,1,20,2,24,2,19,3,16,2,8,2,12,4,29,1,31,1,19,7,25,3,17,3,28,3,17,5,22,4,28,7,30,9,22,2,19,4,18,3,26,3,25,3,18,4,19,4,16,3,19,5,24,3,21,4,25,5,39,2,20,7,20,5,17,3,20,4,19,5,45,6,20,4,18,3,20,1,16,2,24,6,24,7,27,3,20,2,15,4,19,8,33,7,31,10,29,4,31,5,32,2,28,4,18,4,21,4,37,4,29,4,45,6,34,1,15,2,32,3,92,6,33,4,26,4,14,2,16,1,13,3,22,10,58,4,58,5,20,4,21,2,30,4,17,3,19,2,16,3,23,3,26,5,26,3,28,6,30,6,35,4,23,4,25,9,29,3,24,7,26,5,25,3,32,1,20,1,18,3,25,3,22,1,22,2,21,2,21,3,27,5,22,2,13,2,22,3,12,5,23,2,15,4,23,2,15,5,18,3,20,1,20,1,18,3,20,3,22,3,22,4,26,4,23,3,20,4,31,3,30,3,36,7,27,3,24,5,36,7,26,5,26,4,31,3,19,1,17,3,19,4,33,12,40,4,32,5,37,6,30,4,22,6,21,4,28,5,47,5,25,6,30,9,38,6,29,3,24,6,34,3,23,4,32,3,18,2,17,5,19,4,28,3,26,5,19,4,25,6,31,4,27,5,32,4,46,4,38,4,21,5,19,3,14,3,18,3,25,1,36,4,24,1,10,2,15,2,12,2,16,1,15
250,1,20,1,15,4,22,3,22,3,16,2,15,2,16,2,17,2,25,1,19,2,22,1,9,2,10,3,27,1,29,1,18,9,25,4,16,4,24,2,20,4,22,4,31,4,29,9,27,3,17,3,17,4,22,3,20,2,19,3,24,4,17,3,19,4,21,6,23,4,21,3,41,2,18,6,21,2,19,2,28,6,21,4,56,8,23,3,19,2,23,1,18,2,20,7,22,9,31,3,16,3,16,4,17,8,27,5,39,8,34,3,28,8,28,4,24,3,17,4,20,4,37,4,23,5,38,2,32,2,12,3,28,4,75,7,30,3,22,2,15,1,21,1,14,3,17,10,60,4,60,4,19,4,19,5,30,4,16,2,23,3,17,4,18,2,26,5,23,4,24,9,38,7,37,6,25,7,26,5,28,4,25,8,25,4,26,3,30,2,19,1,19,3,21,4,22,1,22,2,22,3,24,2,34,3,22,1,13,3,26,3,12,3,20,1,14,3,17,1,16,4,19,2,20,1,19,1,14,4,22,2,18,2,23,5,28,5,20,4,19,5,34,5,26,5,34,6,33,2,21,4,34,7,29,4,22,3,27,2,19,1,15,2,20,4,40,10,32,3,27,5,33,6,31,4,24,5,20,4,30,5,35,6,26,6,30,9,38,6,32,3,25,8,34,4,21,6,30,3,21,2,19,6,22,3,26,4,22,4,21,4,22,7,34,5,28,5,31,4,46,3,29,2,22,4,27,2,15,3,17,3,28,1,28,3,18,2,11,1,15,1,11,3,14,1,11
251,1,21,2,17,2,20,3,22,4,16,1,13,2,17,1,21,3,21,2,24,2,18,1,9,2,14,1,29,1,31,1,15,8,26,3,18,3,19,5,20,2,22,3,29,3,31,6,23,2,24,4,17,4,21,3,24,3,20,2,20,4,17,4,19,4,21,5,25,2,20,3,38,1,18,3,24,3,20,3,23,6,18,5,52,6,22,3,21,4,20,1,20,3,27,6,25,8,35,2,26,2,16,4,17,8,31,5,40,9,43,5,38,6,34,3,23,3,15,3,21,4,35,3,22,4,39,4,27,1,13,4,29,4,65,5,34,4,20,3,13,1,17,1,17,3,14,7,53,4,52,4,20,4,22,4,26,4,15,3,20,2,16,4,20,3,20,3,23,3,24,5,31,6,32,6,24,5,23,7,30,4,25,9,25,6,26,3,28,1,14,1,17,2,24,4,21,1,26,2,18,2,30,2,30,3,27,1,11,2,22,3,12,4,20,2,14,3,21,3,16,5,20,2,22,1,21,1,15,4,24,2,18,3,17,3,24,4,19,5,17,6,28,4,28,4,36,6,31,4,24,5,47,6,30,6,30,4,26,2,20,1,18,3,17,4,29,12,36,5,26,5,37,6,31,5,27,5,22,3,23,5,38,4,34,6,22,9,36,7,26,3,25,8,33,5,22,4,28,3,21,3,16,5,23,5,29,4,25,4,21,4,26,5,30,5,31,6,19,4,34,3,24,2,22,5,24,3,15,3,17,3,21,1,27,3,18,2,10,2,15,1,11,1,13,1,13
252,1,19,3,14,3,25,4,24,3,15,2,14,2,19,1,17,2,28,1,18,2,21,3,8,2,15,3,31,1,29,1,20,9,24,3,19,4,21,4,19,4,23,3,30,5,30,6,25,3,17,5,17,4,26,4,22,4,19,3,20,2,20,3,20,4,22,5,21,3,20,3,37,2,16,4,22,2,22,3,22,6,19,4,70,7,24,2,17,4,20,1,17,3,21,7,20,8,41,3,18,2,16,4,19,6,26,6,45,8,37,5,34,7,34,3,24,5,20,4,19,4,33,3,24,5,35,3,32,1,15,3,26,4,58,6,26,3,19,2,10,1,17,1,14,3,20,10,50,3,50,3,22,4,21,4,27,3,14,2,16,2,20,4,21,2,24,5,24,3,25,5,37,8,30,7,26,7,26,8,29,4,23,8,25,5,28,2,36,1,18,1,16,3,21,4,23,1,20,3,19,3,24,1,28,3,22,1,12,2,19,2,13,3,26,3,16,3,19,2,15,5,21,2,23,1,19,1,14,3,19,2,19,3,21,4,26,4,21,3,20,6,26,5,24,5,32,6,31,3,23,6,43,5,26,4,27,3,25,2,16,2,16,3,18,4,30,11,33,4,27,5,32,4,28,5,24,6,25,3,22,5,30,5,28,7,31,10,41,5,29,4,29,10,50,4,23,5,27,3,23,2,16,7,20,3,25,4,20,4,16,4,29,5,29,4,29,3,21,4,39,3,25,3,22,5,22,2,15,2,20,3,26,1,30,3,17,1,13,1,14,1,11,2,14,1,12
253,1,22,2,15,2,20,4,24,4,20,1,14,2,24,1,23,3,27,2,16,4,18,2,11,2,13,2,29,1,26,2,18,9,29,2,19,2,24,3,17,4,23,5,31,5,35,8,22,4,18,4,17,4,21,2,23,3,20,4,22,2,15,3,19,4,22,4,20,3,19,4,31,1,20,6,20,4,20,3,27,5,19,5,73,6,22,3,19,3,18,1,18,2,21,8,23,8,51,3,19,2,15,4,17,5,28,7,58,9,40,5,33,6,40,3,26,2,19,4,20,3,32,3,18,4,30,2,27,1,18,4,27,3,60,4,31,2,22,2,9,2,17,1,19,4,23,7,57,4,49,2,20,4,21,3,23,2,18,3,18,4,15,5,21,3,20,4,28,3,25,7,31,6,35,6,28,6,28,6,28,4,26,6,32,6,25,3,29,1,15,1,18,4,32,2,28,1,25,2,23,3,28,2,28,6,22,2,13,2,21,2,10,2,28,2,16,2,18,3,17,3,20,2,19,1,17,1,14,3,21,2,19,2,18,2,28,5,21,6,22,6,27,5,27,4,31,5,33,3,23,7,46,6,25,5,25,4,23,2,17,1,18,3,16,5,34,12,32,5,28,4,43,6,31,3,30,5,24,4,26,4,32,4,28,5,26,10,35,6,24,1,28,6,42,4,21,5,30,3,20,2,17,6,22,4,26,3,23,4,21,4,26,5,29,4,28,5,20,4,48,3,28,4,23,6,25,3,18,3,16,4,17,1,28,4,15,1,13,2,12,2,10,2,19,1,11
254,1,21,3,16,4,21,3,18,2,17,1,14,1,21,2,20,3,22,2,19,2,20,1,11,2,14,2,27,2,27,1,23,9,21,2,19,4,26,3,20,3,25,4,31,5,37,6,25,2,21,6,15,3,23,2,23,4,21,3,22,4,19,3,19,5,24,4,19,4,22,2,35,1,16,4,21,4,21,4,28,6,20,4,78,6,22,3,22,3,20,1,14,4,20,6,24,6,49,2,17,2,18,4,15,8,28,6,64,10,43,4,46,7,42,4,24,3,23,4,19,4,30,4,22,5,32,3,24,1,12,2,20,4,65,4,23,3,19,2,12,1,15,1,16,3,24,8,40,3,45,5,20,5,18,3,22,3,14,4,17,3,18,5,25,3,23,6,25,3,30,5,47,7,31,6,28,6,24,6,35,3,22,9,27,5,33,4,30,1,16,1,21,3,25,3,22,1,22,2,20,3,24,2,32,3,24,2,11,2,21,3,12,4,23,3,19,4,24,1,16,5,22,4,20,1,16,1,20,3,18,2,17,3,17,5,23,6,24,3,22,4,26,4,26,5,33,3,36,2,25,6,43,7,28,2,26,3,26,2,15,1,20,2,13,3,37,12,29,6,26,6,38,4,37,4,25,4,24,3,28,5,22,5,22,5,25,11,40,5,28,3,24,8,41,4,21,4,25,4,19,1,17,6,20,4,33,4,28,2,22,5,30,6,27,5,28,3,19,4,47,3,32,4,24,5,22,2,17,2,18,4,19,1,29,3,17,1,21,2,13,2,13,3,14,1,13
255,1,21,3,16,4,20,3,19,5,17,1,12,3,19,1,19,2,25,1,18,2,18,1,10,2,11,3,29,1,24,1,18,7,24,3,19,4,24,3,17,3,21,3,36,6,26,6,25,2,16,3,18,5,23,3,29,3,23,3,24,3,19,5,23,4,23,4,21,3,18,4,27,2,18,5,22,3,22,3,24,5,17,5,85,8,18,3,20,5,20,1,19,2,19,6,23,10,51,3,18,1,15,3,17,6,37,6,68,6,60,3,50,4,45,4,23,3,16,4,22,5,35,3,21,3,37,2,28,1,14,3,22,2,57,4,28,2,18,2,12,1,15,1,17,4,28,8,46,3,41,4,21,5,19,4,24,3,15,2,23,4,17,4,25,2,23,3,23,4,29,7,43,6,30,6,26,7,24,8,32,4,23,8,25,6,27,3,31,1,16,1,21,4,25,4,25,1,26,1,23,3,20,2,25,3,22,1,11,3,23,2,11,4,25,2,16,4,18,2,14,3,19,3,22,1,19,1,16,3,22,1,21,3,23,6,23,4,21,5,20,6,24,4,25,5,36,4,28,4,24,4,43,7,22,3,27,3,27,2,15,2,15,3,14,5,28,15,32,5,30,5,40,5,28,4,23,5,23,3,29,5,22,6,25,6,38,11,36,6,28,4,25,10,42,5,21,1,29,3,20,2,16,6,22,4,26,3,22,4,25,3,25,6,24,5,28,5,19,5,44,3,29,3,30,4,22,2,21,4,16,4,21,1,35,3,18,1,16,1,17,1,12,2,15,1,13
256,1,19,3,14,2,24,3,23,5,16,2,19,2,24,2,18,2,24,2,15,3,20,2,9,2,11,2,30,1,27,1,17,8,28,3,19,5,26,2,27,4,27,4,28,7,30,7,22,4,16,3,18,4,26,4,20,3,21,4,21,5,22,4,22,5,21,4,23,4,18,3,27,2,13,5,22,5,19,4,24,5,18,5,87,6,20,4,23,4,20,1,18,3,22,4,22,11,52,3,20,2,25,3,18,6,30,4,74,11,53,3,43,10,51,4,26,3,16,3,22,4,28,3,20,5,32,3,25,1,11,1,18,3,52,6,26,3,15,1,13,1,16,1,15,3,21,9,37,3,44,6,19,2,18,5,26,3,16,4,19,3,17,4,20,4,23,4,23,4,36,6,43,7,34,5,25,5,23,7,26,3,24,8,26,6,30,4,29,1,18,1,21,3,23,6,23,1,24,3,20,2,26,2,30,2,22,1,20,3,31,3,13,4,22,2,15,3,20,3,18,3,24,2,17,1,20,1,20,3,22,3,21,4,19,5,24,6,23,3,21,6,24,3,25,3,39,3,28,2,23,5,36,6,24,3,28,3,23,2,14,1,12,2,14,5,32,12,33,3,28,4,36,5,26,4,26,5,23,3,33,6,26,4,25,6,23,8,29,8,29,3,23,8,34,5,23,3,27,3,20,2,15,7,20,3,28,3,24,4,19,4,22,6,22,5,28,3,21,4,40,3,32,3,27,4,24,3,17,3,20,3,21,1,28,4,16,1,18,2,18,2,12,2,14,1,12
257,2,16,3,15,3,19,5,21,3,22,1,14,2,21,2,20,1,21,2,19,3,18,2,9,2,13,2,27,1,31,1,21,7,27,3,19,3,23,3,16,5,21,4,42,6,25,7,23,3,22,4,18,3,25,1,25,2,19,5,27,5,23,4,23,5,22,4,23,3,23,2,26,2,15,4,23,4,20,3,27,6,17,5,95,6,20,4,19,5,21,1,11,3,20,7,26,6,58,3,21,2,18,3,16,4,30,6,75,9,46,3,40,10,44,4,23,4,16,4,21,5,26,2,21,5,29,2,27,1,12,3,21,3,52,6,22,3,16,2,11,1,15,1,16,3,23,5,39,4,45,5,20,4,22,5,21,4,17,2,22,3,18,4,21,3,22,5,22,3,26,7,31,7,32,5,23,5,25,9,29,3,30,6,25,4,28,2,29,1,18,1,19,3,24,4,24,1,23,2,27,3,28,2,33,2,21,1,14,1,20,2,14,4,21,2,15,3,22,2,15,4,22,1,18,1,23,1,13,4,21,2,19,3,18,6,26,5,24,3,18,7,27,4,29,5,43,5,32,4,27,5,43,6,27,4,29,3,34,1,15,1,17,2,14,4,34,13,38,4,27,7,39,7,30,4,22,5,22,4,31,5,23,4,24,6,25,9,32,7,28,2,22,6,32,5,27,4,26,4,26,2,17,6,21,3,34,3,24,4,18,4,22,4,28,5,31,3,19,4,45,3,26,2,24,5,21,3,21,3,16,3,19,1,26,4,17,1,17,2,19,2,12,2,16,1,14
258,1,19,2,14,4,30,4,21,3,16,2,12,1,14,1,17,3,22,2,16,2,18,2,10,2,14,4,29,1,30,2,19,10,21,4,19,4,29,2,17,3,24,3,27,5,27,7,22,3,22,3,20,5,26,4,23,3,19,3,23,5,18,5,28,5,21,5,22,4,18,2,27,2,15,4,22,4,19,2,27,4,20,4,107,5,19,3,20,3,25,1,16,4,18,7,21,7,55,3,22,2,18,3,19,5,28,7,87,9,43,3,48,8,49,4,23,5,17,3,22,4,24,3,20,3,27,4,23,1,12,2,22,4,49,3,22,2,16,1,12,1,17,1,16,3,21,7,40,4,40,3,20,5,24,4,20,4,14,3,22,2,18,3,23,2,25,4,25,3,30,6,39,7,40,5,30,4,21,6,31,3,27,5,28,5,30,1,33,1,17,1,16,3,25,3,24,1,22,2,21,3,24,2,26,3,28,1,10,1,22,2,11,4,28,2,15,4,20,1,14,5,19,3,17,1,20,1,14,4,20,2,16,2,18,4,25,3,20,4,19,4,24,2,25,5,31,4,39,4,21,6,42,7,24,4,28,3,26,2,21,1,14,2,19,4,35,12,40,6,24,4,39,4,27,4,22,4,23,4,28,5,25,5,28,7,26,11,31,4,32,2,24,9,39,4,20,3,23,4,20,2,20,6,22,3,42,5,26,5,18,4,24,6,21,4,26,4,17,4,40,2,31,3,26,5,21,4,18,3,15,3,18,1,28,3,17,1,18,2,13,1,13,2,16,1,14
259,2,18,1,20,4,21,4,23,3,20,1,15,2,13,1,18,2,25,2,16,2,17,2,11,2,13,3,33,1,27,2,18,7,25,3,16,5,31,4,20,4,23,3,29,6,26,8,22,3,20,4,15,4,22,2,26,4,17,5,21,5,23,5,21,4,20,4,22,4,20,2,27,2,22,6,21,4,17,3,23,3,18,4,98,4,23,5,25,3,22,1,14,3,16,4,23,8,59,3,19,2,19,3,17,7,30,3,87,9,43,4,51,9,51,5,22,4,16,4,24,4,26,3,17,3,24,3,26,1,11,2,25,4,51,6,22,3,16,2,12,1,16,1,14,4,20,7,37,4,37,5,21,2,20,4,17,3,19,3,18,3,16,5,29,3,21,2,26,4,32,8,32,6,29,5,28,7,25,8,33,2,27,8,25,5,32,3,31,1,22,1,19,4,27,4,24,1,21,3,23,3,22,2,27,3,22,1,10,2,24,1,12,4,23,1,19,3,18,2,15,4,19,3,27,1,18,1,14,3,21,2,17,3,18,5,25,3,23,4,20,9,23,4,27,3,36,6,37,3,28,5,43,6,21,4,28,3,23,2,17,1,15,2,16,2,27,13,36,5,26,4,38,5,30,4,28,4,23,3,29,4,21,5,24,6,29,9,33,6,23,3,24,7,31,4,24,3,24,4,20,2,16,6,24,6,34,4,32,4,23,5,26,7,35,5,36,4,20,5,42,3,29,3,22,6,20,3,19,2,20,4,26,1,36,3,16,2,17,2,13,2,10,2,15,1,13
260,2,17,2,14,4,22,3,22,5,15,1,15,2,19,1,17,1,20,2,17,3,18,2,9,2,15,2,29,1,26,1,17,6,28,3,17,3,22,3,17,5,21,3,29,5,25,7,24,3,21,4,19,5,22,3,25,3,23,4,22,3,18,3,21,3,22,4,21,2,20,2,23,2,13,5,21,3,21,4,23,4,17,4,107,6,23,3,18,3,25,1,13,2,18,6,23,9,66,2,16,2,19,3,19,4,31,5,85,7,47,3,58,10,54,4,23,4,18,2,19,3,32,3,19,3,25,2,19,1,11,2,23,4,51,5,22,2,18,2,11,1,15,1,15,2,23,6,31,4,38,5,20,4,18,3,21,2,15,3,20,3,16,4,23,3,22,3,24,4,34,7,38,8,35,6,27,3,21,7,32,4,22,9,30,7,35,2,32,1,18,1,25,4,25,4,31,1,21,2,21,2,31,1,31,3,21,1,12,2,24,2,12,4,26,1,18,4,22,1,14,5,22,4,21,1,20,1,14,4,27,3,18,4,21,3,27,7,20,4,23,5,25,5,27,6,39,3,28,4,29,4,46,6,22,5,31,3,28,2,14,1,16,2,16,4,34,9,29,6,26,5,38,6,31,4,23,4,23,4,25,5,23,5,32,7,31,8,34,5,27,3,24,9,34,4,22,3,21,4,22,2,17,6,21,3,32,3,26,3,17,4,25,9,45,6,50,4,27,5,41,3,26,3,21,4,18,1,20,3,18,5,24,1,42,4,20,1,16,2,17,2,12,2,16,1,13
261,1,16,2,14,4,20,3,23,4,20,2,15,2,21,1,15,2,19,2,20,3,18,2,9,2,17,1,28,1,30,2,20,10,28,2,17,4,22,2,19,2,20,3,27,5,26,6,25,5,20,3,16,4,27,4,24,3,20,5,22,4,18,5,17,5,23,5,28,4,20,3,26,1,15,5,19,4,22,4,22,5,18,3,106,5,18,3,19,3,19,1,16,3,17,7,22,9,63,3,19,2,16,4,14,7,32,6,87,9,45,3,65,10,67,3,23,4,17,3,21,2,27,5,21,5,26,2,23,1,10,3,19,4,55,5,20,1,15,2,10,2,14,1,13,4,19,7,33,3,37,4,21,2,21,4,23,3,17,4,18,2,17,3,23,3,20,6,27,3,41,6,44,7,34,9,34,7,24,7,29,4,24,6,29,5,35,2,32,1,18,1,23,4,24,5,23,1,27,2,18,1,19,2,29,5,22,2,10,3,20,1,10,4,24,2,16,3,22,2,15,5,19,2,24,1,18,1,15,3,29,2,20,2,20,6,29,5,22,4,18,6,23,4,27,5,39,4,31,4,24,5,46,6,28,5,30,3,27,2,16,1,16,3,12,4,30,9,35,5,39,4,37,5,31,4,20,3,26,3,30,4,23,4,26,5,27,7,33,6,27,2,19,5,34,5,21,2,22,3,19,2,16,7,21,3,27,4,24,4,22,4,23,8,47,4,48,5,23,5,39,3,25,3,21,3,24,2,16,2,20,5,24,2,42,4,16,1,14,2,13,1,17,3,16,1,12
262,1,14,2,14,2,24,3,22,2,17,2,18,2,16,1,19,2,23,3,18,3,19,1,10,3,11,2,24,1,28,1,24,6,29,3,16,5,24,2,17,4,25,3,31,4,22,7,19,3,20,4,17,3,20,2,23,3,18,4,26,2,22,4,21,4,25,3,24,4,20,2,25,2,15,4,21,4,19,4,24,6,20,4,101,4,20,4,16,4,25,1,15,1,18,6,23,8,52,3,19,2,14,3,17,6,27,6,79,10,44,4,49,9,53,4,23,4,19,4,22,5,24,3,26,5,25,3,20,1,10,3,21,4,53,4,25,2,15,2,10,1,18,1,14,4,20,5,32,3,33,5,19,5,22,4,21,2,18,2,19,2,18,4,27,4,20,5,26,3,33,6,44,6,37,7,29,6,20,7,29,2,24,8,31,6,32,2,37,1,17,1,21,3,25,6,29,1,21,2,21,2,25,2,30,3,21,1,12,2,23,2,8,2,23,2,20,4,26,1,14,5,21,2,21,1,18,1,17,5,22,2,18,3,23,6,23,5,20,4,21,6,23,4,28,5,31,5,29,4,24,3,48,6,24,5,29,3,23,3,16,1,14,2,14,4,29,12,36,6,26,6,40,6,31,4,31,5,25,4,25,5,25,6,25,6,27,9,38,6,27,3,20,5,31,3,21,2,22,5,22,3,14,5,18,4,33,3,23,4,17,4,25,8,48,5,44,5,25,3,47,3,25,3,20,6,20,2,16,3,17,4,25,1,33,2,21,1,14,2,14,2,14,2,14,1,17
263,2,15,2,15,3,19,4,18,3,17,1,15,2,15,1,16,1,22,2,25,3,21,2,11,2,13,3,26,1,26,1,20,7,29,3,17,3,26,2,20,4,23,3,26,4,26,7,24,3,18,4,21,4,23,2,22,3,14,4,21,4,16,4,23,3,24,5,21,4,22,3,20,1,16,6,25,3,20,3,21,6,17,5,84,4,21,2,21,4,20,1,14,3,20,7,22,7,50,3,17,2,17,3,20,6,28,4,80,7,39,5,59,10,63,3,23,3,17,4,22,5,27,3,22,4,22,4,18,1,10,2,19,3,53,3,18,1,16,1,12,1,14,1,15,4,20,5,35,3,35,4,20,3,29,3,20,3,13,2,16,3,16,5,27,3,22,6,28,3,40,9,37,8,35,6,31,4,19,6,31,4,26,7,30,6,32,2,35,1,18,1,32,4,28,4,25,2,23,2,23,2,20,1,30,4,22,1,14,3,25,3,11,3,21,2,17,5,17,1,14,4,32,3,22,1,16,1,21,3,22,2,22,4,21,3,25,3,21,3,17,6,22,3,26,4,29,4,30,3,25,6,47,7,41,5,41,3,35,2,15,1,18,2,17,3,32,11,43,5,39,5,42,7,34,4,25,5,25,5,32,5,20,4,25,7,30,12,40,4,30,2,27,8,30,5,21,3,20,3,19,2,15,5,20,3,37,4,25,2,17,3,23,9,42,5,46,6,20,5,47,3,24,4,29,4,20,3,16,2,20,4,20,1,36,3,16,2,12,1,12,2,12,2,14,1,15
264,1,12,2,14,3,26,4,19,3,17,2,17,1,13,2,15,3,19,3,25,4,21,2,11,2,11,2,26,1,25,1,19,10,26,3,19,4,21,2,18,4,26,3,24,5,22,8,21,4,17,4,17,4,24,2,24,3,21,4,20,3,16,3,24,5,23,6,23,2,17,2,18,1,16,5,22,4,19,2,19,5,17,4,95,6,18,3,19,4,23,1,14,2,20,6,20,9,61,3,17,2,14,3,17,4,28,5,85,8,41,4,52,12,55,3,26,3,19,4,22,4,27,4,23,4,26,2,18,1,9,2,18,3,52,4,23,2,15,2,10,2,16,1,19,4,19,6,29,4,36,5,23,5,22,4,22,4,16,3,20,3,14,4,23,2,17,5,26,3,31,8,51,7,34,8,30,4,18,7,26,2,27,7,25,4,30,2,30,1,19,1,33,3,26,4,26,1,25,2,21,2,23,2,31,3,20,1,11,2,24,3,11,4,21,2,19,3,26,2,14,3,21,2,19,1,23,1,15,4,23,3,18,3,19,5,24,5,19,5,22,4,25,4,27,5,33,4,28,3,24,7,45,5,47,6,45,4,28,2,16,1,14,3,13,4,30,11,44,5,50,5,40,6,34,4,25,5,23,4,33,3,21,5,26,7,28,10,33,5,36,2,22,6,33,5,20,3,20,3,18,3,15,4,21,4,31,3,23,5,19,4,23,8,43,5,46,4,19,4,44,3,25,4,24,4,23,2,20,4,19,4,24,1,34,3,17,1,11,1,12,2,13,2,14,1,13
265,1,17,2,17,2,20,2,20,4,15,1,17,1,15,1,20,3,20,3,22,4,21,1,11,1,11,3,25,2,25,2,20,9,25,2,15,4,19,3,22,5,25,3,28,4,27,8,23,3,18,3,15,5,19,2,23,2,22,4,19,4,21,3,28,5,27,5,28,3,20,2,20,1,14,5,21,4,20,2,23,6,22,4,88,5,20,3,21,4,20,1,12,3,19,6,22,6,50,3,18,2,16,3,20,4,27,4,75,9,40,3,59,8,60,2,30,5,17,3,21,3,28,3,25,4,20,2,16,1,10,2,21,3,54,2,21,1,14,1,10,1,17,1,13,5,21,4,31,4,31,3,22,4,24,5,18,3,15,3,20,4,18,5,24,2,22,6,24,3,39,10,48,8,32,8,35,5,32,8,29,4,31,7,26,6,36,2,31,1,21,1,23,4,30,4,24,2,29,2,19,2,21,1,27,4,23,2,10,2,25,2,12,3,24,2,18,3,19,2,17,4,23,3,22,1,22,1,15,4,22,2,16,3,17,3,22,3,20,3,19,7,22,4,25,4,31,5,32,3,26,7,47,7,39,8,45,2,32,2,16,1,12,3,15,5,30,9,38,5,53,5,37,7,33,3,26,5,22,5,32,4,21,5,29,7,28,8,37,3,24,3,26,3,32,2,18,2,19,3,18,3,16,4,22,5,38,4,24,4,21,3,20,8,34,5,41,4,21,5,43,3,28,3,31,4,20,3,15,3,18,2,28,2,28,4,18,1,12,2,13,2,10,2,12,1,17
266,1,25,2,15,3,22,3,20,4,16,1,16,2,14,1,18,2,20,3,27,3,21,1,9,1,13,3,24,1,32,1,25,11,31,3,16,4,19,3,17,3,23,3,24,2,19,8,23,2,21,4,18,4,21,2,23,3,26,4,24,3,24,3,20,3,23,4,25,3,19,2,24,2,13,5,22,4,17,4,20,6,27,4,91,4,17,3,20,4,17,1,14,4,20,5,20,8,46,2,17,2,17,4,17,6,29,5,71,8,39,3,54,11,61,4,24,4,16,3,23,5,25,4,22,4,20,3,15,1,9,2,21,3,57,4,19,2,14,2,12,2,15,1,14,3,22,7,32,4,32,3,23,4,25,4,18,3,18,3,22,3,16,5,26,3,25,5,26,4,35,12,47,6,35,6,25,5,24,6,30,4,28,7,34,4,25,2,30,1,16,1,25,3,21,4,28,1,21,2,25,3,22,2,27,3,23,2,12,2,22,2,13,4,22,2,16,4,19,2,14,3,19,2,20,1,25,1,13,4,20,3,18,2,17,3,21,5,24,5,18,7,23,5,24,4,35,5,29,4,23,7,49,5,40,7,36,3,29,2,13,2,19,2,14,4,35,13,44,6,41,3,43,7,31,4,24,5,24,4,30,4,20,3,27,7,29,10,35,6,26,3,21,7,32,5,18,2,20,3,18,2,15,5,19,3,27,4,20,3,17,4,19,5,32,4,36,4,20,5,55,4,27,4,19,4,19,2,15,1,19,3,22,1,29,3,15,1,12,2,15,2,13,2,13,1,14
