 ,Min1,Max1,Min2,Max2,Min3,Max3,Min4,Max4,Min5,Max5,Min6,Max6,Min7,Max7,Min8,Max8,Min9,Max9,Min10,Max10,Min11,Max11,Min12,Max12,Min13,Max13,Min14,Max14,Min15,Max15,Min16,Max16,Min17,Max17,Min18,Max18,Min19,Max19,Min20,Max20,Min21,Max21,Min22,Max22,Min23,Max23,Min24,Max24,Min25,Max25,Min26,Max26,Min27,Max27,Min28,Max28,Min29,Max29,Min30,Max30,Min31,Max31,Min32,Max32,Min33,Max33,Min34,Max34,Min35,Max35,Min36,Max36,Min37,Max37,Min38,Max38,Min39,Max39,Min40,Max40,Min41,Max41,Min42,Max42,Min43,Max43,Min44,Max44,Min45,Max45,Min46,Max46,Min47,Max47,Min48,Max48,Min49,Max49,Min50,Max50,Min51,Max51,Min52,Max52,Min53,Max53,Min54,Max54,Min55,Max55,Min56,Max56,Min57,Max57,Min58,Max58,Min59,Max59,Min60,Max60,Min61,Max61,Min62,Max62,Min63,Max63,Min64,Max64,Min65,Max65,Min66,Max66,Min67,Max67,Min68,Max68,Min69,Max69,Min70,Max70,Min71,Max71,Min72,Max72,Min73,Max73,Min74,Max74,Min75,Max75,Min76,Max76,Min77,Max77,Min78,Max78,Min79,Max79,Min80,Max80,Min81,Max81,Min82,Max82,Min83,Max83,Min84,Max84,Min85,Max85,Min86,Max86,Min87,Max87,Min88,Max88,Min89,Max89,Min90,Max90,Min91,Max91,Min92,Max92,Min93,Max93,Min94,Max94,Min95,Max95,Min96,Max96,Min97,Max97,Min98,Max98,Min99,Max99,Min100,Max100,Min101,Max101,Min102,Max102,Min103,Max103,Min104,Max104,Min105,Max105,Min106,Max106,Min107,Max107,Min108,Max108,Min109,Max109,Min110,Max110,Min111,Max111,Min112,Max112,Min113,Max113,Min114,Max114,Min115,Max115,Min116,Max116,Min117,Max117,Min118,Max118,Min119,Max119,Min120,Max120,Min121,Max121,Min122,Max122,Min123,Max123,Min124,Max124,Min125,Max125,Min126,Max126,Min127,Max127,Min128,Max128,Min129,Max129,Min130,Max130,Min131,Max131,Min132,Max132,Min133,Max133,Min134,Max134,Min135,Max135,Min136,Max136,Min137,Max137,Min138,Max138,Min139,Max139,Min140,Max140,Min141,Max141,Min142,Max142,Min143,Max143,Min144,Max144,Min145,Max145,Min146,Max146,Min147,Max147,Min148,Max148,Min149,Max149,Min150,Max150,Min151,Max151,Min152,Max152,Min153,Max153,Min154,Max154,Min155,Max155,Min156,Max156,Min157,Max157,Min158,Max158,Min159,Max159,Min160,Max160,Min161,Max161,Min162,Max162,Min163,Max163,Min164,Max164,Min165,Max165,Min166,Max166,Min167,Max167,Min168,Max168,Min169,Max169,Min170,Max170,Min171,Max171,Min172,Max172,Min173,Max173
2320,2,12,2,15,3,26,4,32,3,19,3,15,1,22,2,29,6,24,3,25,5,29,2,20,4,20,6,26,1,35,1,32,9,39,7,21,6,23,12,35,7,29,5,27,4,28,7,22,5,19,4,19,3,23,2,23,2,17,4,22,4,19,4,23,3,20,4,24,3,18,1,15,1,13,5,20,4,20,4,25,6,22,5,42,7,32,8,36,8,41,1,15,2,32,13,46,6,29,6,28,2,15,2,32,6,34,7,37,7,25,4,22,4,26,5,24,4,19,6,19,5,21,2,21,4,17,2,11,1,8,1,14,2,30,4,17,1,15,1,7,1,15,1,17,6,20,5,21,4,28,3,20,4,17,4,19,3,14,1,16,3,18,3,28,2,46,5,29,2,19,6,29,4,28,5,23,10,40,10,50,4,19,5,23,5,20,2,20,1,18,1,25,2,22,3,27,3,24,4,18,3,24,3,27,6,37,1,17,3,33,3,12,6,31,2,22,8,31,2,18,7,35,1,16,1,17,1,15,3,16,2,15,2,23,6,23,5,19,6,34,11,32,6,29,3,32,3,24,4,22,4,26,7,22,4,20,3,25,4,19,2,31,2,16,4,23,3,23,9,45,3,32,4,21,9,28,5,26,4,25,5,24,5,28,4,23,4,60,17,51,3,22,5,24,4,19,3,11,2,20,2,16,6,25,3,28,4,36,5,16,5,29,4,23,5,25,3,18,4,80,2,30,2,17,5,18,2,13,2,17,4,23,1,26,3,15,1,10,1,12,1,14,2,24,2,14
2321,2,11,2,14,3,23,3,25,3,19,2,17,3,17,1,34,5,26,3,29,6,24,4,16,3,20,3,24,1,36,3,31,12,42,6,21,6,23,6,40,8,31,4,31,6,27,8,21,3,24,4,19,3,22,3,21,2,18,3,24,3,16,4,25,4,28,4,21,2,15,1,16,1,12,4,22,3,23,5,24,6,22,5,36,6,31,8,36,8,37,1,16,4,34,12,39,9,33,4,24,2,17,3,27,6,37,10,39,5,27,4,26,5,29,4,22,4,19,5,25,3,22,2,20,4,19,2,10,1,6,2,16,2,32,3,18,2,14,1,10,1,19,1,16,6,20,5,24,4,28,4,23,4,19,2,15,2,14,2,24,2,18,4,35,3,44,5,26,3,22,5,22,5,26,5,19,10,42,8,52,4,28,5,18,4,19,2,16,2,19,2,27,4,21,3,24,2,21,3,23,3,26,1,29,8,30,2,18,3,23,2,11,4,30,3,21,6,35,3,17,4,34,3,18,1,21,1,14,3,15,1,15,2,24,4,24,5,21,6,26,8,29,6,32,3,34,3,26,2,21,3,28,4,21,3,23,2,21,3,16,2,25,2,17,4,31,5,19,6,49,4,31,3,21,10,33,6,24,5,25,5,28,6,26,4,23,5,53,15,52,2,20,3,26,3,21,2,16,2,22,3,15,5,23,3,20,2,30,3,21,5,27,5,20,2,22,2,15,4,79,3,27,3,19,4,16,2,13,2,15,2,24,1,23,2,14,1,9,2,16,1,14,2,15,2,13
2322,1,9,3,14,3,23,4,28,5,16,2,13,2,20,2,32,4,23,3,27,7,27,3,14,3,17,6,22,2,32,1,26,11,39,6,24,7,23,9,32,7,25,3,30,5,32,10,21,3,25,4,16,3,21,2,25,3,17,4,23,4,24,4,26,4,27,4,22,2,16,1,12,1,14,4,23,3,22,4,24,6,20,4,33,8,26,6,33,7,40,1,20,4,31,11,40,6,25,5,29,1,17,3,25,7,38,8,31,5,27,5,22,5,24,3,26,5,19,3,19,3,18,3,21,3,19,2,12,1,7,1,17,3,28,3,18,2,19,1,7,1,13,1,18,5,19,6,20,4,26,2,21,4,17,4,16,3,13,3,18,2,15,4,24,3,37,4,30,3,19,5,23,5,23,5,21,7,38,8,49,5,18,5,18,4,22,1,20,1,16,2,22,2,24,4,24,3,20,3,23,3,25,2,28,7,28,1,16,1,19,2,15,5,30,2,19,6,32,1,17,6,26,2,24,1,20,1,15,3,20,3,17,3,23,5,26,4,24,6,28,8,24,5,31,2,32,3,28,4,19,4,35,6,24,3,22,3,18,2,14,2,22,2,14,4,22,4,24,9,39,3,32,4,22,7,25,5,29,4,29,6,28,5,26,4,22,6,50,17,53,4,24,5,22,5,23,1,20,2,16,3,16,5,19,2,21,2,28,4,17,4,27,5,20,4,30,2,17,4,70,3,27,3,27,4,17,2,12,2,16,3,18,1,24,3,14,1,11,2,12,2,12,2,19,1,12
2323,1,10,2,19,4,25,4,30,3,19,2,15,2,18,1,26,5,24,3,25,4,28,2,15,3,19,2,25,2,32,2,29,10,43,7,24,7,24,9,31,5,24,2,32,5,30,4,22,4,20,2,16,2,21,3,21,2,17,4,23,3,17,5,29,5,26,4,24,2,16,2,13,1,13,7,22,4,22,5,21,6,21,5,37,7,30,5,36,7,42,1,14,3,30,11,32,7,27,5,26,1,17,2,35,4,39,9,32,7,30,5,19,3,25,3,24,4,16,4,20,3,21,4,18,3,18,2,12,1,11,2,16,2,33,2,20,2,14,1,9,1,13,1,16,6,17,4,22,4,22,4,19,4,17,3,18,3,15,3,17,2,25,4,29,4,42,3,24,3,20,5,25,3,23,4,23,10,27,7,51,6,22,6,17,2,22,2,19,1,15,1,19,3,25,3,29,1,21,3,23,2,26,3,29,4,33,1,14,2,22,2,14,4,31,2,16,5,30,3,18,6,25,1,17,1,22,1,15,3,15,2,16,3,24,4,25,4,23,6,37,9,30,7,28,3,27,3,26,3,20,5,32,5,22,4,21,2,20,3,23,3,22,3,19,4,39,4,27,7,44,3,36,4,24,7,25,4,25,4,32,5,25,5,23,5,22,6,40,13,43,4,22,5,30,3,37,2,16,3,18,2,15,3,30,2,30,4,27,3,21,4,39,4,20,3,24,3,18,5,71,3,30,2,17,5,17,2,16,3,18,3,22,2,24,3,19,1,10,1,12,1,13,2,14,1,13
2324,2,11,2,17,3,27,5,26,4,21,2,16,2,19,2,24,4,26,3,23,6,23,1,11,3,20,4,25,2,40,2,29,13,32,5,23,7,25,9,28,6,24,4,27,6,28,6,24,3,20,3,17,3,28,2,21,1,14,2,20,2,24,5,21,6,24,3,25,3,19,2,12,1,13,4,22,5,23,4,23,6,25,5,44,7,27,7,40,6,35,1,16,4,32,12,37,8,24,5,27,1,15,2,33,4,37,9,42,9,26,3,25,5,30,3,22,4,16,4,22,6,28,3,17,3,18,1,12,1,7,2,17,2,50,4,19,1,12,1,7,1,20,2,36,5,19,5,25,5,30,4,20,5,20,3,20,4,23,3,17,4,23,4,42,4,61,5,26,3,19,6,22,4,25,5,19,11,49,9,48,5,18,5,18,4,21,2,19,1,17,1,24,2,27,3,29,2,26,2,21,3,21,2,29,4,30,1,15,2,21,2,12,4,32,3,19,7,42,2,18,6,25,3,17,1,21,1,14,2,16,2,16,3,22,5,20,5,22,7,27,8,32,6,30,3,28,5,29,4,24,5,29,6,18,5,22,2,20,2,17,3,24,3,19,4,39,4,22,7,39,4,32,5,20,6,26,5,21,4,26,6,25,6,27,4,25,7,42,14,43,3,24,3,28,3,31,2,15,3,21,2,15,6,22,1,26,4,27,3,22,6,29,4,23,3,26,3,16,5,65,3,32,3,17,4,18,2,12,2,15,4,22,1,21,3,15,1,10,2,12,1,12,1,17,1,12
2325,1,13,2,17,6,22,4,30,4,19,1,12,2,16,2,25,4,23,3,22,5,24,2,20,3,18,5,23,2,39,2,30,11,35,5,27,6,24,7,22,4,23,3,26,5,30,10,23,4,25,4,18,3,35,3,22,2,16,3,24,2,24,5,22,5,28,5,22,3,18,2,16,1,17,2,21,3,23,5,25,7,22,6,45,7,29,6,35,10,31,1,14,3,32,12,34,8,29,5,32,2,16,4,28,6,36,9,40,8,31,3,21,5,24,3,23,4,16,4,23,6,22,3,21,3,23,1,12,1,8,1,15,3,50,3,18,2,12,1,8,1,15,3,52,5,23,6,28,5,27,4,23,5,20,6,21,5,19,4,19,3,21,5,43,6,67,3,21,4,21,7,26,4,25,5,23,7,34,5,49,4,17,5,21,4,20,2,17,1,21,1,24,3,23,3,24,2,29,3,19,3,26,1,29,4,30,1,17,2,23,3,14,3,32,2,18,4,30,2,15,6,26,1,21,1,17,1,14,2,16,1,12,3,25,4,20,4,21,7,28,8,28,6,25,4,29,2,29,3,20,4,35,6,24,3,21,3,21,2,21,1,24,2,22,5,35,4,21,8,37,4,30,2,25,6,26,3,25,5,26,5,25,4,29,5,25,6,43,14,37,2,31,4,26,4,28,2,17,2,23,3,16,5,24,3,23,3,35,3,16,6,27,2,17,3,23,2,16,3,69,2,30,2,18,4,21,2,14,3,15,4,22,1,34,3,15,2,13,1,12,1,14,2,14,1,11
2326,1,13,2,16,4,24,4,31,4,19,2,16,3,19,2,26,5,24,2,17,3,21,2,12,3,17,4,24,1,34,2,27,10,36,4,23,5,21,7,27,5,22,4,25,3,27,7,25,3,24,6,22,4,27,4,23,2,17,3,23,3,24,4,21,6,26,5,25,3,21,2,15,1,15,3,24,4,27,5,22,7,29,6,37,8,26,5,32,8,34,1,22,2,30,11,32,9,29,3,21,2,21,3,28,6,34,8,35,9,31,4,22,3,31,3,22,4,19,3,24,6,25,3,20,4,22,2,13,1,9,2,13,2,39,3,17,1,12,1,8,1,18,2,48,4,23,5,23,4,24,5,21,7,22,4,20,3,19,3,20,4,25,5,42,4,70,5,22,3,18,4,28,5,26,4,29,10,35,7,51,5,20,3,17,7,21,2,17,2,15,2,24,2,28,4,20,2,22,2,20,4,22,2,33,5,28,1,12,2,25,2,12,4,30,3,17,5,31,1,17,7,26,2,24,1,23,1,15,3,19,3,20,5,24,5,25,6,19,6,26,8,26,6,25,3,27,3,26,3,19,4,29,5,22,3,23,2,22,3,19,2,27,2,19,4,35,4,19,7,37,4,28,4,22,6,23,5,25,4,22,7,27,4,22,4,25,5,42,12,40,2,22,3,25,3,27,2,14,2,18,3,14,6,25,2,21,3,28,4,17,3,26,6,29,5,32,3,19,5,61,2,34,2,22,5,18,3,13,2,20,3,23,1,38,3,17,2,10,2,12,2,14,2,14,1,10
2327,1,12,2,18,4,27,5,28,6,21,2,16,1,19,2,22,5,24,5,24,4,25,3,11,2,17,4,25,2,31,2,26,10,34,5,24,4,25,4,24,7,24,4,28,6,30,9,27,2,21,8,24,4,28,3,24,2,22,3,22,4,17,4,23,7,28,5,29,2,20,2,13,1,13,5,27,3,29,4,24,10,26,8,37,8,26,7,33,8,33,1,14,5,34,12,32,7,27,5,24,1,15,3,31,6,38,5,35,8,27,4,21,3,31,3,27,3,19,4,26,4,26,3,20,4,20,2,10,1,10,2,13,1,40,3,19,2,14,1,8,1,19,2,50,5,19,4,24,5,31,4,21,4,19,4,19,5,18,3,19,2,28,3,37,4,59,4,21,4,20,4,23,4,23,5,22,8,42,7,49,4,21,5,22,5,22,2,19,1,15,1,21,3,26,3,25,2,23,3,18,3,21,1,26,3,31,1,15,2,21,2,10,3,25,2,20,7,30,2,18,6,27,3,21,1,21,1,17,4,19,4,23,5,24,6,28,6,22,6,23,7,24,4,25,3,27,3,29,3,19,5,29,7,22,4,22,2,21,3,18,2,22,2,17,4,30,4,26,6,36,4,27,4,29,6,26,3,26,5,23,5,25,3,23,5,22,7,39,12,38,2,24,3,24,3,26,2,17,2,18,2,20,7,24,2,29,5,37,3,18,5,32,6,37,4,37,5,19,4,52,2,29,2,24,4,22,2,15,1,14,3,17,1,44,2,16,1,12,2,15,2,13,2,14,1,14
2328,1,12,3,16,6,24,4,25,5,20,2,13,1,20,2,24,4,23,4,33,3,23,3,15,3,19,5,23,2,30,2,27,10,33,5,21,4,20,4,22,6,23,4,29,6,26,10,31,3,23,5,27,4,25,4,24,2,21,4,24,3,20,5,22,6,24,5,24,2,21,1,12,1,15,5,23,3,30,2,26,9,24,7,37,6,26,7,29,7,29,2,11,2,27,11,41,7,24,5,25,2,19,2,32,4,34,9,32,8,33,4,23,5,30,3,27,4,19,5,27,6,22,4,19,3,26,2,14,1,7,1,15,3,32,3,19,2,13,1,6,1,18,2,48,4,21,5,27,4,28,5,28,4,20,4,18,4,16,2,17,4,19,4,35,3,53,4,22,3,22,6,26,4,24,4,25,7,34,9,52,5,20,5,17,4,21,1,22,1,20,1,20,3,28,3,29,3,20,2,18,3,24,1,28,4,28,1,14,2,22,2,15,4,27,2,15,6,29,2,15,6,28,2,21,1,16,1,14,4,17,2,19,2,23,6,25,5,23,4,24,6,23,4,23,3,26,3,24,3,23,4,32,8,24,4,21,3,18,3,18,2,20,2,21,5,33,5,19,7,32,5,25,3,19,5,21,3,28,4,24,5,24,5,25,5,23,7,36,11,32,2,23,3,24,5,33,2,16,2,15,2,18,5,25,3,21,4,38,3,17,6,32,7,43,4,35,4,20,5,54,2,31,3,23,5,18,3,18,2,14,4,19,1,40,2,14,1,12,1,13,1,12,1,15,1,11
2329,2,16,3,19,6,20,5,28,4,22,3,14,1,19,1,27,4,23,5,25,5,23,3,12,2,23,2,24,2,33,1,24,11,38,5,23,4,21,5,22,3,26,3,24,6,23,9,25,3,21,6,21,4,31,3,23,2,15,4,22,5,21,2,25,5,25,5,24,4,23,1,12,1,15,6,25,4,37,6,22,8,24,4,33,5,26,5,27,6,29,1,14,3,36,9,32,6,30,2,24,2,16,3,30,3,36,8,31,7,27,3,22,3,27,5,24,3,18,5,24,5,23,4,20,4,21,1,11,1,7,1,14,2,32,4,16,1,12,2,7,1,17,2,44,5,18,5,21,4,31,4,19,4,18,5,18,3,19,2,17,3,22,4,45,3,56,4,24,3,19,6,28,4,26,5,22,9,41,6,49,5,20,4,17,4,22,3,18,2,18,2,22,2,24,3,23,2,25,2,17,4,22,1,29,6,27,1,13,1,26,2,13,5,25,3,16,6,31,2,18,4,27,2,18,1,20,1,13,3,16,2,18,4,22,7,25,4,23,6,28,5,24,5,29,3,25,4,25,3,21,4,27,6,25,4,26,2,21,3,16,2,16,2,16,4,29,5,17,5,40,4,33,3,24,7,23,4,22,4,27,4,25,4,26,3,21,6,31,9,32,2,23,5,24,3,24,3,19,3,17,4,19,7,23,3,30,3,36,3,19,6,27,6,34,4,34,5,22,3,63,3,31,3,19,4,17,2,18,2,16,3,20,1,32,1,15,1,12,2,13,1,11,2,12,1,10
2330,1,15,2,17,3,25,4,26,5,21,2,15,1,16,2,23,5,24,5,28,3,23,2,12,4,18,2,22,1,29,2,25,8,31,4,21,6,20,5,25,5,21,4,28,6,25,6,28,3,21,7,22,3,26,3,24,3,17,4,24,4,18,5,24,5,28,4,23,4,21,1,12,1,15,4,21,4,26,3,25,8,20,5,32,8,22,5,30,7,30,1,17,3,26,10,30,5,30,4,25,2,14,2,25,4,37,6,30,4,25,4,21,4,25,4,24,3,16,5,24,5,22,4,18,3,21,2,11,1,7,1,16,1,29,1,17,2,13,1,7,1,14,2,35,3,20,5,22,4,26,3,22,4,22,4,17,3,17,3,18,3,17,4,33,3,47,6,22,4,20,5,22,4,26,5,23,5,30,7,54,4,20,5,16,4,23,2,27,2,15,1,19,3,21,3,20,2,25,3,17,3,24,1,29,6,29,1,14,2,22,2,13,5,27,2,17,6,26,2,16,4,24,2,18,1,20,1,17,4,21,3,21,4,26,5,23,3,24,6,26,7,25,4,25,3,27,4,26,3,21,4,32,8,26,4,23,3,18,3,18,2,19,2,15,3,25,4,20,6,28,4,27,3,21,7,21,4,23,4,23,4,26,5,27,4,26,7,34,9,31,3,24,3,22,2,25,2,17,3,17,2,20,6,24,2,23,3,31,4,20,5,29,5,27,5,36,4,19,2,57,4,28,3,21,2,19,2,16,2,14,3,16,1,30,2,15,1,9,1,11,2,10,2,13,2,16
2331,2,11,3,16,5,21,5,25,4,22,2,21,2,19,2,19,3,21,4,23,5,21,2,14,3,14,2,25,2,31,2,29,10,32,3,23,5,23,6,23,4,22,3,27,5,23,9,27,3,25,5,25,4,23,3,22,3,17,3,23,4,24,6,21,6,20,2,22,3,19,1,13,1,13,6,26,3,25,3,24,8,22,5,33,6,21,4,25,6,29,1,16,3,25,8,31,6,26,3,19,2,19,2,37,3,41,7,28,6,23,4,23,3,22,4,26,3,20,3,24,5,19,4,18,2,22,1,11,1,6,1,17,2,29,3,18,1,13,1,8,1,17,1,39,4,17,4,21,2,26,4,24,4,20,4,19,2,16,3,17,2,16,3,30,2,48,4,24,4,21,6,25,4,24,4,25,7,36,7,46,4,18,5,19,4,21,2,21,2,16,2,20,3,26,3,22,3,20,2,18,2,26,1,26,4,23,1,12,2,27,3,15,5,27,2,18,4,25,2,17,5,25,2,18,1,18,1,14,3,21,3,20,3,23,6,22,5,19,7,27,6,23,5,26,3,24,2,26,4,19,4,28,8,27,5,25,2,24,3,19,2,22,2,16,4,26,5,19,5,30,4,28,4,28,5,26,6,22,4,26,4,23,5,31,5,24,7,27,11,37,3,20,3,20,3,22,2,13,2,19,3,17,6,25,2,23,4,27,4,20,5,31,6,36,3,33,3,26,3,57,3,27,3,21,5,18,2,13,2,15,2,19,1,36,2,17,1,11,2,13,1,12,2,15,1,12
2332,1,15,2,16,4,30,5,31,5,21,2,15,2,14,2,20,5,25,4,23,3,26,2,12,2,15,3,21,2,26,2,24,10,28,5,21,4,27,4,19,5,24,5,28,5,23,6,25,1,26,6,22,3,28,3,23,3,19,3,21,4,19,4,23,5,23,5,19,3,17,2,12,1,12,4,20,4,31,4,22,6,23,6,38,7,25,7,25,6,28,1,14,4,26,9,30,7,23,4,22,2,18,3,27,5,34,8,31,5,27,4,19,4,24,4,22,3,13,5,22,5,22,4,17,3,20,2,12,1,7,1,14,2,29,1,16,1,11,1,9,1,18,1,31,4,19,5,22,4,24,3,21,4,17,3,18,2,19,2,20,3,18,4,24,3,42,3,24,2,20,4,28,4,27,2,21,8,34,6,47,3,16,4,18,7,23,3,19,1,17,2,21,3,25,3,19,1,22,2,16,3,20,2,28,5,25,2,15,3,27,3,12,4,31,2,12,5,25,2,24,5,30,2,18,1,17,1,14,2,19,2,13,3,24,6,25,6,22,6,24,9,23,4,26,2,28,3,28,3,20,3,27,7,27,4,24,3,23,2,15,2,28,2,16,3,33,3,20,7,27,4,27,3,23,5,20,5,25,6,28,6,23,5,26,4,23,6,29,10,26,2,20,4,20,3,19,1,16,3,19,3,20,6,22,2,20,4,27,3,16,5,31,6,36,4,30,4,21,4,50,2,38,3,22,4,19,3,14,2,14,4,16,2,29,3,15,1,13,2,13,1,11,1,13,1,9
2333,2,13,2,19,4,24,4,30,4,19,2,16,2,19,2,21,4,36,3,28,4,19,1,12,3,17,4,24,2,26,2,25,10,33,2,26,5,20,5,27,6,27,4,28,6,34,7,26,3,24,6,25,4,25,3,25,3,20,3,19,4,26,4,26,5,23,5,23,2,17,1,11,1,11,5,27,3,24,4,26,5,22,5,36,6,20,4,25,4,28,1,13,3,26,10,29,6,25,3,22,2,15,2,31,4,37,9,31,8,27,3,21,2,29,3,28,3,17,4,22,4,26,4,18,2,18,3,11,1,6,1,14,3,33,3,16,2,11,1,7,1,14,1,37,4,18,4,25,5,27,5,22,3,21,3,18,3,16,2,21,2,19,3,25,3,33,4,24,2,18,3,28,4,26,5,21,8,35,9,51,3,16,5,16,4,22,1,17,2,21,2,23,3,25,3,19,3,23,3,18,3,25,2,28,6,24,1,13,2,25,4,11,4,23,2,16,6,27,2,18,4,25,2,16,1,21,1,17,3,19,3,15,2,16,4,21,5,22,6,29,8,27,3,24,3,28,2,24,5,17,4,24,6,27,4,25,2,23,2,16,3,21,2,16,4,25,5,22,6,27,4,30,3,21,5,22,3,23,6,25,5,20,6,27,6,22,7,29,6,32,3,20,4,23,4,24,2,16,2,16,3,20,8,24,3,26,4,27,3,18,5,30,3,23,5,29,4,18,3,52,3,30,3,18,4,20,2,14,3,14,4,20,1,29,2,12,2,9,2,11,1,13,2,15,1,10
2334,1,10,2,18,5,23,4,26,4,22,2,13,2,18,2,18,5,23,5,33,3,28,2,14,4,23,4,26,2,30,2,23,7,31,6,24,7,19,6,26,7,34,5,40,7,22,7,27,3,23,7,24,4,30,4,24,3,17,3,24,3,18,3,21,5,25,6,30,3,19,1,13,1,13,4,24,4,25,3,25,6,22,5,37,7,28,4,28,6,27,1,15,2,26,11,27,7,23,2,20,2,15,2,31,4,39,9,29,7,28,5,26,5,34,3,28,3,18,4,22,4,23,3,19,2,21,1,10,1,7,1,14,2,30,1,17,1,11,2,6,1,15,2,33,5,21,4,30,4,27,4,18,5,15,4,22,2,18,4,18,2,14,3,26,4,35,4,27,3,20,5,24,5,27,5,25,8,39,8,52,4,17,4,17,4,25,2,18,1,16,2,21,2,23,3,23,3,21,2,20,3,22,2,30,5,29,1,12,2,21,2,15,5,25,2,17,5,29,1,15,5,23,2,18,1,19,1,15,3,19,3,16,3,24,5,23,5,22,5,25,6,26,4,28,3,25,2,28,4,20,5,27,8,26,5,23,3,18,3,20,3,32,2,15,4,27,6,19,6,30,5,28,3,21,6,19,4,22,2,25,3,24,5,22,4,19,6,28,8,29,3,24,5,18,2,20,2,16,2,16,3,19,5,25,3,27,4,24,3,17,5,26,6,23,5,30,4,17,3,40,3,25,2,16,5,21,3,15,2,16,3,15,1,26,2,14,1,12,2,15,2,15,1,17,1,11
2335,1,12,2,20,4,27,5,33,4,21,2,17,1,17,2,20,4,25,5,34,3,26,1,11,5,22,3,25,3,28,2,22,8,29,5,21,7,22,8,31,7,31,4,28,4,26,6,22,3,24,6,22,4,23,3,22,2,19,3,17,3,17,4,23,4,29,5,20,3,19,2,12,1,12,4,24,3,25,5,22,5,21,6,37,8,24,5,24,4,27,1,14,3,28,10,34,5,25,3,21,2,19,3,29,3,33,10,29,6,30,4,22,4,30,3,25,3,17,3,23,4,21,3,23,2,21,2,12,1,7,1,14,3,27,3,18,1,16,1,6,1,13,3,29,2,21,4,21,4,23,4,19,3,20,4,15,3,16,3,17,2,15,2,25,4,35,4,21,3,19,4,25,5,33,5,18,8,28,6,51,4,18,3,19,6,20,3,16,1,16,2,27,3,21,5,26,2,18,3,20,3,24,2,29,5,27,1,12,2,22,2,12,4,28,3,15,6,25,2,15,5,33,3,19,1,21,1,14,3,22,2,18,3,24,3,22,5,20,6,22,6,25,4,22,3,26,4,25,3,22,4,26,7,25,4,21,2,22,3,17,3,20,2,12,4,25,4,19,6,29,5,32,4,23,6,20,5,25,4,29,6,24,5,27,5,22,6,28,10,30,3,21,4,21,4,20,2,17,2,15,3,17,6,29,2,28,3,25,4,16,4,27,6,31,5,33,3,17,3,39,3,22,1,17,5,17,2,14,3,21,3,19,1,24,2,14,1,11,2,13,2,15,2,18,1,12
2336,1,14,2,16,3,27,5,29,3,17,3,13,1,15,2,18,5,26,5,27,4,28,2,11,5,19,2,23,2,26,2,21,12,27,6,26,6,24,7,35,7,30,3,26,6,22,6,23,3,22,5,22,3,23,2,23,2,15,4,23,3,22,4,22,6,27,5,22,2,17,1,12,1,13,3,26,3,21,5,23,4,19,5,37,6,31,6,26,7,33,2,15,3,37,11,32,8,23,2,20,2,19,3,36,3,38,6,32,10,27,5,20,3,25,2,21,4,16,4,28,5,21,5,20,3,23,1,11,1,7,1,15,2,27,2,18,1,16,1,8,1,17,2,25,4,16,4,25,4,25,4,18,4,19,4,21,3,17,4,19,3,19,4,23,3,33,4,22,2,22,5,24,6,31,4,29,8,36,7,49,3,19,5,17,5,19,2,20,2,18,1,26,4,22,3,20,2,23,3,19,2,20,2,26,4,25,1,11,2,25,2,12,4,33,3,18,5,26,2,17,7,23,2,20,1,16,1,15,3,16,2,18,2,22,4,25,5,21,6,25,7,26,5,22,3,25,4,24,3,19,5,31,5,27,3,19,2,24,2,22,2,22,2,11,4,23,4,19,6,30,4,30,4,22,5,19,4,21,4,27,6,22,5,25,4,18,8,31,8,26,3,18,3,21,3,21,2,15,3,17,2,17,7,25,2,20,3,23,4,17,4,27,4,27,5,26,3,19,4,47,3,27,3,20,5,19,2,17,3,23,4,19,1,27,3,20,2,14,2,12,1,18,3,19,1,11
2337,2,12,2,20,4,23,5,23,4,19,1,12,1,15,2,26,5,28,4,25,5,24,3,10,4,19,5,32,2,25,2,24,10,26,6,22,8,23,6,27,7,32,4,28,4,29,6,24,3,27,7,21,3,24,4,23,2,17,2,22,3,19,4,22,3,24,4,21,2,18,2,14,1,16,4,27,3,22,4,28,5,22,6,40,5,23,5,29,7,26,1,15,3,30,10,30,8,23,3,23,2,18,3,32,5,40,10,30,8,27,4,23,4,22,3,22,3,20,5,21,4,20,4,21,2,18,1,10,1,8,1,11,2,28,2,18,1,14,1,6,1,13,1,26,3,22,3,22,3,23,4,20,5,17,4,15,3,15,1,25,2,14,4,22,2,31,4,25,3,20,5,31,5,27,4,18,9,30,7,56,4,20,3,16,3,22,3,18,2,19,1,23,3,22,4,19,2,21,2,18,2,27,1,26,5,26,1,10,2,21,2,13,4,26,3,18,4,27,3,16,5,23,2,17,1,18,1,13,2,18,3,14,3,20,4,22,3,21,5,23,7,24,4,24,2,23,3,22,3,22,4,28,7,25,5,24,3,20,4,15,2,21,1,13,4,23,4,19,3,24,3,26,3,24,4,21,3,22,4,25,4,21,5,24,3,25,4,24,7,28,3,19,3,27,4,20,2,14,2,19,2,16,6,25,2,24,3,22,3,16,4,25,4,23,4,28,3,16,4,40,2,24,3,19,3,19,2,17,4,19,3,19,1,27,2,13,1,10,2,14,1,22,3,19,1,12
